candidate_id,coin_phase,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
ADXDM-sideways,bear_trend,24,16,8,0.004598585,-0.0278504,3.94404,0.666666666667
ADXDM-sideways,bull_trend,16,11,5,0.40074399,-0.01376679,5.72561108,0.6875
ADXDM-sideways,high_vol_shock,3,2,1,0.0287133,-0.00138782,1.1984051,0.666666666667
ADXDM-sideways,range_choppy,35,30,5,0.09406775,-32.0483828,4.67532294,0.857142857143
ADXDM-sideways,range_quiet,60,47,13,0.382062905,-33.52617807,5.0937626,0.783333333333
ADXDM-sideways,transition,44,29,15,0.00525111,-33.49493565,6.9468704,0.659090909091
ADXDM-transition,bear_trend,40,32,8,0.533634065,-54.81894513,7.6889198,0.8
ADXDM-transition,bull_trend,20,13,7,0.00097731,-29.68428015,4.0527345,0.65
ADXDM-transition,high_vol_shock,6,4,2,0.00028777,-0.0077757,4.41899782,0.666666666667
ADXDM-transition,range_choppy,37,27,10,0.31072338,-31.82186073,9.6366342,0.72972972973
ADXDM-transition,range_quiet,30,25,5,0.19523435,-27.5632129,3.60675306,0.833333333333
ADXDM-transition,transition,74,54,20,0.08710606,-29.79365849,4.6028559,0.72972972973
ADXMomentum-sideways,bear_trend,4,0,4,-2.575468305,-9.88898528,-2.12664553,0
ADXMomentum-sideways,bull_trend,2,2,0,1.235732805,1.22205685,1.24940876,1
ADXMomentum-sideways,high_vol_shock,1,0,1,-3.16891172,-3.16891172,-3.16891172,0
ADXMomentum-sideways,range_choppy,1,1,0,1.24231636,1.24231636,1.24231636,1
ADXMomentum-sideways,range_quiet,5,3,2,1.22419935,-3.18749871,1.22802088,0.6
ADXMomentum-sideways,transition,4,4,0,1.2525987,1.227688,2.45225501,1
ADXMomentum-transition,bear_trend,2,2,0,1.23939679,1.23355108,1.2452425,1
ADXMomentum-transition,bull_trend,2,1,1,-4.024112715,-9.27695756,1.22873213,0.5
ADXMomentum-transition,range_choppy,1,1,0,1.2194875,1.2194875,1.2194875,1
