candidate_id,coin_phase,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
ADXMomentum-transition,range_quiet,1,0,1,-5.7809132,-5.7809132,-5.7809132,0
ADXMomentum-transition,transition,3,2,1,1.22281496,-3.6037098,1.22919336,0.666666666667
ADX_15M_USDT-sideways,bear_trend,55,40,15,1.55840679,-20.5755171,27.0683339,0.727272727273
ADX_15M_USDT-sideways,bull_trend,53,35,18,1.31655967,-54.97995692,40.82232982,0.660377358491
ADX_15M_USDT-sideways,high_vol_shock,23,17,6,1.6745607,-24.50041233,27.22484762,0.739130434783
ADX_15M_USDT-sideways,range_choppy,80,51,29,1.351922565,-55.81210584,52.27781841,0.6375
ADX_15M_USDT-sideways,range_quiet,112,74,38,1.818771985,-51.8193831,26.19169075,0.660714285714
ADX_15M_USDT-sideways,transition,128,97,31,1.09972536,-26.75231988,25.33401726,0.7578125
ADX_15M_USDT-transition,bear_trend,85,51,34,0.09268733,-37.00930868,14.7278991,0.6
ADX_15M_USDT-transition,bull_trend,63,33,30,0.00103075,-18.11349015,20.32731291,0.52380952381
ADX_15M_USDT-transition,high_vol_shock,27,14,13,0.01019456,-18.55793766,30.13348043,0.518518518519
ADX_15M_USDT-transition,range_choppy,95,51,44,0.00378544,-30.6734248,20.18283113,0.536842105263
ADX_15M_USDT-transition,range_quiet,64,38,26,0.21514222,-15.02123907,4.92030224,0.59375
ADX_15M_USDT-transition,transition,160,98,62,0.06425287,-33.41703339,24.33795903,0.6125
ASDTSRockwellTrading-sideways,bear_trend,23,3,20,-2.0492252,-23.84274426,1.04362987,0.130434782609
ASDTSRockwellTrading-sideways,bull_trend,31,1,30,-1.6565941,-16.49283339,1.28433561,0.0322580645161
ASDTSRockwellTrading-sideways,high_vol_shock,16,3,13,-2.057984065,-25.92778561,1.63445022,0.1875
ASDTSRockwellTrading-sideways,range_choppy,46,2,44,-2.135059275,-60.5680064,0.14038301,0.0434782608696
ASDTSRockwellTrading-sideways,range_quiet,33,6,27,-1.26801356,-27.41391083,0.53094046,0.181818181818
ASDTSRockwellTrading-sideways,transition,58,4,54,-2.379512825,-53.68647962,3.00238092,0.0689655172414
ASDTSRockwellTrading-transition,bear_trend,28,2,26,-2.27704837,-26.4912769,0.73218137,0.0714285714286
ASDTSRockwellTrading-transition,bull_trend,37,3,34,-2.40193202,-22.70669113,1.945449,0.0810810810811
ASDTSRockwellTrading-transition,high_vol_shock,20,2,18,-7.80963176,-21.43285594,0.41258611,0.1
ASDTSRockwellTrading-transition,range_choppy,49,4,45,-2.07806877,-48.36012999,2.20575854,0.0816326530612
ASDTSRockwellTrading-transition,range_quiet,12,2,10,-1.658864345,-18.13408953,0.69482846,0.166666666667
ASDTSRockwellTrading-transition,transition,68,6,62,-1.675412415,-35.90118237,6.0928612,0.0882352941176
AdaptiveRegime-sideways,bear_trend,13,3,10,-14.63973381,-38.05054161,60.74576135,0.230769230769
AdaptiveRegime-sideways,bull_trend,6,1,5,-29.250675,-66.35234686,2.99606971,0.166666666667
AdaptiveRegime-sideways,high_vol_shock,3,2,1,3.31067803,-63.00969657,54.09874233,0.666666666667
AdaptiveRegime-sideways,range_choppy,19,3,16,-18.65727683,-71.14850346,202.10404364,0.157894736842
AdaptiveRegime-sideways,range_quiet,22,11,11,7.34975874,-25.90124414,328.05829636,0.5
AdaptiveRegime-sideways,transition,27,9,18,-6.92366981,-41.44751145,179.65335744,0.333333333333
AdaptiveRegime-transition,bear_trend,28,8,20,-5.91895216,-22.04813102,24.10003065,0.285714285714
AdaptiveRegime-transition,bull_trend,9,3,6,-2.18778899,-31.06310868,19.10046859,0.333333333333
AdaptiveRegime-transition,high_vol_shock,6,3,3,5.888292235,-32.12600516,26.62349802,0.5
AdaptiveRegime-transition,range_choppy,20,8,12,-3.022418275,-21.72289982,84.50588493,0.4
AdaptiveRegime-transition,range_quiet,13,4,9,-6.63564148,-15.12014483,22.70935383,0.307692307692
AdaptiveRegime-transition,transition,34,12,22,-5.741814775,-35.21723229,25.45498833,0.352941176471
AlmgrenChrissStrategy-sideways,bear_trend,58,21,37,-0.501105375,-15.35881902,5.9955337,0.362068965517
AlmgrenChrissStrategy-sideways,bull_trend,47,13,34,-2.65923394,-26.94865997,9.36584066,0.276595744681
AlmgrenChrissStrategy-sideways,high_vol_shock,23,13,10,1.09932042,-13.59839841,20.72221256,0.565217391304
AlmgrenChrissStrategy-sideways,range_choppy,87,35,52,-1.17592748,-49.37091447,9.99608494,0.402298850575
AlmgrenChrissStrategy-sideways,range_quiet,94,39,55,-0.578222265,-13.51992362,9.60910184,0.414893617021
AlmgrenChrissStrategy-sideways,transition,125,57,68,-0.27663134,-32.02881106,12.83826588,0.456
AlmgrenChrissStrategy-transition,bear_trend,84,36,48,-0.61487354,-18.2728658,12.47109779,0.428571428571
AlmgrenChrissStrategy-transition,bull_trend,61,27,34,-0.62736095,-28.77668018,6.55653012,0.44262295082
AlmgrenChrissStrategy-transition,high_vol_shock,30,15,15,-0.097051755,-41.99796192,29.68538019,0.5
AlmgrenChrissStrategy-transition,range_choppy,98,45,53,-0.275323225,-25.52308414,4.98832032,0.459183673469
AlmgrenChrissStrategy-transition,range_quiet,62,33,29,0.068374765,-6.80536259,3.31077743,0.532258064516
AlmgrenChrissStrategy-transition,transition,144,73,71,0.045765305,-26.50508798,12.69793481,0.506944444444
BBMod-sideways,bear_trend,29,19,10,0.3641904,-12.43373521,8.26526706,0.655172413793
BBMod-sideways,bull_trend,30,12,18,-0.46276667,-20.34836801,11.82564204,0.4
BBMod-sideways,high_vol_shock,18,15,3,2.018486875,-1.47299151,23.6366696,0.833333333333
BBMod-sideways,range_choppy,54,28,26,0.06150554,-22.38770282,14.19851614,0.518518518519
BBMod-sideways,range_quiet,40,20,20,0.11780244,-17.39504298,13.54534252,0.5
BBMod-sideways,transition,52,32,20,0.501162305,-25.7140883,27.03688176,0.615384615385
BBMod-transition,bear_trend,54,34,20,0.613533105,-8.61507721,9.18506564,0.62962962963
BBMod-transition,bull_trend,45,27,18,0.85503705,-8.35412726,12.08995176,0.6
BBMod-transition,high_vol_shock,24,18,6,1.8512487,-8.34119932,14.50012653,0.75
BBMod-transition,range_choppy,66,34,32,0.15285425,-17.2251521,8.95963208,0.515151515152
BBMod-transition,range_quiet,25,17,8,1.1984445,-9.75196,11.03215724,0.68
BBMod-transition,transition,86,42,44,-0.12585053,-12.04692988,17.10574229,0.488372093023
