candidate_id,btc_regime,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-sideways,SIDEWAYS,BEAR,38,38,0,17.03487234,0.00346346667714,20,17.31995404,0.2850817,5724.73684211,27,60.7543523137,0.526315789474
ADXDM-sideways,SIDEWAYS,BULL,27,27,0,22.28040125,0.00668823680286,20,22.30558803,0.02518678,5767.77777778,19,885.606974373,0.740740740741
ADXDM-sideways,SIDEWAYS,SIDEWAYS,137,137,0,-8.86416342,-0.000387295976365,102,87.78111434,96.64527776,3078.13868613,89,0.908281463663,0.744525547445
ADXDM-sideways,SIDEWAYS,TRANSITION,61,61,0,-64.54601675,-0.0081716248868,43,57.51280962,122.05882637,1698.44262295,44,0.471189272668,0.704918032787
ADXDM-transition,TRANSITION,BEAR,73,73,0,-7.1025144,-0.000538027922113,49,47.89156984,54.99408424,1905.54794521,46,0.87084948321,0.671232876712
ADXDM-transition,TRANSITION,BULL,33,33,0,-19.83988995,-0.0047598458727,19,9.95026266,29.79015261,3260.60606061,22,0.334011805521,0.575757575758
ADXDM-transition,TRANSITION,SIDEWAYS,104,104,0,-68.69515721,-0.00509700121619,74,75.17797549,143.8731327,1669.90384615,72,0.522529634819,0.711538461538
ADXDM-transition,TRANSITION,TRANSITION,123,123,0,-74.17574576,-0.00522195937313,79,66.23180754,140.4075533,3417.84552846,80,0.47171114362,0.642276422764
ADXMomentum-sideways,SIDEWAYS,BEAR,5,5,0,-17.16656742,-0.0277067527132,1,1.21821888,18.3847863,1452,5,0.0662623356139,0.2
ADXMomentum-sideways,SIDEWAYS,BULL,3,3,0,-0.69744611,-0.00191265239379,2,2.47146561,3.16891172,1000,3,0.779909896007,0.666666666667
ADXMomentum-sideways,SIDEWAYS,SIDEWAYS,7,7,0,1.65176962,0.00190585198221,4,4.92191539,3.27014577,608.571428571,6,1.50510580756,0.571428571429
ADXMomentum-sideways,SIDEWAYS,TRANSITION,5,5,0,6.18514041,0.0100371258041,5,6.18514041,0,168,4,inf,1
ADXMomentum-transition,TRANSITION,BEAR,2,2,0,2.47879358,0.0100628006306,2,2.47879358,0,1200,1,inf,1
ADXMomentum-transition,TRANSITION,BULL,2,2,0,-8.04822543,-0.0324455250418,1,1.22873213,9.27695756,60,2,0.132449903112,0.5
ADXMomentum-transition,TRANSITION,SIDEWAYS,2,2,0,-4.5614257,-0.0184444612278,1,1.2194875,5.7809132,240,2,0.210950667794,0.5
ADXMomentum-transition,TRANSITION,TRANSITION,3,3,0,-1.15170148,-0.00316494817985,2,2.45200832,3.6037098,2180,3,0.680412257391,0.666666666667
ADX_15M_USDT-sideways,SIDEWAYS,BEAR,296,296,0,69.46329479,0.00146131578117,208,359.53122285,290.06792806,1843.83445946,171,1.23947250996,0.702702702703
ADX_15M_USDT-sideways,SIDEWAYS,BULL,243,243,0,-31.24626794,0.00039595227784,168,443.40571464,474.65198258,1304.9382716,151,0.934170151844,0.691358024691
ADX_15M_USDT-sideways,SIDEWAYS,SIDEWAYS,1152,1152,0,-17.49253511,0.000193638862198,777,1393.65367154,1411.14620665,1926.7578125,445,0.987604023575,0.674479166667
ADX_15M_USDT-sideways,SIDEWAYS,TRANSITION,484,484,0,161.7236373,0.00246787721435,347,581.12390084,419.40026354,1844.0392562,283,1.38560690433,0.71694214876
ADX_15M_USDT-sideways,TRANSITION,BULL,2,2,0,8.35214337,0.0233125476917,2,8.35214337,0,397.5,2,inf,1
ADX_15M_USDT-sideways,TRANSITION,TRANSITION,2,2,0,16.00477372,0.0437735552722,2,16.00477372,0,375,2,inf,1
ADX_15M_USDT-transition,BEAR,TRANSITION,1,1,0,2.65406246,0.0354109483795,1,2.65406246,0,225,1,inf,1
ADX_15M_USDT-transition,BULL,TRANSITION,1,1,0,-3.474e-05,-8.36960284101e-07,0,0,3.474e-05,1650,1,0,0
ADX_15M_USDT-transition,SIDEWAYS,TRANSITION,2,2,0,4.54651158,0.0177332882137,2,4.54651158,0,1245,2,inf,1
ADX_15M_USDT-transition,TRANSITION,BEAR,373,373,0,-58.75339173,-0.00225571498004,258,228.88754413,287.64093586,1771.04557641,171,0.795740506982,0.691689008043
ADX_15M_USDT-transition,TRANSITION,BULL,281,281,0,-185.58357964,-0.00827318112724,165,296.8665261,482.45010574,1848.04270463,146,0.615331041631,0.5871886121
ADX_15M_USDT-transition,TRANSITION,SIDEWAYS,731,731,0,-245.82303452,-0.00474421301952,470,440.4098441,686.23287862,1975.17783858,318,0.641778990517,0.642954856361
ADX_15M_USDT-transition,TRANSITION,TRANSITION,682,682,0,-214.08250496,-0.00333179411929,463,419.25953407,633.34203903,2272.96187683,339,0.661979638541,0.678885630499
ASDTSRockwellTrading-sideways,SIDEWAYS,BEAR,1565,1565,0,-122.10746992,-0.00195332536732,365,90.99228268,213.0997526,47.3003194888,86,0.42699384476,0.233226837061
ASDTSRockwellTrading-sideways,SIDEWAYS,BULL,2373,2373,0,-114.2761652,-0.00147633584719,669,239.22733353,353.50349873,44.195111673,125,0.676732576592,0.281921618205
