candidate_id,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-sideways,BEAR,38,38,0,17.03487234,0.00346346667714,20,17.31995404,0.2850817,5724.73684211,27,60.7543523137,0.526315789474
ADXDM-sideways,BULL,27,27,0,22.28040125,0.00668823680286,20,22.30558803,0.02518678,5767.77777778,19,885.606974373,0.740740740741
ADXDM-sideways,SIDEWAYS,137,137,0,-8.86416342,-0.000387295976365,102,87.78111434,96.64527776,3078.13868613,89,0.908281463663,0.744525547445
ADXDM-sideways,TRANSITION,61,61,0,-64.54601675,-0.0081716248868,43,57.51280962,122.05882637,1698.44262295,44,0.471189272668,0.704918032787
ADXDM-transition,BEAR,73,73,0,-7.1025144,-0.000538027922113,49,47.89156984,54.99408424,1905.54794521,46,0.87084948321,0.671232876712
ADXDM-transition,BULL,33,33,0,-19.83988995,-0.0047598458727,19,9.95026266,29.79015261,3260.60606061,22,0.334011805521,0.575757575758
ADXDM-transition,SIDEWAYS,104,104,0,-68.69515721,-0.00509700121619,74,75.17797549,143.8731327,1669.90384615,72,0.522529634819,0.711538461538
ADXDM-transition,TRANSITION,123,123,0,-74.17574576,-0.00522195937313,79,66.23180754,140.4075533,3417.84552846,80,0.47171114362,0.642276422764
ADXMomentum-sideways,BEAR,5,5,0,-17.16656742,-0.0277067527132,1,1.21821888,18.3847863,1452,5,0.0662623356139,0.2
ADXMomentum-sideways,BULL,3,3,0,-0.69744611,-0.00191265239379,2,2.47146561,3.16891172,1000,3,0.779909896007,0.666666666667
ADXMomentum-sideways,SIDEWAYS,7,7,0,1.65176962,0.00190585198221,4,4.92191539,3.27014577,608.571428571,6,1.50510580756,0.571428571429
ADXMomentum-sideways,TRANSITION,5,5,0,6.18514041,0.0100371258041,5,6.18514041,0,168,4,inf,1
ADXMomentum-transition,BEAR,2,2,0,2.47879358,0.0100628006306,2,2.47879358,0,1200,1,inf,1
ADXMomentum-transition,BULL,2,2,0,-8.04822543,-0.0324455250418,1,1.22873213,9.27695756,60,2,0.132449903112,0.5
ADXMomentum-transition,SIDEWAYS,2,2,0,-4.5614257,-0.0184444612278,1,1.2194875,5.7809132,240,2,0.210950667794,0.5
ADXMomentum-transition,TRANSITION,3,3,0,-1.15170148,-0.00316494817985,2,2.45200832,3.6037098,2180,3,0.680412257391,0.666666666667
ADX_15M_USDT-sideways,BEAR,296,296,0,69.46329479,0.00146131578117,208,359.53122285,290.06792806,1843.83445946,171,1.23947250996,0.702702702703
ADX_15M_USDT-sideways,BULL,245,245,0,-22.89412457,0.000583026526116,170,451.75785801,474.65198258,1297.53061224,153,0.951766503859,0.69387755102
ADX_15M_USDT-sideways,SIDEWAYS,1152,1152,0,-17.49253511,0.000193638862198,777,1393.65367154,1411.14620665,1926.7578125,445,0.987604023575,0.674479166667
ADX_15M_USDT-sideways,TRANSITION,486,486,0,177.72841102,0.00263785942858,349,597.12867456,419.40026354,1837.99382716,285,1.42376800033,0.718106995885
ADX_15M_USDT-transition,BEAR,373,373,0,-58.75339173,-0.00225571498004,258,228.88754413,287.64093586,1771.04557641,171,0.795740506982,0.691689008043
ADX_15M_USDT-transition,BULL,281,281,0,-185.58357964,-0.00827318112724,165,296.8665261,482.45010574,1848.04270463,146,0.615331041631,0.5871886121
ADX_15M_USDT-transition,SIDEWAYS,731,731,0,-245.82303452,-0.00474421301952,470,440.4098441,686.23287862,1975.17783858,318,0.641778990517,0.642954856361
ADX_15M_USDT-transition,TRANSITION,686,686,0,-206.88196566,-0.00320904796138,466,426.46010811,633.34207377,2266.07142857,343,0.67334877276,0.679300291545
ASDTSRockwellTrading-sideways,BEAR,1565,1565,0,-122.10746992,-0.00195332536732,365,90.99228268,213.0997526,47.3003194888,86,0.42699384476,0.233226837061
ASDTSRockwellTrading-sideways,BULL,2373,2373,0,-114.2761652,-0.00147633584719,669,239.22733353,353.50349873,44.195111673,125,0.676732576592,0.281921618205
ASDTSRockwellTrading-sideways,SIDEWAYS,6946,6946,0,-398.07687841,-0.00187765929943,1535,437.55061131,835.62748972,46.3691333141,188,0.523619216329,0.220990498128
ASDTSRockwellTrading-sideways,TRANSITION,3830,3830,0,-331.38928394,-0.00192245337959,903,279.31483799,610.70412193,46.1135770235,168,0.457365241137,0.235770234987
ASDTSRockwellTrading-transition,BEAR,1475,1475,0,-86.74738599,-0.00189146369368,389,180.61732203,267.36470802,44.1830508475,66,0.675546609601,0.263728813559
ASDTSRockwellTrading-transition,BULL,2751,2751,0,-238.56578042,-0.00222786603001,743,384.44361983,623.00940025,43.1388585969,110,0.617075151155,0.270083605961
ASDTSRockwellTrading-transition,SIDEWAYS,3992,3992,0,-296.58791754,-0.00214788661835,1009,419.67708532,716.26500286,43.9666833667,133,0.585924320809,0.252755511022
ASDTSRockwellTrading-transition,TRANSITION,4341,4341,0,-343.84707153,-0.00216822051896,1053,408.20706558,752.05413711,45.196959226,160,0.542789468786,0.242570836213
AdaptiveRegime-sideways,BEAR,14,0,14,-91.30376968,-0.039491026461,4,131.96583631,223.26960599,25817.1428571,12,0.591060461297,0.285714285714
AdaptiveRegime-sideways,BULL,7,6,1,-190.70183529,-0.135614436447,1,2.99606971,193.697905,26948.5714286,7,0.0154677445272,0.142857142857
AdaptiveRegime-sideways,SIDEWAYS,44,23,21,517.83031071,0.105651587806,15,1108.75089472,590.92058401,40647.2727273,31,1.87631117399,0.340909090909
AdaptiveRegime-sideways,TRANSITION,30,13,17,162.6665785,0.041545494399,11,509.82544044,347.15886194,36384,25,1.46856524875,0.366666666667
AdaptiveRegime-transition,BEAR,32,2,30,-123.95047931,-0.0399933532118,9,107.30504728,231.25552659,23220,23,0.464010736791,0.28125
AdaptiveRegime-transition,BULL,12,12,0,23.42773799,0.0287189780179,5,108.29654907,84.86881108,36240,10,1.27604649684,0.416666666667
AdaptiveRegime-transition,SIDEWAYS,38,14,24,25.89814248,0.0146817418963,14,246.82818916,220.93004668,25844.2105263,30,1.11722326985,0.368421052632
AdaptiveRegime-transition,TRANSITION,38,10,28,-140.50637207,-0.0322532971633,13,158.98381564,299.49018771,34749.4736842,31,0.530848161857,0.342105263158
AlmgrenChrissStrategy-sideways,BEAR,444,218,226,-56.73596572,-0.00233891032319,296,200.96592867,257.70189439,2423.91891892,160,0.77983877125,0.666666666667
AlmgrenChrissStrategy-sideways,BULL,514,245,269,-161.94800017,-0.00396141133717,358,475.30346902,637.25146919,1256.96498054,139,0.74586484614,0.696498054475
AlmgrenChrissStrategy-sideways,SIDEWAYS,1381,691,690,-458.03491536,-0.00542163551548,910,798.39302654,1256.4279419,2569.6705286,382,0.635446729506,0.658942795076
AlmgrenChrissStrategy-sideways,TRANSITION,827,414,413,-51.67445948,-0.00124754004765,582,513.48339912,565.1578586,1828.8210399,271,0.908566325862,0.703748488513
AlmgrenChrissStrategy-transition,BEAR,778,434,344,-196.83139932,-0.00445134985372,541,352.43543686,549.26683618,1784.53727506,186,0.641647035002,0.695372750643
AlmgrenChrissStrategy-transition,BULL,917,485,432,-195.11343718,-0.0034595145299,670,702.27384589,897.38728307,901.99563795,170,0.782576106369,0.730643402399
AlmgrenChrissStrategy-transition,SIDEWAYS,1304,698,606,-256.21023259,-0.0035170782056,925,637.03698396,893.24721655,1920.8857362,315,0.713169850582,0.709355828221
AlmgrenChrissStrategy-transition,TRANSITION,1065,585,480,-134.44307871,-0.00262650371824,779,699.50506223,833.94814094,1926.16901408,296,0.838787243343,0.731455399061
BBMod-sideways,BEAR,80,80,0,0.47306935,0.000113470550714,53,61.86677274,61.39370339,53,33,1.00770550275,0.6625
BBMod-sideways,BULL,143,143,0,3.31629357,0.000315568603911,90,167.57981347,164.2635199,40.3846153846,53,1.02018886221,0.629370629371
BBMod-sideways,SIDEWAYS,308,308,0,-41.58978028,-0.000741076854203,189,348.28244469,389.87222497,47.224025974,90,0.893324587862,0.613636363636
BBMod-sideways,TRANSITION,176,176,0,4.31056448,0.000512561416578,113,231.57632879,227.26576431,42.4147727273,67,1.01896706481,0.642045454545
BBMod-transition,BEAR,219,219,0,69.01309362,0.00236276611498,148,226.76482487,157.75173125,42.1232876712,68,1.43747915204,0.675799086758
BBMod-transition,BULL,352,352,0,43.4082643,0.00107580166841,222,399.10002247,355.69175817,46.2215909091,92,1.12203899388,0.630681818182
BBMod-transition,SIDEWAYS,357,357,0,28.84905499,0.000909684382315,223,406.8948367,378.04578171,48.6134453782,102,1.07631100884,0.624649859944
BBMod-transition,TRANSITION,313,313,0,29.19663801,0.000798445153478,188,311.62854202,282.43190401,48.5942492013,107,1.10337584953,0.600638977636
