candidate_id,btc_regime,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-downtrend,BEAR,BEAR,198,198,0,-113.19661397,-0.00442298641603,149,185.85598341,299.05259738,1653.81313131,107,0.621482592154,0.752525252525
BB_RPB_TSL_RNG_2-transition,TRANSITION,TRANSITION,20,20,0,23.07488087,0.0092586073977,8,27.46435867,4.3894778,35.75,10,6.25686241539,0.4
BB_RTR-sideways,SIDEWAYS,SIDEWAYS,37,37,0,62.72012211,0.0133228106202,25,67.41905074,4.69892863,55.5405405405,12,14.3477494656,0.675675675676
BB_RTR-transition,TRANSITION,TRANSITION,37,37,0,27.6379354,0.0059763769413,18,45.60395788,17.96602248,59.1891891892,15,2.53834469654,0.486486486486
BigTrader-sideways,SIDEWAYS,SIDEWAYS,12,12,0,42.75096564,0.0283201994016,12,42.75096564,0,60.8333333333,5,inf,1
BigTrader-transition,TRANSITION,TRANSITION,7,7,0,21.66547323,0.0247887197893,7,21.66547323,0,441.428571429,5,inf,1
Cenderawasih_3_kucoin-sideways,SIDEWAYS,SIDEWAYS,14,14,0,-0.79608226,-0.000440271705161,5,9.77513696,10.57121922,18.5714285714,6,0.924693430017,0.357142857143
CryptoFrog_nateema-transition,BEAR,TRANSITION,1,1,0,1.28054689,0.0100091197914,1,1.28054689,0,35,1,inf,1
CryptoFrog_nateema-transition,SIDEWAYS,TRANSITION,1,1,0,0.52291608,0.0040592736199,1,0.52291608,0,55,1,inf,1
CryptoFrog_nateema-transition,TRANSITION,TRANSITION,303,303,0,-36.97752093,-0.000858394720329,235,361.11261054,398.09013147,231.930693069,80,0.907112691306,0.775577557756
CustomStoplossWithPSAR-downtrend,BEAR,BEAR,55,55,0,6740.3238608,0.950126642445,21,10188.0538874,3447.73002659,447321.818182,31,2.95500338159,0.381818181818
E0V1E_protections-sideways,SIDEWAYS,SIDEWAYS,16,16,0,56.16874352,0.0278153886095,12,59.61858896,3.44984544,15.9375,7,17.2815246355,0.75
FSampleStrategy-sideways,SIDEWAYS,SIDEWAYS,197,187,10,1816.37630301,0.0569767982188,39,3940.02461474,2123.64831173,31107.4111675,101,1.8553093716,0.197969543147
FSampleStrategy-sideways,SIDEWAYS,TRANSITION,1,1,0,-13.76107813,-0.0518012660773,0,0,13.76107813,0,1,0,0
FSampleStrategy-sideways,TRANSITION,SIDEWAYS,3,3,0,-31.62800659,-0.0508018969562,0,0,31.62800659,280,1,0,0
