candidate_id,coin_phase,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-downtrend,bear_trend,166,166,0,-45.87615198,-0.00217476247207,127,125.51503731,171.39118929,1644.27710843,97,0.73233074483,0.765060240964
ADXDM-downtrend,high_vol_shock,32,32,0,-67.32046199,-0.0160856481253,22,60.3409461,127.66140809,1703.28125,18,0.472663955402,0.6875
BB_RPB_TSL_RNG_2-transition,high_vol_shock,2,2,0,2.23776902,0.00903059013374,1,2.68209072,0.4443217,2.5,2,6.03637121482,0.5
BB_RPB_TSL_RNG_2-transition,transition,18,18,0,20.83711185,0.00928394264925,7,24.78226795,3.9451561,39.4444444444,8,6.2816951527,0.388888888889
BB_RTR-sideways,high_vol_shock,4,4,0,6.21236157,0.012500012395,3,6.63881991,0.42645834,32.5,2,15.5673351587,0.75
BB_RTR-sideways,range_choppy,23,23,0,32.18816206,0.0109321749854,16,34.94438064,2.75621858,80.2173913043,8,12.6783778665,0.695652173913
BB_RTR-sideways,range_quiet,10,10,0,24.31959848,0.0191503918706,6,25.83585019,1.51625171,8,4,17.0392884108,0.6
BB_RTR-transition,high_vol_shock,2,2,0,-0.79541372,-0.00316992041337,0,0,0.79541372,0,1,0,0
BB_RTR-transition,transition,35,35,0,28.43334912,0.00649902250442,18,45.60395788,17.17060876,62.5714285714,14,2.65593133694,0.514285714286
BigTrader-sideways,range_choppy,9,9,0,31.18873306,0.0274793528394,9,31.18873306,0,51.6666666667,3,inf,1
BigTrader-sideways,range_quiet,3,3,0,11.56223258,0.0308427390883,3,11.56223258,0,88.3333333333,2,inf,1
BigTrader-transition,transition,7,7,0,21.66547323,0.0247887197893,7,21.66547323,0,441.428571429,5,inf,1
Cenderawasih_3_kucoin-sideways,high_vol_shock,2,2,0,-4.19386266,-0.0169563602826,0,0,4.19386266,0,1,0,0
Cenderawasih_3_kucoin-sideways,range_choppy,10,10,0,5.71063003,0.00465106567762,5,9.77513696,4.06450693,26,3,2.40499945709,0.5
