total_trades,trade_count_long,trade_count_short,profit_total,profit_total_abs,cagr,sharpe,sortino,calmar,sqn,profit_factor,expectancy,expectancy_ratio,winrate,wins,losses,draws,max_drawdown_account,max_drawdown_abs,market_change,starting_balance,final_balance,trades_per_day,strategy_id,source
1491,1491,0,1.62557724365,1625.57724365,0.293276180197,0.346349031255,4.6537196042,2.7917802776,0.643,1.11406003276,1.09025972076,0.107328119362,0.0590207914152,88,1403,0,0.811992917501,6085.88665999,,1000,2625.57724365,1.08832116788,BuyOrDie,baseline
1391,1391,0,0.90199530782,901.99530782,0.186828363589,2.91138717761,2.21230650824,9.97116771708,5.5957,1.57423648439,0.648450976147,0.0994902895312,0.826743350108,1150,241,0,0.126149090052,261.04857903,,1000,1901.99530782,1.01532846715,CBPete9,baseline
1000,1000,0,5.53989280092,5539.89280092,0.64925217524,0.887641674216,0.598738036001,16.1980577847,2.0118,1.91610601073,5.53989280092,0.00458053005363,0.995,995,5,0,0.476940587337,5963.26198913,,1000,6539.89280092,0.729927007299,CCI_BB,baseline
3120,3120,0,-0.44055474089,-440.55474089,-0.143363189953,-2.73767129868,-2.36987574973,-1.13104584236,-3.5141,0.751954908863,-0.141203442593,-0.100574576782,0.596474358974,1861,1257,2,0.543182208515,664.84626253,,1000,559.44525911,2.27737226277,CMCWinner,baseline
3156,3156,0,-0.84036885149,-840.36885149,-0.386673223374,-1.61231258126,-0.952858275363,-1.2816550712,-2.0577,0.858592401492,-0.266276568913,-0.0234335152153,0.834283903676,2633,523,0,0.914375648736,1503.41412947,,1000,159.63114851,2.30364963504,CTIBS,baseline
4124,4124,0,-0.82036064272,-820.36064272,-0.367070785434,-1.60925024769,-4.5241957875,-1.24722790597,-1.7967,0.930062896158,-0.198923531212,-0.0487049859926,0.303588748788,1252,2872,0,0.917243963672,1618.98211788,,1000,179.63935728,3.0102189781,Candle2,baseline
14,14,0,0.03931913304,39.31913304,0.0103278023577,0.0905825573322,0.206592907143,4.82334539335,1.6729,3.18426849908,2.80850950286,0.312038357011,0.857142857143,12,2,0,0.0113679311902,11.65460884,,1000,1039.31913304,0.0102189781022,Cenderawasih_30m,baseline
147,147,0,-0.01540031405,-15.40031405,-0.00412638827825,-0.0678024210424,-0.121923931818,-0.466374644266,-0.3996,0.893401209836,-0.104764041156,-0.0826684495147,0.224489795918,33,114,0,0.0460490326622,46.79515709,,1000,984.59968595,0.107299270073,Cenderawasih_3_kucoin,baseline
8423,8423,0,-0.62557215182,-625.57215182,-0.230275504021,-0.778004025153,-0.641273637622,-0.947357868257,-0.6079,0.971117670944,-0.0742695182025,-0.0115762487112,0.599192686691,5047,3376,0,0.920850664574,3594.90837707,,1000,374.42784818,6.14817518248,Chandem,baseline
9547,9547,0,-0.77342582368,-773.42582368,-0.326693212716,-1.68508751674,-1.56755907683,-1.18344772962,-1.2366,0.952760323007,-0.08101244618,-0.0198914320216,0.578925316853,5527,4020,0,0.911371519641,2097.28270797,,1000,226.57417632,6.96861313869,Chandemtwo,baseline
2350,2350,0,0.3547634233,354.7634233,0.0842551821335,0.304261539972,0.378985188569,0.740117355597,0.45,1.02737675619,0.150963158851,0.0146320024566,0.465531914894,1094,1256,0,0.66844259049,2432.46746591,,1000,1354.7634233,1.71532846715,Chispei,baseline
3542,3542,0,2.20612374015,2206.12374015,0.363970461054,1.2934652615,0.531962796295,4.62132661962,1.5583,1.20187771192,0.622846905745,0.0282723697551,0.85827216262,3040,501,1,0.665716113567,4490.40885465,,1000,3206.12374015,2.58540145985,ClucFiatROI,baseline
3542,3542,0,2.20612374015,2206.12374015,0.363970461054,1.2934652615,0.531962796295,4.62132661962,1.5583,1.20187771192,0.622846905745,0.0282723697551,0.85827216262,3040,501,1,0.665716113567,4490.40885465,,1000,3206.12374015,2.58540145985,ClucFiatSlow,baseline
3167,3167,0,0.37596810534,375.96810534,0.0887508487574,0.608056621771,0.471841844909,0.939843946353,0.7747,1.04693417555,0.118714273868,0.0145381832056,0.690243132302,2186,981,0,0.55785473087,1444.39015847,,1000,1375.96810534,2.31167883212,ClucHAnix_5M_E0V1E,baseline
3167,3167,0,0.37596810534,375.96810534,0.0887508487574,0.608056621771,0.471841844909,0.939843946353,0.7747,1.04693417555,0.118714273868,0.0145381832056,0.690243132302,2186,981,0,0.55785473087,1444.39015847,,1000,1375.96810534,2.31167883212,ClucHAnix_5M_E0V1E_DYNAMIC_TB,baseline
1707,1707,0,0.82683805784,826.83805784,0.174148441985,1.90163485167,1.41931353786,5.34898234115,3.2996,1.37280460699,0.484380818887,0.148728727218,0.601054481547,1026,681,0,0.215563466603,463.57342767,,1000,1826.83805784,1.24598540146,ClucHAnix_5m,baseline
1874,1874,0,-0.13195267425,-131.95267425,-0.0369994676597,-0.445772258327,-0.373210603709,-0.427658981991,-0.7382,0.942727490569,-0.0704123128335,-0.0254884060115,0.554962646745,1040,834,0,0.430275347117,605.40740236,,1000,868.04732575,1.36788321168,ClucHAnix_5m1,baseline
1874,1874,0,-0.13195267425,-131.95267425,-0.0369994676597,-0.445772258327,-0.373210603709,-0.427658981991,-0.7382,0.942727490569,-0.0704123128335,-0.0254884060115,0.554962646745,1040,834,0,0.430275347117,605.40740236,,1000,868.04732575,1.36788321168,ClucHAnix_5mTB1,baseline
1707,1707,0,0.82683805784,826.83805784,0.174148441985,1.90163485167,1.41931353786,5.34898234115,3.2996,1.37280460699,0.484380818887,0.148728727218,0.601054481547,1026,681,0,0.215563466603,463.57342767,,1000,1826.83805784,1.24598540146,ClucHAnix_5m_old,baseline
1381,1381,0,0.63421290572,634.21290572,0.139804593792,2.04593183844,1.73625502061,8.98338479453,3.9465,1.4775994615,0.45924178546,0.222026686664,0.535119478639,739,642,0,0.0984511827053,155.17875558,,1000,1634.21290572,1.00802919708,ClucHAnix_hhll,baseline
1381,1381,0,0.63421290572,634.21290572,0.139804593792,2.04593183844,1.73625502061,8.98338479453,3.9465,1.4775994615,0.45924178546,0.222026686664,0.535119478639,739,642,0,0.0984511827053,155.17875558,,1000,1634.21290572,1.00802919708,ClucHAnix_hhll_TB,baseline
