strategy_id,regimes_covered,worst_regime,worst_regime_return,median_regime_excess_return,regime_consistency
FrostAuraM315mStrategy,4,TRANSITION,-0.00137970749349,-0.000888130747005,0.25
slope_is_dopeCT,4,TRANSITION,-0.00139100933825,-0.000524936553822,0.25
NostalgiaForInfinityV5MultiOffsetAndHO,4,BEAR,-0.00140642995193,-0.000757732733292,0.25
BigZ07Next2,4,BEAR,-0.00141726354204,-0.00063362563829,0.25
Roth01,4,SIDEWAYS,-0.00143415617733,-0.000901483613098,0
BigZ03,4,TRANSITION,-0.00143678790385,0.000232351689736,0.5
NFI5MOHO_WIP_1,4,BEAR,-0.00145767504614,0.00435971336293,0.75
CombinedBinHAndClucV5Hyperoptable,4,TRANSITION,-0.00147851159926,0.00107049602975,0.75
TrendAtrStrategy,4,BEAR,-0.00148208087344,0.00022948151393,0.75
NostalgiaForInfinityV3,4,BEAR,-0.00150163088872,-0.00124004473923,0
EMABreakout,4,SIDEWAYS,-0.0015092863274,-0.00100121871414,0
EmaCrossStrategy,4,BULL,-0.00152011116827,-0.00141649764092,0
BbandRsiRolling,4,SIDEWAYS,-0.00153669547271,-0.00100309642687,0
MontrealStrategy,4,TRANSITION,-0.00153755163655,-0.00122222758556,0
CryptoFrogHO,4,SIDEWAYS,-0.0015727228528,-0.00143140208324,0
PolymarketMomentumStrategy,4,SIDEWAYS,-0.0015958566483,-5.45114341061e-05,0.5
Bandtastic,4,TRANSITION,-0.00161130874067,-0.0014856239563,0
NostalgiaForInfinityV5MultiOffsetAndHO2,4,BEAR,-0.00164176212126,-0.00122325089716,0.25
NostalgiaForInfinityV2,4,BEAR,-0.00165219702942,-0.00114616324243,0
FastSupertrend_optim3_rsi_75fix_signal,4,BEAR,-0.00169583387723,0.00196140092027,0.75
SupertrendStrategy,4,SIDEWAYS,-0.00169920864944,-0.00158540093571,0
BinHV27_werkkrew,4,SIDEWAYS,-0.00170969273924,-0.00135305782236,0
Strategy005,4,SIDEWAYS,-0.00171153883808,-0.000798777050637,0
BollingerBandStrategy,4,SIDEWAYS,-0.00173284828511,-0.00154852312003,0
ZaratustraDCA2_06,4,BULL,-0.00175636810044,0.00271395862296,0.75
TRIWAVE,4,TRANSITION,-0.00175919786361,-0.00122645385351,0
SwingHighToSky,4,TRANSITION,-0.00176139181625,-0.000177619338584,0.5
NFI5MOHO_WIP_2,4,BEAR,-0.0017721953826,0.00401290654058,0.75
BBRSIOptimizedStrategy,4,SIDEWAYS,-0.00177377327535,-0.00149881537208,0
CryptoFrogHO3A3,4,SIDEWAYS,-0.00178189667387,-0.00169071628964,0
CryptoFrogNFIHO1A,4,TRANSITION,-0.00179405222106,-0.00145053910013,0
FVGChannel,4,BULL,-0.00180793915754,-0.000134727482609,0.5
Chandemtwo,4,SIDEWAYS,-0.00182043185089,-0.00177793822496,0
Ichimoku_v33,4,BEAR,-0.00182493707457,-0.00147508213698,0
IchimokuCloudStrategy,4,TRANSITION,-0.00183931373049,-0.00149043341165,0
TemaMaster,4,TRANSITION,-0.00184346107932,-0.00122215873952,0
CombinedBinHAndClucV8Hyper,4,TRANSITION,-0.00185725208157,-0.00136211470016,0
CrossEMAStrategy,4,TRANSITION,-0.00187396048851,-0.00170792571101,0
Freqtrade_backtest_validation_freqtrade1,4,BEAR,-0.00188186334654,-0.00185929138627,0
TrixStrategy,4,TRANSITION,-0.00188831310481,-0.00175350409569,0
AlligatorStrategy,4,SIDEWAYS,-0.00188832246019,-0.00173445741946,0
STRATEGY_RSI_BB_BOUNDS_CROSS,4,SIDEWAYS,-0.00190308790651,-0.00183122316831,0
NostalgiaForInfinityV1,4,BEAR,-0.00190768951413,-0.00190012218527,0
SqueezeMomentum,4,BULL,-0.00190817754076,-0.00179053497525,0
STRATEGY_RSI_BB_CROSS,4,SIDEWAYS,-0.00191049639904,-0.00166373963483,0
CryptoFrogHO3A2,4,SIDEWAYS,-0.00191097924776,-0.00173053144149,0
NFI46FrogZ,4,SIDEWAYS,-0.00191442574955,-0.00180353117602,0
CryptoFrogHO3A1,4,SIDEWAYS,-0.00191622028517,-0.00170808078932,0
