strategy_id,btc_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
SMAOG,TRANSITION,75,75,0,30.06305703,0.00257136442179,57,113.39775835,83.33470132,41.6,34,1.36075076233,0.76
SMAOffsetV2,BEAR,131,131,0,120.76202022,0.00471252398261,78,451.71849135,330.95647113,120.305343511,55,1.36488792562,0.595419847328
SMAOffsetV2,BULL,351,351,0,1218.5755635,0.0165278740149,274,1869.74574618,651.17018268,137.706552707,108,2.87136265743,0.780626780627
SMAOffsetV2,SIDEWAYS,61,61,0,161.87105202,0.0128435084814,42,275.27561587,113.40456385,138.114754098,30,2.42737687554,0.688524590164
SMAOffsetV2,TRANSITION,112,112,0,170.74735199,0.00757888022322,76,495.7449972,324.99764521,156.964285714,48,1.52538027431,0.678571428571
SampleStrategyV2,BEAR,1406,1406,0,-397.77899915,-0.00278573941292,1296,878.73038803,1276.50938718,1917.58890469,465,0.688385370962,0.921763869132
SampleStrategyV2,BULL,1627,1627,0,-256.45775783,-0.00229408645125,1500,1245.81137701,1502.26913484,2657.08358943,514,0.829286409551,0.921942224954
SampleStrategyV2,SIDEWAYS,1028,1028,0,257.910436,0.00227067538819,966,711.8111237,453.9006877,2543.90564202,362,1.56820895625,0.939688715953
SampleStrategyV2,TRANSITION,922,922,0,-398.65100265,-0.00520633323663,828,634.18901821,1032.84002086,3545.7483731,333,0.614024442703,0.898047722343
Slowbro,BEAR,30,30,0,162.22261236,0.038061927751,26,846.45642642,684.23381406,270768,24,1.23708651783,0.866666666667
Slowbro,BULL,13,13,0,230.29288644,0.151339104878,12,383.47697083,153.18408439,56815.3846154,9,2.50337345656,0.923076923077
Slowbro,SIDEWAYS,16,16,0,186.95518322,0.0627496420634,15,384.97720236,198.02201914,68377.5,13,1.94411310435,0.9375
Slowbro,TRANSITION,23,23,0,-75.28393416,0.0104730427609,21,364.68148884,439.965423,486774.782609,14,0.828886702853,0.913043478261
StochRSITEMA,BEAR,1013,1013,0,-203.93850052,-0.00302120461933,527,147.17464213,351.11314265,124.975320829,504,0.419165859242,0.520236920039
StochRSITEMA,BULL,1123,1123,0,-247.02822522,-0.00297290910528,566,158.71853476,405.74675998,157.582368655,548,0.391176345482,0.504007123776
StochRSITEMA,SIDEWAYS,908,908,0,-136.77356333,-0.00246526709751,478,77.47924545,214.25280878,228.601321586,446,0.361625342936,0.526431718062
StochRSITEMA,TRANSITION,862,862,0,-154.68577372,-0.00266639642562,456,86.71728213,241.40305585,176.792343387,408,0.359221973494,0.529002320186
StochasticCciStrategy,BEAR,228,228,0,-31.37260132,-0.000790811724741,131,403.09171235,434.46431367,1419.47368421,152,0.927790153684,0.574561403509
StochasticCciStrategy,BULL,459,459,0,146.44650125,0.00227572239899,265,891.66956966,745.22306841,1326.40522876,279,1.19651364465,0.57734204793
StochasticCciStrategy,SIDEWAYS,275,275,0,-11.37108482,1.94703586733e-05,168,426.27873205,437.64981687,1389.16363636,170,0.974017846274,0.610909090909
StochasticCciStrategy,TRANSITION,243,243,0,-106.94417555,-0.00273361346323,132,454.07872418,561.02289973,1578.27160494,155,0.809376452189,0.543209876543
TDSequentialStrategy,BEAR,1185,1185,0,-257.02916753,-0.00387624045742,523,1922.49775106,2179.52691859,1895.5443038,370,0.882071120417,0.44135021097
TDSequentialStrategy,BULL,968,968,0,-306.66398646,-0.00336091570109,478,1497.8231711,1804.48715756,2117.10743802,369,0.830054769204,0.493801652893
TDSequentialStrategy,SIDEWAYS,828,828,0,179.06885783,0.00163171982271,465,1135.0436896,955.97483177,2315.94202899,315,1.18731545212,0.561594202899
TDSequentialStrategy,TRANSITION,880,880,0,-452.48000438,-0.0067783502248,414,1025.31064747,1477.79065185,2093.31818182,309,0.693813190783,0.470454545455
TenderEnter,BEAR,1042,1042,0,-635.37871115,-0.000759565022863,742,2511.05344606,3146.43215721,1407.49520154,281,0.798063749859,0.712092130518
TenderEnter,BULL,1284,1284,0,627.7054384,0.00437435003032,937,2704.98423771,2077.27879931,1811.76401869,309,1.30217678947,0.729750778816
TenderEnter,SIDEWAYS,437,437,0,80.31563275,0.00146056509528,316,925.276342,844.96070925,2366.84210526,152,1.09505250584,0.723112128146
TenderEnter,TRANSITION,674,674,0,45.26201543,-9.31429372436e-05,480,1464.38607681,1419.12406138,2200.99406528,184,1.03189433303,0.712166172107
TheRealPullbackV2,BEAR,184,184,0,99.88250045,0.0033512682393,97,525.13480408,425.25230363,83.8586956522,80,1.23487821135,0.527173913043
TheRealPullbackV2,BULL,287,287,0,452.05109847,0.0102991480384,177,1048.94376576,596.89266729,80.1742160279,102,1.7573406799,0.616724738676
TheRealPullbackV2,SIDEWAYS,104,104,0,260.40755401,0.0136417595945,74,393.52041126,133.11285725,104.278846154,46,2.95629152127,0.711538461538
TheRealPullbackV2,TRANSITION,158,158,0,-32.76042941,-0.00068989874429,70,403.63072719,436.3911566,79.9050632911,59,0.92492875047,0.443037974684
TrixStrategy,BEAR,3127,3127,0,-3786.1699734,-0.000127872215719,1263,19503.8541887,23290.0241621,1082.03389831,578,0.837433832312,0.403901503038
TrixStrategy,BULL,3321,3321,0,4731.5966978,0.00437663393228,1414,21381.3577916,16649.7610938,1064.3902439,626,1.28418405953,0.425775368865
TrixStrategy,SIDEWAYS,2767,2767,0,4705.75070288,0.00211838391972,1211,13213.4746544,8507.72395148,1071.95518612,528,1.55311511395,0.43765811348
TrixStrategy,TRANSITION,2534,2534,0,-4668.30672318,-0.0035852082224,879,10977.3814061,15645.6881293,1063.89897395,479,0.701623432309,0.346882399369
TrixV15Strategy,BEAR,315,315,0,104.22831799,0.00302984997146,256,538.28681183,434.05849384,6146.0952381,203,1.24012505105,0.812698412698
TrixV15Strategy,BULL,386,386,0,-140.79675054,-0.0032325134008,308,743.31355556,884.1103061,4678.9119171,252,0.840747529388,0.79792746114
TrixV15Strategy,SIDEWAYS,296,296,0,-3.15118765,0.00136802735436,218,370.20662847,373.35781612,6538.37837838,204,0.991559872289,0.736486486486
TrixV15Strategy,TRANSITION,247,247,0,-234.55292047,-0.00659821821599,165,314.19139979,548.74432026,9499.91902834,171,0.572564285752,0.668016194332
UltimateMomentumIndicator,BEAR,1850,1850,0,-3203.10718264,-0.00298612056799,902,9173.62006523,12376.7272479,3543.79189189,543,0.741199178224,0.487567567568
UltimateMomentumIndicator,BULL,1957,1957,0,1991.60582519,0.00684273803356,986,10810.0883047,8818.48247949,3442.85641288,591,1.22584450667,0.503832396525
UltimateMomentumIndicator,SIDEWAYS,1729,1729,0,3092.75386678,0.00624048045855,939,7494.344455,4401.59058822,3331.11046848,507,1.70264460194,0.543088490457
UltimateMomentumIndicator,TRANSITION,1498,1498,0,-2119.60534008,-0.00636590485733,702,6140.03064379,8259.63598387,3534.35246996,448,0.743377874737,0.468624833111
XtraThicc,BEAR,2277,2277,0,-576.39307022,-0.00330512222673,1898,2555.90904095,3132.30211117,1596.52832675,595,0.815984202748,0.833552920509
XtraThicc,BULL,2455,2455,0,-104.44776571,-0.000693392066467,2104,3353.48096405,3457.92872976,1940.15478615,615,0.969794702589,0.857026476578
XtraThicc,SIDEWAYS,1552,1552,0,457.42665153,0.00260578678481,1383,1693.93467436,1236.50802283,2062.25837629,473,1.36993423664,0.891108247423
XtraThicc,TRANSITION,1585,1585,0,-626.92691264,-0.0042211164699,1320,1772.31885598,2399.24576862,2142.38485804,448,0.738698335602,0.832807570978
adaptive_trend,BEAR,18,18,0,558.22215518,0.150896588927,13,775.7245192,217.50236402,86400,14,3.56651074895,0.722222222222
adaptive_trend,BULL,18,18,0,878.05239032,0.278598220399,13,955.277206,77.22481568,86400,15,12.3700807517,0.722222222222
adaptive_trend,SIDEWAYS,16,16,0,608.94664037,0.133980212836,10,895.47320294,286.52656257,86400,15,3.12527116128,0.625
adaptive_trend,TRANSITION,18,18,0,-233.35154186,-0.0324208131301,9,346.40372579,579.75526765,86400,16,0.597499919568,0.5
bestV2,BEAR,109,109,0,330.75157139,0.019688466196,90,572.66527247,241.91370108,68.3486238532,27,2.36722959433,0.825688073394
bestV2,BULL,140,140,0,298.26069617,0.0129954629489,111,507.13160287,208.8709067,106.071428571,58,2.4279666847,0.792857142857
bestV2,SIDEWAYS,28,28,0,81.19941851,0.0165083606142,21,116.59027316,35.39085465,103.392857143,14,3.29436161723,0.75
bestV2,TRANSITION,46,46,0,26.47201009,0.00338414516591,30,146.74141569,120.2694056,103.152173913,22,1.22010593599,0.652173913043
botbaby,BEAR,2842,2842,0,-245.58036351,-0.00238882747684,950,344.76722289,590.3475864,113.66643209,550,0.584007169391,0.33427163969
botbaby,BULL,3026,3026,0,-354.63321446,-0.00247916458892,994,404.09991688,758.73313134,142.306675479,598,0.532598222205,0.32848645076
botbaby,SIDEWAYS,2582,2582,0,-145.29147838,-0.00201374969383,872,298.38017127,443.67164965,223.117738187,493,0.672524763539,0.337722695585
botbaby,TRANSITION,2283,2283,0,-209.72381485,-0.00246790351239,741,263.79785433,473.52166918,181.773981603,458,0.557097745467,0.324572930355
cryptotank,BEAR,778,778,0,-779.71500771,-0.00146002728892,533,533.66848865,1313.38349636,1626.63239075,161,0.406331045067,0.685089974293
cryptotank,BULL,561,561,0,-111.89065755,0.0103619015899,450,699.14066122,811.03131877,2264.49197861,160,0.862039042192,0.802139037433
cryptotank,SIDEWAYS,278,278,0,74.91199129,0.00897154467376,228,262.05496408,187.14297279,2921.8705036,79,1.40029283586,0.820143884892
cryptotank,TRANSITION,328,328,0,-121.58556157,0.00315022552345,274,279.06730333,400.6528649,4407.25609756,99,0.696531406058,0.835365853659
cryptotankV5,BEAR,1358,1358,0,-735.44114622,-0.00322915947136,1127,1925.42304256,2660.86418878,3197.29749632,367,0.723608161093,0.829896907216
cryptotankV5,BULL,1565,1565,0,102.15373289,-0.000398236012001,1404,2394.47401978,2292.32028689,4333.92651757,453,1.04456346413,0.897124600639
cryptotankV5,SIDEWAYS,602,602,0,360.48656891,0.0046067664152,556,807.7506829,447.26411399,3828.46345515,265,1.80598142716,0.923588039867
cryptotankV5,TRANSITION,726,726,0,-584.41350189,-0.00767588694306,631,1005.44303897,1589.85654086,6698.80165289,271,0.632411172411,0.86914600551
fahmibah,BEAR,5080,5080,0,-936.08813244,-0.00243275577013,4365,2435.86459805,3371.95273049,774.423228346,404,0.722389900672,0.859251968504
fahmibah,BULL,6070,6070,0,15.01685206,0.00057662543612,5367,3655.18621864,3640.16936658,910.511532125,547,1.00412531686,0.884184514003
fahmibah,SIDEWAYS,2650,2650,0,548.42341871,0.00113598882239,2397,1411.06728247,862.64386376,1314.53773585,343,1.63574719737,0.904528301887
fahmibah,TRANSITION,3395,3395,0,-594.61081497,-0.00422244944163,2883,1763.99459734,2358.60541231,1127.09278351,369,0.747897290549,0.849189985272
momentum,BEAR,830,0,830,-463.79311997,-0.00525847072612,658,1389.23091353,1853.0240335,630.060240964,53,0.749710143212,0.792771084337
momentum,BULL,2084,0,2084,-228.81974053,-0.00502459385456,1653,690.30404522,919.12378575,745.230326296,161,0.751045785043,0.793186180422
momentum,SIDEWAYS,497,0,497,-380.13088099,-0.0179321485149,340,247.09238348,627.22326447,1988.57142857,89,0.393946458107,0.684104627767
momentum,TRANSITION,655,0,655,104.74311716,-0.00152386544745,538,551.07905799,446.33594083,1247.91603053,69,1.23467327539,0.821374045802
momentum_long,BEAR,3787,3787,0,-526.57685728,-0.00246117514916,3088,2617.6676282,3144.24448548,1177.22207552,355,0.832526745388,0.815421177713
momentum_long,BULL,4051,4051,0,-452.69048851,-0.000612213502978,3365,4890.71600041,5343.40648892,1501.77363614,466,0.915280544453,0.830659096519
momentum_long,SIDEWAYS,1561,1561,0,572.2967296,0.00347519888536,1349,1584.78919547,1012.49246587,2149.62524023,258,1.56523554386,0.864189622037
momentum_long,TRANSITION,2246,2246,0,-559.5717166,-0.00552193371901,1775,2057.217895,2616.7896116,1684.01380232,287,0.786160983627,0.790293855744
momentum_rsi,BEAR,1682,0,1682,-421.61690546,-0.00247539513015,1372,1221.20008826,1642.81699372,624.05469679,137,0.743357350775,0.815695600476
momentum_rsi,BULL,1954,0,1954,-290.06365497,-0.00615196831199,1531,794.26317241,1084.32682738,996.322927329,217,0.732494255749,0.7835209826
momentum_rsi,SIDEWAYS,480,0,480,-382.63027594,-0.0155225997465,338,261.69772769,644.32800363,1981,84,0.40615606681,0.704166666667
momentum_rsi,TRANSITION,830,0,830,128.2053444,-0.000387140423804,690,583.14601836,454.94067396,1030.41566265,87,1.2818067316,0.831325301205
momentum_wick,BEAR,3044,1542,1502,-259.73072796,-0.00195261760183,2496,1995.90096947,2255.63169743,1451.59001314,578,0.884852332827,0.819973718791
momentum_wick,BULL,2993,1578,1415,-222.79064771,-0.00160062963955,2463,2509.2942971,2732.08494481,1694.12128299,611,0.918453982138,0.82292014701
momentum_wick,SIDEWAYS,1601,869,732,-193.49781795,-0.00341971900621,1292,1038.64059488,1232.13841283,2466.48344785,446,0.84295772623,0.806995627733
momentum_wick,TRANSITION,1891,970,921,-270.23485734,-0.0029811744438,1535,1338.25909387,1608.49395121,1884.23320994,433,0.831995105026,0.811739820201
