strategy_id,btc_regime,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ClucHAnix_5m1,BULL,BULL,754,754,0,-94.50916585,-0.000643120363131,401,815.48643599,909.99560184,52.2877984085,147,0.896143271837,0.531830238727
ClucHAnix_5m1,BULL,SIDEWAYS,112,112,0,28.24752057,0.00144678789319,60,110.42083686,82.17331629,71.3839285714,48,1.3437553922,0.535714285714
ClucHAnix_5m1,BULL,TRANSITION,125,125,0,18.28976281,0.00153853474857,72,138.75014633,120.46038352,84.48,59,1.15183218147,0.576
ClucHAnix_5m1,SIDEWAYS,BEAR,32,32,0,23.06234005,0.00675346680617,24,30.44277905,7.380439,84.53125,16,4.12479244798,0.75
ClucHAnix_5m1,SIDEWAYS,BULL,78,78,0,26.78871293,0.00218728196432,51,95.96827196,69.17955903,66.3461538462,31,1.38723451415,0.653846153846
ClucHAnix_5m1,SIDEWAYS,SIDEWAYS,151,151,0,-34.4636366,-0.00195692283405,88,141.62393833,176.08757493,76.2251655629,48,0.804281269626,0.582781456954
ClucHAnix_5m1,SIDEWAYS,TRANSITION,69,69,0,-35.41349999,-0.00611709465346,39,67.47905565,102.89255564,100.362318841,33,0.655820581288,0.565217391304
ClucHAnix_5m1,TRANSITION,BEAR,68,68,0,-3.00649398,-0.000670534950437,40,76.56638769,79.57288167,94.3382352941,30,0.962217103152,0.588235294118
ClucHAnix_5m1,TRANSITION,BULL,202,202,0,14.04069583,0.000959467551696,117,248.07934737,234.03865154,88.2425742574,59,1.05999306413,0.579207920792
ClucHAnix_5m1,TRANSITION,SIDEWAYS,147,147,0,-6.6725564,-0.000783667136328,83,155.02452575,161.69708215,107.517006803,57,0.958734218878,0.56462585034
ClucHAnix_5m1,TRANSITION,TRANSITION,143,143,0,-16.88483534,-0.00227000682177,74,141.18877534,158.07361068,90.979020979,60,0.893183718222,0.517482517483
ClucHAnix_5m_old,BEAR,BEAR,310,310,0,197.17546166,0.00291384935419,192,589.38506063,392.20959897,124.370967742,103,1.50272982145,0.61935483871
ClucHAnix_5m_old,BEAR,BULL,127,127,0,83.32843318,0.00289853160446,86,317.2617189,233.93328572,103.464566929,52,1.35620597096,0.677165354331
ClucHAnix_5m_old,BEAR,SIDEWAYS,60,60,0,-55.80417402,-0.0034905689811,37,131.25979076,187.06396478,122.166666667,32,0.701683998382,0.616666666667
ClucHAnix_5m_old,BEAR,TRANSITION,78,78,0,-41.46206528,-0.00145939528203,51,177.28937786,218.75144314,139.679487179,48,0.810460380582,0.653846153846
ClucHAnix_5m_old,BULL,BEAR,64,64,0,42.42453705,0.00404542809949,38,111.04117152,68.61663447,87.65625,24,1.61828356021,0.59375
ClucHAnix_5m_old,BULL,BULL,672,672,0,554.68002164,0.00468629812132,398,1148.29367969,593.61365805,76.4955357143,147,1.93441249897,0.592261904762
ClucHAnix_5m_old,BULL,SIDEWAYS,109,109,0,-71.81748307,-0.00121905623729,61,172.34403716,244.16152023,78.9449541284,48,0.7058607638,0.559633027523
ClucHAnix_5m_old,BULL,TRANSITION,116,116,0,69.86784585,0.00334703960147,70,187.24951928,117.38167343,103.362068966,59,1.59521937121,0.603448275862
ClucHAnix_5m_old,SIDEWAYS,BEAR,32,32,0,47.24595902,0.00675346680672,24,66.16424847,18.91828945,84.53125,16,3.49736949764,0.75
ClucHAnix_5m_old,SIDEWAYS,BULL,76,76,0,82.95477461,0.00499965494103,52,156.40726374,73.45248913,96.9736842105,31,2.12936641893,0.684210526316
ClucHAnix_5m_old,SIDEWAYS,SIDEWAYS,137,137,0,140.8813294,0.00445878885755,88,287.59425709,146.71292769,110.03649635,48,1.96025163984,0.642335766423
ClucHAnix_5m_old,SIDEWAYS,TRANSITION,63,63,0,-64.90183549,-0.00459923852782,38,108.13741696,173.03925245,147.222222222,33,0.624929982238,0.603174603175
ClucHAnix_5m_old,TRANSITION,BEAR,63,63,0,10.87005963,0.000283568513019,38,128.24515693,117.3750973,123.174603175,30,1.09260958994,0.603174603175
ClucHAnix_5m_old,TRANSITION,BULL,183,183,0,121.76278175,0.00343824118252,116,394.18205533,272.41927358,115.901639344,59,1.44696830789,0.633879781421
ClucHAnix_5m_old,TRANSITION,SIDEWAYS,135,135,0,34.98778246,0.00111132730405,78,250.01670741,215.02892495,138,57,1.16271198151,0.577777777778
ClucHAnix_5m_old,TRANSITION,TRANSITION,136,136,0,56.69791099,0.00245444436952,73,230.89890774,174.20099675,107.977941176,59,1.32547409055,0.536764705882
ClucHAwerk,BEAR,BEAR,2087,2087,0,-447.18497254,-0.00387495991787,859,278.29106864,725.47604118,11.8418782942,150,0.383597876213,0.411595591759
ClucHAwerk,BEAR,BULL,299,299,0,-19.19674167,-0.00444709755816,100,30.33710064,49.53384231,18.2675585284,38,0.612451996963,0.334448160535
ClucHAwerk,BEAR,SIDEWAYS,251,251,0,-15.65928489,-0.0051322263133,88,19.49323845,35.15252334,10.5179282869,33,0.554533120182,0.350597609562
ClucHAwerk,BEAR,TRANSITION,322,322,0,-14.98885758,-0.00402386295896,148,15.31116151,30.30001909,8.63043478261,73,0.505318543349,0.459627329193
ClucHAwerk,BULL,BEAR,290,290,0,-25.35421201,-0.00245382421019,119,39.45886702,64.81307903,14.2275862069,45,0.608810252661,0.410344827586
ClucHAwerk,BULL,BULL,2410,2410,0,-295.98372349,-0.00276904834353,839,525.85935876,821.84308225,20.1020746888,203,0.639853726481,0.348132780083
ClucHAwerk,BULL,SIDEWAYS,413,413,0,6.46208083,-0.000465991955837,184,89.48773434,83.02565351,30.0266343826,95,1.07783233924,0.445520581114
ClucHAwerk,BULL,TRANSITION,466,466,0,-48.84469447,-0.00276734597415,179,87.25541861,136.10011308,27.6974248927,105,0.641112021404,0.384120171674
ClucHAwerk,SIDEWAYS,BEAR,52,52,0,0.51685561,0.000683588264417,32,6.64615655,6.12930094,28.9230769231,24,1.08432537659,0.615384615385
ClucHAwerk,SIDEWAYS,BULL,278,278,0,-6.75396072,-0.0032411243432,95,55.17425036,61.92821108,24.7158273381,50,0.890938869342,0.341726618705
ClucHAwerk,SIDEWAYS,SIDEWAYS,266,266,0,2.5921992,-0.00164723665316,111,40.29939413,37.70719493,33.7518796992,59,1.0687454796,0.417293233083
ClucHAwerk,SIDEWAYS,TRANSITION,193,193,0,-0.05121494,-0.00134949280515,81,36.46955753,36.52077247,31.0155440415,51,0.998597649049,0.419689119171
ClucHAwerk,TRANSITION,BEAR,205,205,0,-11.5482536,-0.0028918332725,97,32.27005777,43.81831137,12.5658536585,43,0.736451423185,0.473170731707
ClucHAwerk,TRANSITION,BULL,566,566,0,-37.32178458,-0.00223555866493,216,111.99396898,149.31575356,20.8091872792,63,0.750047910618,0.381625441696
ClucHAwerk,TRANSITION,SIDEWAYS,462,462,0,-24.82092463,-0.00345724791862,177,67.62141963,92.44234426,16.6688311688,72,0.731498321157,0.383116883117
ClucHAwerk,TRANSITION,TRANSITION,409,409,0,-27.80610095,-0.00231831251383,161,84.81685768,112.62295863,22.3936430318,78,0.753104506503,0.393643031785
CombinedBinHAndClucV3,BEAR,BEAR,387,387,0,125.63323335,-0.000413360603884,316,1295.25334545,1169.6201121,579.780361757,108,1.10741370814,0.8165374677
CombinedBinHAndClucV3,BEAR,BULL,82,82,0,231.14020233,0.0105214020921,74,373.45347211,142.31326978,255.243902439,41,2.62416479284,0.90243902439
CombinedBinHAndClucV3,BEAR,SIDEWAYS,49,49,0,-114.544179,-0.00804311781342,40,185.513748,300.057927,454.591836735,32,0.618259780219,0.816326530612
CombinedBinHAndClucV3,BEAR,TRANSITION,79,79,0,24.79042359,0.00100952990421,66,274.06325306,249.27282947,488.291139241,53,1.09945096561,0.835443037975
CombinedBinHAndClucV3,BULL,BEAR,72,72,0,151.81450051,0.00961497786904,65,224.07765663,72.26315612,279.375,26,3.10085621306,0.902777777778
CombinedBinHAndClucV3,BULL,BULL,498,498,0,911.1602326,0.00966688731202,442,1527.10927212,615.94903952,321.09437751,147,2.47927859959,0.887550200803
CombinedBinHAndClucV3,BULL,SIDEWAYS,117,117,0,127.33465654,0.0075711429368,103,408.92323186,281.58857532,339.743589744,61,1.45220107526,0.880341880342
CombinedBinHAndClucV3,BULL,TRANSITION,97,97,0,-89.21737043,-5.49393660605e-06,80,285.53264791,374.75001834,373.917525773,59,0.76192830937,0.824742268041
CombinedBinHAndClucV3,SIDEWAYS,BEAR,37,37,0,121.02356245,0.0122213437435,33,144.95016432,23.92660187,501.621621622,24,6.05811745051,0.891891891892
CombinedBinHAndClucV3,SIDEWAYS,BULL,49,49,0,-42.55659372,0.000670373635334,41,132.61082663,175.16742035,559.081632653,30,0.757051889929,0.836734693878
CombinedBinHAndClucV3,SIDEWAYS,SIDEWAYS,112,112,0,156.66855891,0.00411668184129,94,446.25851499,289.58995608,548.794642857,48,1.54100135595,0.839285714286
CombinedBinHAndClucV3,SIDEWAYS,TRANSITION,61,61,0,112.5895192,0.00720746851384,53,235.28198891,122.69246971,555.737704918,35,1.91765631148,0.868852459016
CombinedBinHAndClucV3,TRANSITION,BEAR,62,62,0,84.69133995,0.0054825162199,48,193.6102789,108.91893895,505.64516129,37,1.77756302776,0.774193548387
CombinedBinHAndClucV3,TRANSITION,BULL,125,125,0,339.48490293,0.00987916755159,111,487.73209523,148.2471923,400.8,55,3.28999212507,0.888
CombinedBinHAndClucV3,TRANSITION,SIDEWAYS,114,114,0,4.14826766,-0.000835191089743,87,336.81762824,332.66936058,718.50877193,57,1.01246964149,0.763157894737
CombinedBinHAndClucV3,TRANSITION,TRANSITION,110,110,0,77.35672422,0.00354634231515,85,329.34743025,251.99070603,622.5,51,1.30698244963,0.772727272727
CombinedBinHAndClucV6,BEAR,BEAR,134,134,0,-82.03008831,-0.00323327748002,59,236.49354057,318.52362888,452.723880597,75,0.742467808123,0.440298507463
CombinedBinHAndClucV6,BEAR,BULL,46,46,0,-7.80157333,-0.000543330946558,25,112.69105518,120.49262851,239.02173913,33,0.935252691999,0.54347826087
CombinedBinHAndClucV6,BEAR,SIDEWAYS,14,14,0,13.76658397,0.0060649760252,9,29.27807639,15.51149242,347.142857143,11,1.88750866759,0.642857142857
CombinedBinHAndClucV6,BEAR,TRANSITION,21,21,0,26.62338522,0.00691323944277,13,56.99006472,30.3666795,469.047619048,19,1.87673020753,0.619047619048
CombinedBinHAndClucV6,BULL,BEAR,27,27,0,-0.74191231,-6.98716459826e-05,10,49.65943667,50.40134898,278.333333333,16,0.985279911649,0.37037037037
CombinedBinHAndClucV6,BULL,BULL,403,403,0,229.82478749,0.00388910610116,255,818.07579287,588.25100538,354.094292804,186,1.39069170369,0.632754342432
CombinedBinHAndClucV6,BULL,SIDEWAYS,147,147,0,16.84391964,0.000588571891449,76,283.09013426,266.24621462,376.904761905,78,1.0632644474,0.517006802721
CombinedBinHAndClucV6,BULL,TRANSITION,88,88,0,27.18626576,0.00217209164667,49,163.08535074,135.89908498,349.261363636,67,1.20004745259,0.556818181818
CombinedBinHAndClucV6,SIDEWAYS,BEAR,26,26,0,22.75936559,0.00415286990864,11,68.20179915,45.44243356,850.576923077,20,1.50083949751,0.423076923077
CombinedBinHAndClucV6,SIDEWAYS,BULL,54,54,0,71.06787187,0.00817069010728,33,126.56711953,55.49924766,321.851851852,37,2.28051955416,0.611111111111
CombinedBinHAndClucV6,SIDEWAYS,SIDEWAYS,151,151,0,184.52800706,0.0074115917826,83,350.46702062,165.93901356,713.57615894,98,2.1120230445,0.549668874172
CombinedBinHAndClucV6,SIDEWAYS,TRANSITION,56,56,0,-7.72288272,-0.00059055915077,29,100.13157944,107.85446216,618.482142857,42,0.928395334182,0.517857142857
CombinedBinHAndClucV6,TRANSITION,BEAR,21,21,0,31.42730955,0.0103008353162,14,52.27401079,20.84670124,438.571428571,12,2.50754352874,0.666666666667
CombinedBinHAndClucV6,TRANSITION,BULL,62,62,0,65.26497728,0.00579728106244,43,154.30493483,89.03995755,238.14516129,30,1.73298526949,0.693548387097
CombinedBinHAndClucV6,TRANSITION,SIDEWAYS,84,84,0,-21.40041869,-0.000981279152753,41,159.04187115,180.44228984,443.988095238,54,0.881400204415,0.488095238095
CombinedBinHAndClucV6,TRANSITION,TRANSITION,78,78,0,-106.98899707,-0.00730693188809,27,88.94389316,195.93289023,625,60,0.453950804562,0.346153846154
CombinedBinHAndClucV7,BEAR,BEAR,64,64,0,40.8133564,0.00468887400876,42,118.58512871,77.77177231,232.890625,43,1.52478367392,0.65625
CombinedBinHAndClucV7,BEAR,BULL,32,32,0,8.00029075,0.00165020038691,21,79.23897125,71.2386805,151.875,25,1.11230262399,0.65625
CombinedBinHAndClucV7,BEAR,SIDEWAYS,10,10,0,19.32806544,0.0112159850178,9,27.16712624,7.8390608,124,6,3.46560983938,0.9
CombinedBinHAndClucV7,BEAR,TRANSITION,9,9,0,-0.28007396,-0.000225763493836,5,21.93438543,22.21445939,340.555555556,8,0.987392267573,0.555555555556
CombinedBinHAndClucV7,BULL,BEAR,12,12,0,-10.62717876,-0.00540283671841,6,17.67496538,28.30214414,152.083333333,8,0.624509764793,0.5
CombinedBinHAndClucV7,BULL,BULL,237,237,0,233.58445802,0.00626294075208,180,517.48744055,283.90298253,166.11814346,107,1.82276155023,0.759493670886
CombinedBinHAndClucV7,BULL,SIDEWAYS,75,75,0,45.22338458,0.00325028927173,49,140.22977929,95.00639471,219.4,44,1.47600358605,0.653333333333
CombinedBinHAndClucV7,BULL,TRANSITION,45,45,0,79.6356493,0.0115981955505,36,114.32958538,34.69393608,189.444444444,37,3.2953766075,0.8
CombinedBinHAndClucV7,SIDEWAYS,BEAR,6,6,0,8.58385107,0.00833179190555,5,11.01671884,2.43286777,280.833333333,6,4.52828508637,0.833333333333
CombinedBinHAndClucV7,SIDEWAYS,BULL,31,31,0,71.05787801,0.0141891714368,26,79.17963014,8.12175213,173.064516129,23,9.74908232517,0.838709677419
CombinedBinHAndClucV7,SIDEWAYS,SIDEWAYS,49,49,0,91.46159201,0.011249610295,41,115.24186564,23.78027363,271.93877551,35,4.84611184182,0.836734693878
CombinedBinHAndClucV7,SIDEWAYS,TRANSITION,26,26,0,-1.03468469,3.08312620809e-05,17,45.55693083,46.59161552,329.230769231,21,0.977792470202,0.653846153846
CombinedBinHAndClucV7,TRANSITION,BEAR,7,7,0,2.20732027,0.00284194268919,4,11.9831704,9.77585013,290.714285714,3,1.22579317815,0.571428571429
CombinedBinHAndClucV7,TRANSITION,BULL,46,46,0,42.86487692,0.00463348862213,33,106.14968925,63.28481233,150.108695652,22,1.67733276503,0.717391304348
CombinedBinHAndClucV7,TRANSITION,SIDEWAYS,37,37,0,21.36416649,0.00393085362245,25,65.84573119,44.4815647,234.054054054,29,1.48029260288,0.675675675676
CombinedBinHAndClucV7,TRANSITION,TRANSITION,32,32,0,-45.38604078,-0.00642775784077,17,47.5402936,92.92633438,292.96875,24,0.511591185827,0.53125
CombinedBinHClucAndMADV3,BEAR,BEAR,298,298,0,318.26587754,0.00146604233289,207,994.11386759,675.84799005,82.9865771812,67,1.47091340394,0.694630872483
CombinedBinHClucAndMADV3,BEAR,BULL,64,64,0,186.95080689,0.00954132687776,55,321.72797986,134.77717297,53.28125,30,2.38711031527,0.859375
CombinedBinHClucAndMADV3,BEAR,SIDEWAYS,41,41,0,67.79381005,0.00511105184551,32,172.08483751,104.29102746,72.1951219512,23,1.65004451199,0.780487804878
CombinedBinHClucAndMADV3,BEAR,TRANSITION,44,44,0,37.50669252,0.00296017600919,29,163.91932561,126.41263309,86.3636363636,31,1.29670050851,0.659090909091
CombinedBinHClucAndMADV3,BULL,BEAR,48,48,0,146.2592448,0.0113294902856,39,194.43818367,48.17893887,48.3333333333,19,4.03575064604,0.8125
CombinedBinHClucAndMADV3,BULL,BULL,348,348,0,921.09100311,0.0134982114108,300,1260.4371777,339.34617459,63.4770114943,93,3.71431084857,0.862068965517
CombinedBinHClucAndMADV3,BULL,SIDEWAYS,74,74,0,277.79436832,0.0148596778428,65,356.29286766,78.49849934,104.594594595,36,4.53884941312,0.878378378378
CombinedBinHClucAndMADV3,BULL,TRANSITION,58,58,0,106.64367626,0.0107442340717,51,229.96245577,123.31877951,69.6551724138,35,1.8647805037,0.879310344828
CombinedBinHClucAndMADV3,SIDEWAYS,BEAR,17,17,0,40.9145412,0.0106771621122,14,72.33788448,31.42334328,105.588235294,11,2.30204290598,0.823529411765
CombinedBinHClucAndMADV3,SIDEWAYS,BULL,36,36,0,49.69699988,0.00736235405866,28,130.60433259,80.90733271,75.8333333333,21,1.61424593069,0.777777777778
CombinedBinHClucAndMADV3,SIDEWAYS,SIDEWAYS,71,71,0,81.93892124,0.00414556356005,51,296.07253281,214.13361157,169.788732394,30,1.38265324458,0.718309859155
CombinedBinHClucAndMADV3,SIDEWAYS,TRANSITION,35,35,0,-85.83020248,-0.00450556608324,20,142.27987292,228.1100754,126.857142857,23,0.623733400072,0.571428571429
CombinedBinHClucAndMADV3,TRANSITION,BEAR,32,32,0,76.14331037,0.0112703881935,28,131.46085406,55.31754369,48.90625,17,2.37647670686,0.875
CombinedBinHClucAndMADV3,TRANSITION,BULL,75,75,0,234.05923676,0.0116089878466,60,328.91452618,94.85528942,58.0666666667,36,3.46754016767,0.8
CombinedBinHClucAndMADV3,TRANSITION,SIDEWAYS,72,72,0,-123.30824302,-0.00560114787201,40,199.90754399,323.21578701,148.472222222,35,0.618495605797,0.555555555556
CombinedBinHClucAndMADV3,TRANSITION,TRANSITION,78,78,0,33.99181417,0.00400528487686,52,238.90935009,204.91753592,162.5,43,1.16588045536,0.666666666667
CombinedBinHClucAndMADV5,BEAR,BEAR,178,178,0,223.46933709,0.00768926631795,149,399.44162464,175.97228755,85.7584269663,68,2.26991209924,0.837078651685
CombinedBinHClucAndMADV5,BEAR,BULL,42,42,0,55.6033659,0.00646814162313,35,114.51887943,58.91551353,68.3333333333,20,1.943781401,0.833333333333
CombinedBinHClucAndMADV5,BEAR,SIDEWAYS,19,19,0,42.08122552,0.0106139216277,18,51.12626152,9.045036,68.1578947368,12,5.6524110595,0.947368421053
CombinedBinHClucAndMADV5,BEAR,TRANSITION,26,26,0,19.83735886,0.0038964595507,20,54.16546241,34.32810355,101.153846154,18,1.5778751754,0.769230769231
CombinedBinHClucAndMADV5,BULL,BEAR,31,31,0,29.88788034,0.00546198185378,24,66.10520525,36.21732491,82.0967741935,15,1.82523710446,0.774193548387
CombinedBinHClucAndMADV5,BULL,BULL,348,348,0,365.75372316,0.00586023686548,291,656.76674099,291.01301783,117.126436782,164,2.25682942257,0.836206896552
CombinedBinHClucAndMADV5,BULL,SIDEWAYS,139,139,0,86.21965041,0.00287162831586,110,244.92825287,158.70860246,124.784172662,70,1.54325757441,0.791366906475
CombinedBinHClucAndMADV5,BULL,TRANSITION,82,82,0,103.36128439,0.00674144934993,68,163.16618969,59.8049053,96.8292682927,58,2.72830780137,0.829268292683
CombinedBinHClucAndMADV5,SIDEWAYS,BEAR,27,27,0,8.2082777,0.000814468518459,22,29.50928034,21.30100264,220.555555556,20,1.38534701106,0.814814814815
CombinedBinHClucAndMADV5,SIDEWAYS,BULL,48,48,0,31.81665641,0.00406653506463,39,82.74716516,50.93050875,109.270833333,33,1.62470721756,0.8125
CombinedBinHClucAndMADV5,SIDEWAYS,SIDEWAYS,158,158,0,79.93777899,0.00228150653923,123,215.52676821,135.58898922,255.727848101,99,1.58955951696,0.778481012658
CombinedBinHClucAndMADV5,SIDEWAYS,TRANSITION,59,59,0,4.34316225,-0.000373136843451,43,84.10505761,79.76189536,203.644067797,43,1.05445159284,0.728813559322
CombinedBinHClucAndMADV5,TRANSITION,BEAR,21,21,0,36.14442299,0.00772701119348,19,45.39783683,9.25341384,84.0476190476,11,4.9060636015,0.904761904762
CombinedBinHClucAndMADV5,TRANSITION,BULL,56,56,0,96.7609041,0.00842011559528,48,129.92068432,33.15978022,75.5357142857,28,3.91802006702,0.857142857143
CombinedBinHClucAndMADV5,TRANSITION,SIDEWAYS,76,76,0,-52.56511783,-0.00282642748407,53,100.64240913,153.20752696,167.565789474,45,0.656902510777,0.697368421053
CombinedBinHClucAndMADV5,TRANSITION,TRANSITION,76,76,0,-28.94603582,-0.000479677506743,53,100.6714824,129.61751822,246.578947368,53,0.776681144513,0.697368421053
CombinedBinHClucAndMADV6,BEAR,BEAR,174,174,0,280.0224196,0.00927712588385,145,469.8300249,189.8076053,88.2471264368,68,2.47529609869,0.833333333333
CombinedBinHClucAndMADV6,BEAR,BULL,41,41,0,74.84900408,0.00845376181236,34,139.30032769,64.45132361,68.9024390244,19,2.16132609678,0.829268292683
CombinedBinHClucAndMADV6,BEAR,SIDEWAYS,19,19,0,57.06679355,0.0135678489767,18,66.91804155,9.851248,68.4210526316,12,6.7928491446,0.947368421053
CombinedBinHClucAndMADV6,BEAR,TRANSITION,26,26,0,31.20200137,0.00574267789236,20,68.69650294,37.49450157,101.153846154,18,1.83217538742,0.769230769231
CombinedBinHClucAndMADV6,BULL,BEAR,28,28,0,20.9794181,0.00374355369429,20,60.51571339,39.53629529,94.1071428571,15,1.53063692352,0.714285714286
CombinedBinHClucAndMADV6,BULL,BULL,341,341,0,464.02443058,0.00705164469227,284,770.74914676,306.72471618,118.900293255,164,2.51283677546,0.83284457478
CombinedBinHClucAndMADV6,BULL,SIDEWAYS,137,137,0,35.36261118,0.00153123708915,107,260.964331,225.60171982,127.04379562,69,1.15674796809,0.78102189781
CombinedBinHClucAndMADV6,BULL,TRANSITION,82,82,0,127.76299451,0.0079137580623,68,192.61441289,64.85141838,97.5609756098,58,2.97008789787,0.829268292683
CombinedBinHClucAndMADV6,SIDEWAYS,BEAR,27,27,0,9.61376982,0.000814468515264,22,32.22481005,22.61104023,220.555555556,20,1.42518034209,0.814814814815
CombinedBinHClucAndMADV6,SIDEWAYS,BULL,48,48,0,37.99114343,0.00456776501265,39,93.63092987,55.63978644,109.479166667,33,1.68280534238,0.8125
CombinedBinHClucAndMADV6,SIDEWAYS,SIDEWAYS,156,156,0,75.35808432,0.00207136173818,121,222.64834913,147.29026481,259.423076923,99,1.51162977008,0.775641025641
CombinedBinHClucAndMADV6,SIDEWAYS,TRANSITION,58,58,0,1.41228277,-0.00062432679767,42,87.14243855,85.73015578,207.586206897,43,1.01647358222,0.724137931034
CombinedBinHClucAndMADV6,TRANSITION,BEAR,21,21,0,45.4563842,0.00887887746035,19,55.62468633,10.16830213,84.0476190476,11,5.47040062528,0.904761904762
CombinedBinHClucAndMADV6,TRANSITION,BULL,54,54,0,110.22111835,0.00973065687426,46,145.48307934,35.26196099,77.2222222222,27,4.12577960089,0.851851851852
CombinedBinHClucAndMADV6,TRANSITION,SIDEWAYS,74,74,0,-53.02021266,-0.0028403603103,51,110.79036131,163.81057397,172.297297297,45,0.676332172124,0.689189189189
CombinedBinHClucAndMADV6,TRANSITION,TRANSITION,75,75,0,-29.76621478,-0.00044516044234,52,111.32265641,141.08887119,252.533333333,53,0.789025069597,0.693333333333
CombinedBinHClucAndMADV9,BEAR,BEAR,360,360,0,301.55692612,0.00429685359168,297,846.85224335,545.29531723,99.6666666667,122,1.55301580005,0.825
CombinedBinHClucAndMADV9,BEAR,BULL,52,52,0,121.29341524,0.00976094431349,45,193.02569234,71.7322771,69.9038461538,22,2.69091823296,0.865384615385
CombinedBinHClucAndMADV9,BEAR,SIDEWAYS,36,36,0,30.87967134,0.00423203016404,29,102.62023738,71.74056604,123.888888889,22,1.43043528989,0.805555555556
CombinedBinHClucAndMADV9,BEAR,TRANSITION,53,53,0,12.74225854,0.00089930462019,40,118.57802221,105.83576367,107.452830189,36,1.12039652853,0.754716981132
CombinedBinHClucAndMADV9,BULL,BEAR,37,37,0,38.08277797,0.00579841756788,29,92.77128055,54.68850258,186.891891892,18,1.69635803091,0.783783783784
CombinedBinHClucAndMADV9,BULL,BULL,435,435,0,635.63907102,0.00709352704961,375,1014.77931266,379.14024164,157,192,2.67652757795,0.862068965517
CombinedBinHClucAndMADV9,BULL,SIDEWAYS,192,192,0,82.98700773,0.00183472772859,158,414.53929047,331.55228274,180.911458333,91,1.25029840556,0.822916666667
CombinedBinHClucAndMADV9,BULL,TRANSITION,103,103,0,119.05297438,0.00616233887823,87,235.65321817,116.60024379,156.893203883,70,2.02103538132,0.844660194175
CombinedBinHClucAndMADV9,SIDEWAYS,BEAR,67,67,0,27.5740064,0.00110909857201,57,105.34546133,77.77145493,194.626865672,38,1.35455176227,0.850746268657
CombinedBinHClucAndMADV9,SIDEWAYS,BULL,65,65,0,48.38258111,0.00406332282654,54,140.45283076,92.07024965,120.307692308,46,1.52549636059,0.830769230769
CombinedBinHClucAndMADV9,SIDEWAYS,SIDEWAYS,258,258,0,127.34793926,0.00206231301083,215,430.49779037,303.14985111,359.786821705,137,1.42008247338,0.833333333333
CombinedBinHClucAndMADV9,SIDEWAYS,TRANSITION,104,104,0,-85.50213151,-0.00313159154086,76,177.34979356,262.85192507,224.711538462,64,0.674713694841,0.730769230769
CombinedBinHClucAndMADV9,TRANSITION,BEAR,77,77,0,2.39272123,0.000796785027637,66,185.20732192,182.81460069,97.987012987,33,1.01308823924,0.857142857143
CombinedBinHClucAndMADV9,TRANSITION,BULL,75,75,0,99.7784546,0.00656607348613,63,185.27151578,85.49306118,91.1333333333,41,2.16709418546,0.84
CombinedBinHClucAndMADV9,TRANSITION,SIDEWAYS,151,151,0,-47.28940261,-0.000697695643663,117,282.62626177,329.91566438,267.052980132,75,0.856662148192,0.774834437086
CombinedBinHClucAndMADV9,TRANSITION,TRANSITION,184,184,0,-171.20026325,-0.00298357231409,138,257.2700335,428.47029675,370.434782609,96,0.600438432842,0.75
EMA_CROSSOVER_STRATEGY,BEAR,BEAR,2648,2648,0,-120.37103378,-0.00207805352197,1025,520.68392427,641.05495805,89.4373111782,155,0.812229774891,0.387084592145
EMA_CROSSOVER_STRATEGY,BEAR,BULL,212,212,0,-6.97288685,-0.00115648858409,87,22.06057505,29.0334619,81.320754717,41,0.75983274492,0.410377358491
EMA_CROSSOVER_STRATEGY,BEAR,SIDEWAYS,200,200,0,-19.87378084,-0.00347347815697,63,15.84054242,35.71432326,108.125,47,0.443534721481,0.315
EMA_CROSSOVER_STRATEGY,BEAR,TRANSITION,551,551,0,-20.60079907,-0.00210476153192,213,42.24256244,62.84336151,87.0871143376,98,0.67218814247,0.386569872958
EMA_CROSSOVER_STRATEGY,BULL,BEAR,339,339,0,-12.21700012,-0.00148863798692,134,59.16652102,71.38352114,83.9970501475,59,0.828854055882,0.395280235988
EMA_CROSSOVER_STRATEGY,BULL,BULL,3239,3239,0,-192.09682554,-0.0018205069577,1148,381.42647403,573.52329957,97.7940722445,232,0.665058375686,0.354430379747
EMA_CROSSOVER_STRATEGY,BULL,SIDEWAYS,1006,1006,0,-75.04078889,-0.00177362851251,323,94.75722386,169.79801275,111.381709742,135,0.558058497419,0.321073558648
EMA_CROSSOVER_STRATEGY,BULL,TRANSITION,1020,1020,0,-86.53115276,-0.00171759216986,341,120.79766173,207.32881449,94.1470588235,161,0.582638076753,0.33431372549
EMA_CROSSOVER_STRATEGY,SIDEWAYS,BEAR,308,308,0,-29.92128087,-0.00195635186455,85,42.33238927,72.25367014,129.594155844,41,0.585885660728,0.275974025974
EMA_CROSSOVER_STRATEGY,SIDEWAYS,BULL,392,392,0,-17.39546557,-0.00185807311007,150,75.57165529,92.96712086,98.9413265306,58,0.812885830936,0.382653061224
EMA_CROSSOVER_STRATEGY,SIDEWAYS,SIDEWAYS,1141,1141,0,-79.15226933,-0.00154179842289,343,156.79154286,235.94381219,128.159509202,107,0.664529158043,0.300613496933
