pair,episode_id,regime,start,end,days
LTC/USDT,49,BULL,2021-04-13T00:00:00Z,2021-04-23T00:00:00Z,11
LTC/USDT,50,BEAR,2021-04-24T00:00:00Z,2021-04-25T00:00:00Z,2
LTC/USDT,51,TRANSITION,2021-04-26T00:00:00Z,2021-04-30T00:00:00Z,5
LTC/USDT,52,SIDEWAYS,2021-05-01T00:00:00Z,2021-05-03T00:00:00Z,3
LTC/USDT,53,TRANSITION,2021-05-04T00:00:00Z,2021-05-06T00:00:00Z,3
LTC/USDT,54,BULL,2021-05-07T00:00:00Z,2021-05-19T00:00:00Z,13
LTC/USDT,55,BEAR,2021-05-20T00:00:00Z,2021-07-26T00:00:00Z,68
LTC/USDT,56,BULL,2021-07-27T00:00:00Z,2021-08-02T00:00:00Z,7
LTC/USDT,57,TRANSITION,2021-08-03T00:00:00Z,2021-08-10T00:00:00Z,8
LTC/USDT,58,BULL,2021-08-11T00:00:00Z,2021-09-01T00:00:00Z,22
LTC/USDT,59,TRANSITION,2021-09-02T00:00:00Z,2021-09-03T00:00:00Z,2
LTC/USDT,60,BULL,2021-09-04T00:00:00Z,2021-09-07T00:00:00Z,4
LTC/USDT,61,BEAR,2021-09-08T00:00:00Z,2021-09-12T00:00:00Z,5
LTC/USDT,62,TRANSITION,2021-09-13T00:00:00Z,2021-09-14T00:00:00Z,2
LTC/USDT,63,BULL,2021-09-15T00:00:00Z,2021-09-20T00:00:00Z,6
LTC/USDT,64,TRANSITION,2021-09-21T00:00:00Z,2021-09-25T00:00:00Z,5
LTC/USDT,65,SIDEWAYS,2021-09-26T00:00:00Z,2021-09-26T00:00:00Z,1
LTC/USDT,66,TRANSITION,2021-09-27T00:00:00Z,2021-10-01T00:00:00Z,5
LTC/USDT,67,SIDEWAYS,2021-10-02T00:00:00Z,2021-10-23T00:00:00Z,22
LTC/USDT,68,TRANSITION,2021-10-24T00:00:00Z,2021-10-27T00:00:00Z,4
LTC/USDT,69,SIDEWAYS,2021-10-28T00:00:00Z,2021-11-10T00:00:00Z,14
LTC/USDT,70,TRANSITION,2021-11-11T00:00:00Z,2021-11-11T00:00:00Z,1
LTC/USDT,71,BULL,2021-11-12T00:00:00Z,2021-11-24T00:00:00Z,13
LTC/USDT,72,TRANSITION,2021-11-25T00:00:00Z,2021-11-29T00:00:00Z,5
LTC/USDT,73,SIDEWAYS,2021-11-30T00:00:00Z,2021-12-06T00:00:00Z,7
LTC/USDT,74,TRANSITION,2021-12-07T00:00:00Z,2021-12-09T00:00:00Z,3
LTC/USDT,75,BEAR,2021-12-10T00:00:00Z,2022-02-06T00:00:00Z,59
LTC/USDT,76,BULL,2022-02-07T00:00:00Z,2022-02-13T00:00:00Z,7
LTC/USDT,77,TRANSITION,2022-02-14T00:00:00Z,2022-02-17T00:00:00Z,4
LTC/USDT,78,SIDEWAYS,2022-02-18T00:00:00Z,2022-02-22T00:00:00Z,5
LTC/USDT,79,TRANSITION,2022-02-23T00:00:00Z,2022-03-04T00:00:00Z,10
LTC/USDT,80,BEAR,2022-03-05T00:00:00Z,2022-03-17T00:00:00Z,13
LTC/USDT,81,TRANSITION,2022-03-18T00:00:00Z,2022-03-28T00:00:00Z,11
LTC/USDT,82,BULL,2022-03-29T00:00:00Z,2022-04-06T00:00:00Z,9
LTC/USDT,83,BEAR,2022-04-07T00:00:00Z,2022-04-10T00:00:00Z,4
LTC/USDT,84,TRANSITION,2022-04-11T00:00:00Z,2022-04-12T00:00:00Z,2
LTC/USDT,85,BEAR,2022-04-13T00:00:00Z,2022-04-13T00:00:00Z,1
LTC/USDT,86,TRANSITION,2022-04-14T00:00:00Z,2022-04-17T00:00:00Z,4
LTC/USDT,87,SIDEWAYS,2022-04-18T00:00:00Z,2022-04-25T00:00:00Z,8
LTC/USDT,88,TRANSITION,2022-04-26T00:00:00Z,2022-05-01T00:00:00Z,6
LTC/USDT,89,BEAR,2022-05-02T00:00:00Z,2022-05-05T00:00:00Z,4
LTC/USDT,90,TRANSITION,2022-05-06T00:00:00Z,2022-05-09T00:00:00Z,4
LTC/USDT,91,BEAR,2022-05-10T00:00:00Z,2022-06-25T00:00:00Z,47
LTC/USDT,92,BULL,2022-06-26T00:00:00Z,2022-06-27T00:00:00Z,2
LTC/USDT,93,BEAR,2022-06-28T00:00:00Z,2022-06-28T00:00:00Z,1
LTC/USDT,94,TRANSITION,2022-06-29T00:00:00Z,2022-07-04T00:00:00Z,6
LTC/USDT,95,SIDEWAYS,2022-07-05T00:00:00Z,2022-07-29T00:00:00Z,25
LTC/USDT,96,TRANSITION,2022-07-30T00:00:00Z,2022-08-08T00:00:00Z,10
LTC/USDT,97,BULL,2022-08-09T00:00:00Z,2022-08-09T00:00:00Z,1
LTC/USDT,98,TRANSITION,2022-08-10T00:00:00Z,2022-08-17T00:00:00Z,8
LTC/USDT,99,SIDEWAYS,2022-08-18T00:00:00Z,2022-08-27T00:00:00Z,10
LTC/USDT,100,TRANSITION,2022-08-28T00:00:00Z,2022-08-29T00:00:00Z,2
LTC/USDT,101,SIDEWAYS,2022-08-30T00:00:00Z,2022-11-04T00:00:00Z,67
LTC/USDT,102,TRANSITION,2022-11-05T00:00:00Z,2022-11-05T00:00:00Z,1
LTC/USDT,103,BULL,2022-11-06T00:00:00Z,2022-11-09T00:00:00Z,4
LTC/USDT,104,BEAR,2022-11-10T00:00:00Z,2022-11-11T00:00:00Z,2
LTC/USDT,105,TRANSITION,2022-11-12T00:00:00Z,2022-11-16T00:00:00Z,5
LTC/USDT,106,SIDEWAYS,2022-11-17T00:00:00Z,2022-11-25T00:00:00Z,9
LTC/USDT,107,TRANSITION,2022-11-26T00:00:00Z,2022-12-03T00:00:00Z,8
LTC/USDT,108,BULL,2022-12-04T00:00:00Z,2022-12-16T00:00:00Z,13
LTC/USDT,109,BEAR,2022-12-17T00:00:00Z,2022-12-20T00:00:00Z,4
LTC/USDT,110,TRANSITION,2022-12-21T00:00:00Z,2022-12-27T00:00:00Z,7
LTC/USDT,111,SIDEWAYS,2022-12-28T00:00:00Z,2023-01-04T00:00:00Z,8
LTC/USDT,112,TRANSITION,2023-01-05T00:00:00Z,2023-01-09T00:00:00Z,5
LTC/USDT,113,BULL,2023-01-10T00:00:00Z,2023-02-13T00:00:00Z,35
LTC/USDT,114,BEAR,2023-02-14T00:00:00Z,2023-02-14T00:00:00Z,1
LTC/USDT,115,BULL,2023-02-15T00:00:00Z,2023-02-21T00:00:00Z,7
LTC/USDT,116,BEAR,2023-02-22T00:00:00Z,2023-02-22T00:00:00Z,1
LTC/USDT,117,TRANSITION,2023-02-23T00:00:00Z,2023-02-26T00:00:00Z,4
LTC/USDT,118,SIDEWAYS,2023-02-27T00:00:00Z,2023-03-08T00:00:00Z,10
LTC/USDT,119,TRANSITION,2023-03-09T00:00:00Z,2023-03-10T00:00:00Z,2
LTC/USDT,120,BEAR,2023-03-11T00:00:00Z,2023-03-18T00:00:00Z,8
LTC/USDT,121,TRANSITION,2023-03-19T00:00:00Z,2023-03-22T00:00:00Z,4
LTC/USDT,122,SIDEWAYS,2023-03-23T00:00:00Z,2023-04-15T00:00:00Z,24
LTC/USDT,123,TRANSITION,2023-04-16T00:00:00Z,2023-04-18T00:00:00Z,3
LTC/USDT,124,BULL,2023-04-19T00:00:00Z,2023-04-19T00:00:00Z,1
LTC/USDT,125,TRANSITION,2023-04-20T00:00:00Z,2023-04-23T00:00:00Z,4
LTC/USDT,126,SIDEWAYS,2023-04-24T00:00:00Z,2023-05-11T00:00:00Z,18
LTC/USDT,127,TRANSITION,2023-05-12T00:00:00Z,2023-05-20T00:00:00Z,9
LTC/USDT,128,SIDEWAYS,2023-05-21T00:00:00Z,2023-06-11T00:00:00Z,22
LTC/USDT,129,TRANSITION,2023-06-12T00:00:00Z,2023-06-13T00:00:00Z,2
LTC/USDT,130,BEAR,2023-06-14T00:00:00Z,2023-06-21T00:00:00Z,8
LTC/USDT,131,BULL,2023-06-22T00:00:00Z,2023-06-27T00:00:00Z,6
LTC/USDT,132,TRANSITION,2023-06-28T00:00:00Z,2023-07-01T00:00:00Z,4
LTC/USDT,133,BULL,2023-07-02T00:00:00Z,2023-07-10T00:00:00Z,9
LTC/USDT,134,TRANSITION,2023-07-11T00:00:00Z,2023-07-14T00:00:00Z,4
LTC/USDT,135,SIDEWAYS,2023-07-15T00:00:00Z,2023-08-15T00:00:00Z,32
LTC/USDT,136,TRANSITION,2023-08-16T00:00:00Z,2023-08-17T00:00:00Z,2
LTC/USDT,137,BEAR,2023-08-18T00:00:00Z,2023-09-30T00:00:00Z,44
LTC/USDT,138,TRANSITION,2023-10-01T00:00:00Z,2023-10-04T00:00:00Z,4
LTC/USDT,139,SIDEWAYS,2023-10-05T00:00:00Z,2023-10-12T00:00:00Z,8
LTC/USDT,140,TRANSITION,2023-10-13T00:00:00Z,2023-10-18T00:00:00Z,6
LTC/USDT,141,SIDEWAYS,2023-10-19T00:00:00Z,2023-10-24T00:00:00Z,6
LTC/USDT,142,TRANSITION,2023-10-25T00:00:00Z,2023-10-28T00:00:00Z,4
LTC/USDT,143,BULL,2023-10-29T00:00:00Z,2023-11-14T00:00:00Z,17
LTC/USDT,144,BEAR,2023-11-15T00:00:00Z,2023-11-15T00:00:00Z,1
LTC/USDT,145,TRANSITION,2023-11-16T00:00:00Z,2023-11-24T00:00:00Z,9
LTC/USDT,146,SIDEWAYS,2023-11-25T00:00:00Z,2024-01-06T00:00:00Z,43
LTC/USDT,147,TRANSITION,2024-01-07T00:00:00Z,2024-01-09T00:00:00Z,3
LTC/USDT,148,BEAR,2024-01-10T00:00:00Z,2024-01-12T00:00:00Z,3
LTC/USDT,149,TRANSITION,2024-01-13T00:00:00Z,2024-01-16T00:00:00Z,4
LTC/USDT,150,SIDEWAYS,2024-01-17T00:00:00Z,2024-01-24T00:00:00Z,8
LTC/USDT,151,TRANSITION,2024-01-25T00:00:00Z,2024-02-03T00:00:00Z,10
LTC/USDT,152,SIDEWAYS,2024-02-04T00:00:00Z,2024-03-02T00:00:00Z,28
LTC/USDT,153,TRANSITION,2024-03-03T00:00:00Z,2024-03-04T00:00:00Z,2
LTC/USDT,154,BULL,2024-03-05T00:00:00Z,2024-03-05T00:00:00Z,1
LTC/USDT,155,BEAR,2024-03-06T00:00:00Z,2024-03-06T00:00:00Z,1
LTC/USDT,156,TRANSITION,2024-03-07T00:00:00Z,2024-03-10T00:00:00Z,4
LTC/USDT,157,SIDEWAYS,2024-03-11T00:00:00Z,2024-03-11T00:00:00Z,1
LTC/USDT,158,TRANSITION,2024-03-12T00:00:00Z,2024-03-16T00:00:00Z,5
LTC/USDT,159,SIDEWAYS,2024-03-17T00:00:00Z,2024-03-31T00:00:00Z,15
LTC/USDT,160,TRANSITION,2024-04-01T00:00:00Z,2024-04-03T00:00:00Z,3
LTC/USDT,161,BULL,2024-04-04T00:00:00Z,2024-04-12T00:00:00Z,9
LTC/USDT,162,BEAR,2024-04-13T00:00:00Z,2024-04-21T00:00:00Z,9
LTC/USDT,163,TRANSITION,2024-04-22T00:00:00Z,2024-04-27T00:00:00Z,6
LTC/USDT,164,SIDEWAYS,2024-04-28T00:00:00Z,2024-06-10T00:00:00Z,44
LTC/USDT,165,TRANSITION,2024-06-11T00:00:00Z,2024-06-13T00:00:00Z,3
LTC/USDT,166,BEAR,2024-06-14T00:00:00Z,2024-07-29T00:00:00Z,46
LTC/USDT,167,BULL,2024-07-30T00:00:00Z,2024-07-31T00:00:00Z,2
LTC/USDT,168,BEAR,2024-08-01T00:00:00Z,2024-08-26T00:00:00Z,26
LTC/USDT,169,TRANSITION,2024-08-27T00:00:00Z,2024-08-27T00:00:00Z,1
LTC/USDT,170,BEAR,2024-08-28T00:00:00Z,2024-08-30T00:00:00Z,3
LTC/USDT,171,TRANSITION,2024-08-31T00:00:00Z,2024-09-05T00:00:00Z,6
LTC/USDT,172,SIDEWAYS,2024-09-06T00:00:00Z,2024-09-08T00:00:00Z,3
LTC/USDT,173,TRANSITION,2024-09-09T00:00:00Z,2024-09-13T00:00:00Z,5
LTC/USDT,174,SIDEWAYS,2024-09-14T00:00:00Z,2024-10-20T00:00:00Z,37
LTC/USDT,175,TRANSITION,2024-10-21T00:00:00Z,2024-10-23T00:00:00Z,3
LTC/USDT,176,SIDEWAYS,2024-10-24T00:00:00Z,2024-11-17T00:00:00Z,25
LTC/USDT,177,TRANSITION,2024-11-18T00:00:00Z,2024-11-20T00:00:00Z,3
LTC/USDT,178,BULL,2024-11-21T00:00:00Z,2024-12-19T00:00:00Z,29
LTC/USDT,179,BEAR,2024-12-20T00:00:00Z,2024-12-25T00:00:00Z,6
LTC/USDT,180,TRANSITION,2024-12-26T00:00:00Z,2025-01-01T00:00:00Z,7
LTC/USDT,181,SIDEWAYS,2025-01-02T00:00:00Z,2025-02-08T00:00:00Z,38
LTC/USDT,182,TRANSITION,2025-02-09T00:00:00Z,2025-02-10T00:00:00Z,2
LTC/USDT,183,SIDEWAYS,2025-02-11T00:00:00Z,2025-03-11T00:00:00Z,29
LTC/USDT,184,TRANSITION,2025-03-12T00:00:00Z,2025-03-16T00:00:00Z,5
LTC/USDT,185,BEAR,2025-03-17T00:00:00Z,2025-03-27T00:00:00Z,11
LTC/USDT,186,TRANSITION,2025-03-28T00:00:00Z,2025-03-28T00:00:00Z,1
LTC/USDT,187,BEAR,2025-03-29T00:00:00Z,2025-04-22T00:00:00Z,25
LTC/USDT,188,BULL,2025-04-23T00:00:00Z,2025-04-24T00:00:00Z,2
LTC/USDT,189,TRANSITION,2025-04-25T00:00:00Z,2025-04-29T00:00:00Z,5
LTC/USDT,190,SIDEWAYS,2025-04-30T00:00:00Z,2025-05-10T00:00:00Z,11
LTC/USDT,191,TRANSITION,2025-05-11T00:00:00Z,2025-05-12T00:00:00Z,2
LTC/USDT,192,BULL,2025-05-13T00:00:00Z,2025-05-20T00:00:00Z,8
LTC/USDT,193,TRANSITION,2025-05-21T00:00:00Z,2025-05-25T00:00:00Z,5
LTC/USDT,194,SIDEWAYS,2025-05-26T00:00:00Z,2025-06-07T00:00:00Z,13
LTC/USDT,195,TRANSITION,2025-06-08T00:00:00Z,2025-06-10T00:00:00Z,3
LTC/USDT,196,SIDEWAYS,2025-06-11T00:00:00Z,2025-06-17T00:00:00Z,7
LTC/USDT,197,TRANSITION,2025-06-18T00:00:00Z,2025-06-25T00:00:00Z,8
LTC/USDT,198,BEAR,2025-06-26T00:00:00Z,2025-06-28T00:00:00Z,3
LTC/USDT,199,TRANSITION,2025-06-29T00:00:00Z,2025-07-04T00:00:00Z,6
LTC/USDT,200,SIDEWAYS,2025-07-05T00:00:00Z,2025-07-17T00:00:00Z,13
LTC/USDT,201,TRANSITION,2025-07-18T00:00:00Z,2025-07-19T00:00:00Z,2
LTC/USDT,202,BULL,2025-07-20T00:00:00Z,2025-08-01T00:00:00Z,13
LTC/USDT,203,TRANSITION,2025-08-02T00:00:00Z,2025-08-06T00:00:00Z,5
LTC/USDT,204,BULL,2025-08-07T00:00:00Z,2025-08-18T00:00:00Z,12
LTC/USDT,205,TRANSITION,2025-08-19T00:00:00Z,2025-08-22T00:00:00Z,4
LTC/USDT,206,SIDEWAYS,2025-08-23T00:00:00Z,2025-09-04T00:00:00Z,13
LTC/USDT,207,TRANSITION,2025-09-05T00:00:00Z,2025-09-05T00:00:00Z,1
LTC/USDT,208,SIDEWAYS,2025-09-06T00:00:00Z,2025-09-28T00:00:00Z,23
LTC/USDT,209,TRANSITION,2025-09-29T00:00:00Z,2025-10-01T00:00:00Z,3
LTC/USDT,210,SIDEWAYS,2025-10-02T00:00:00Z,2025-10-02T00:00:00Z,1
LTC/USDT,211,TRANSITION,2025-10-03T00:00:00Z,2025-10-10T00:00:00Z,8
LTC/USDT,212,BEAR,2025-10-11T00:00:00Z,2025-11-07T00:00:00Z,28
LTC/USDT,213,BULL,2025-11-08T00:00:00Z,2025-11-11T00:00:00Z,4
LTC/USDT,214,TRANSITION,2025-11-12T00:00:00Z,2025-11-14T00:00:00Z,3
LTC/USDT,215,SIDEWAYS,2025-11-15T00:00:00Z,2025-12-17T00:00:00Z,33
LTC/USDT,216,TRANSITION,2025-12-18T00:00:00Z,2025-12-21T00:00:00Z,4
LTC/USDT,217,BEAR,2025-12-22T00:00:00Z,2025-12-28T00:00:00Z,7
LTC/USDT,218,TRANSITION,2025-12-29T00:00:00Z,2026-01-03T00:00:00Z,6
LTC/USDT,219,SIDEWAYS,2026-01-04T00:00:00Z,2026-01-17T00:00:00Z,14
LTC/USDT,220,TRANSITION,2026-01-18T00:00:00Z,2026-01-20T00:00:00Z,3
LTC/USDT,221,BEAR,2026-01-21T00:00:00Z,2026-03-13T00:00:00Z,52
LTC/USDT,222,BULL,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,1
LTC/USDT,223,TRANSITION,2026-03-15T00:00:00Z,2026-03-20T00:00:00Z,6
LTC/USDT,224,SIDEWAYS,2026-03-21T00:00:00Z,2026-04-05T00:00:00Z,16
LTC/USDT,225,TRANSITION,2026-04-06T00:00:00Z,2026-04-08T00:00:00Z,3
LTC/USDT,226,SIDEWAYS,2026-04-09T00:00:00Z,2026-05-10T00:00:00Z,32
LTC/USDT,227,TRANSITION,2026-05-11T00:00:00Z,2026-05-12T00:00:00Z,2
LTC/USDT,228,BULL,2026-05-13T00:00:00Z,2026-05-17T00:00:00Z,5
LTC/USDT,229,TRANSITION,2026-05-18T00:00:00Z,2026-05-27T00:00:00Z,10
LTC/USDT,230,BEAR,2026-05-28T00:00:00Z,2026-07-05T00:00:00Z,39
LTC/USDT,231,BULL,2026-07-06T00:00:00Z,2026-07-06T00:00:00Z,1
LTC/USDT,232,BEAR,2026-07-07T00:00:00Z,2026-07-10T00:00:00Z,4
LTC/USDT,233,TRANSITION,2026-07-11T00:00:00Z,2026-07-14T00:00:00Z,4
LTC/USDT,234,SIDEWAYS,2026-07-15T00:00:00Z,2026-08-20T00:00:00Z,37
XLM/USDT,1,BEAR,2020-03-01T00:00:00Z,2020-03-06T00:00:00Z,6
XLM/USDT,2,TRANSITION,2020-03-07T00:00:00Z,2020-03-08T00:00:00Z,2
XLM/USDT,3,BEAR,2020-03-09T00:00:00Z,2020-04-06T00:00:00Z,29
XLM/USDT,4,BULL,2020-04-07T00:00:00Z,2020-04-14T00:00:00Z,8
XLM/USDT,5,TRANSITION,2020-04-15T00:00:00Z,2020-04-18T00:00:00Z,4
XLM/USDT,6,SIDEWAYS,2020-04-19T00:00:00Z,2020-04-23T00:00:00Z,5
XLM/USDT,7,TRANSITION,2020-04-24T00:00:00Z,2020-04-26T00:00:00Z,3
XLM/USDT,8,BULL,2020-04-27T00:00:00Z,2020-05-10T00:00:00Z,14
XLM/USDT,9,BEAR,2020-05-11T00:00:00Z,2020-05-13T00:00:00Z,3
XLM/USDT,10,BULL,2020-05-14T00:00:00Z,2020-05-15T00:00:00Z,2
XLM/USDT,11,BEAR,2020-05-16T00:00:00Z,2020-05-16T00:00:00Z,1
XLM/USDT,12,TRANSITION,2020-05-17T00:00:00Z,2020-05-21T00:00:00Z,5
XLM/USDT,13,SIDEWAYS,2020-05-22T00:00:00Z,2020-06-03T00:00:00Z,13
XLM/USDT,14,TRANSITION,2020-06-04T00:00:00Z,2020-06-05T00:00:00Z,2
XLM/USDT,15,BULL,2020-06-06T00:00:00Z,2020-06-11T00:00:00Z,6
XLM/USDT,16,BEAR,2020-06-12T00:00:00Z,2020-06-14T00:00:00Z,3
XLM/USDT,17,TRANSITION,2020-06-15T00:00:00Z,2020-06-15T00:00:00Z,1
XLM/USDT,18,BEAR,2020-06-16T00:00:00Z,2020-06-18T00:00:00Z,3
XLM/USDT,19,TRANSITION,2020-06-19T00:00:00Z,2020-06-27T00:00:00Z,9
XLM/USDT,20,BEAR,2020-06-28T00:00:00Z,2020-07-06T00:00:00Z,9
XLM/USDT,21,TRANSITION,2020-07-07T00:00:00Z,2020-07-09T00:00:00Z,3
XLM/USDT,22,BULL,2020-07-10T00:00:00Z,2020-08-07T00:00:00Z,29
XLM/USDT,23,BEAR,2020-08-08T00:00:00Z,2020-08-15T00:00:00Z,8
XLM/USDT,24,TRANSITION,2020-08-16T00:00:00Z,2020-08-20T00:00:00Z,5
XLM/USDT,25,SIDEWAYS,2020-08-21T00:00:00Z,2020-09-04T00:00:00Z,15
XLM/USDT,26,TRANSITION,2020-09-05T00:00:00Z,2020-09-06T00:00:00Z,2
XLM/USDT,27,BEAR,2020-09-07T00:00:00Z,2020-10-10T00:00:00Z,34
XLM/USDT,28,BULL,2020-10-11T00:00:00Z,2020-10-11T00:00:00Z,1
XLM/USDT,29,TRANSITION,2020-10-12T00:00:00Z,2020-10-16T00:00:00Z,5
XLM/USDT,30,SIDEWAYS,2020-10-17T00:00:00Z,2020-10-17T00:00:00Z,1
XLM/USDT,31,TRANSITION,2020-10-18T00:00:00Z,2020-10-22T00:00:00Z,5
XLM/USDT,32,BULL,2020-10-23T00:00:00Z,2020-10-28T00:00:00Z,6
XLM/USDT,33,TRANSITION,2020-10-29T00:00:00Z,2020-11-05T00:00:00Z,8
XLM/USDT,34,SIDEWAYS,2020-11-06T00:00:00Z,2020-11-21T00:00:00Z,16
XLM/USDT,35,TRANSITION,2020-11-22T00:00:00Z,2020-11-22T00:00:00Z,1
XLM/USDT,36,BULL,2020-11-23T00:00:00Z,2020-12-09T00:00:00Z,17
XLM/USDT,37,BEAR,2020-12-10T00:00:00Z,2020-12-13T00:00:00Z,4
XLM/USDT,38,TRANSITION,2020-12-14T00:00:00Z,2020-12-21T00:00:00Z,8
XLM/USDT,39,SIDEWAYS,2020-12-22T00:00:00Z,2020-12-24T00:00:00Z,3
XLM/USDT,40,TRANSITION,2020-12-25T00:00:00Z,2020-12-30T00:00:00Z,6
XLM/USDT,41,BEAR,2020-12-31T00:00:00Z,2021-01-04T00:00:00Z,5
XLM/USDT,42,BULL,2021-01-05T00:00:00Z,2021-01-22T00:00:00Z,18
XLM/USDT,43,BEAR,2021-01-23T00:00:00Z,2021-01-23T00:00:00Z,1
XLM/USDT,44,TRANSITION,2021-01-24T00:00:00Z,2021-01-27T00:00:00Z,4
XLM/USDT,45,SIDEWAYS,2021-01-28T00:00:00Z,2021-01-30T00:00:00Z,3
XLM/USDT,46,TRANSITION,2021-01-31T00:00:00Z,2021-02-06T00:00:00Z,7
XLM/USDT,47,BULL,2021-02-07T00:00:00Z,2021-02-22T00:00:00Z,16
XLM/USDT,48,BEAR,2021-02-23T00:00:00Z,2021-03-04T00:00:00Z,10
XLM/USDT,49,TRANSITION,2021-03-05T00:00:00Z,2021-03-10T00:00:00Z,6
XLM/USDT,50,SIDEWAYS,2021-03-11T00:00:00Z,2021-04-09T00:00:00Z,30
XLM/USDT,51,TRANSITION,2021-04-10T00:00:00Z,2021-04-11T00:00:00Z,2
XLM/USDT,52,BULL,2021-04-12T00:00:00Z,2021-04-20T00:00:00Z,9
XLM/USDT,53,BEAR,2021-04-21T00:00:00Z,2021-04-28T00:00:00Z,8
XLM/USDT,54,TRANSITION,2021-04-29T00:00:00Z,2021-05-01T00:00:00Z,3
XLM/USDT,55,SIDEWAYS,2021-05-02T00:00:00Z,2021-05-10T00:00:00Z,9
XLM/USDT,56,TRANSITION,2021-05-11T00:00:00Z,2021-05-19T00:00:00Z,9
XLM/USDT,57,BEAR,2021-05-20T00:00:00Z,2021-07-22T00:00:00Z,64
XLM/USDT,58,BULL,2021-07-23T00:00:00Z,2021-08-30T00:00:00Z,39
XLM/USDT,59,BEAR,2021-08-31T00:00:00Z,2021-08-31T00:00:00Z,1
XLM/USDT,60,TRANSITION,2021-09-01T00:00:00Z,2021-09-13T00:00:00Z,13
XLM/USDT,61,SIDEWAYS,2021-09-14T00:00:00Z,2021-09-23T00:00:00Z,10
XLM/USDT,62,TRANSITION,2021-09-24T00:00:00Z,2021-09-28T00:00:00Z,5
XLM/USDT,63,BEAR,2021-09-29T00:00:00Z,2021-10-02T00:00:00Z,4
XLM/USDT,64,TRANSITION,2021-10-03T00:00:00Z,2021-10-05T00:00:00Z,3
XLM/USDT,65,SIDEWAYS,2021-10-06T00:00:00Z,2021-10-06T00:00:00Z,1
XLM/USDT,66,TRANSITION,2021-10-07T00:00:00Z,2021-10-17T00:00:00Z,11
XLM/USDT,67,BULL,2021-10-18T00:00:00Z,2021-10-27T00:00:00Z,10
XLM/USDT,68,BEAR,2021-10-28T00:00:00Z,2021-10-30T00:00:00Z,3
XLM/USDT,69,TRANSITION,2021-10-31T00:00:00Z,2021-11-11T00:00:00Z,12
XLM/USDT,70,BULL,2021-11-12T00:00:00Z,2021-11-17T00:00:00Z,6
XLM/USDT,71,TRANSITION,2021-11-18T00:00:00Z,2021-11-21T00:00:00Z,4
XLM/USDT,72,SIDEWAYS,2021-11-22T00:00:00Z,2021-12-07T00:00:00Z,16
XLM/USDT,73,TRANSITION,2021-12-08T00:00:00Z,2021-12-11T00:00:00Z,4
XLM/USDT,74,BEAR,2021-12-12T00:00:00Z,2021-12-27T00:00:00Z,16
XLM/USDT,75,BULL,2021-12-28T00:00:00Z,2021-12-28T00:00:00Z,1
XLM/USDT,76,TRANSITION,2021-12-29T00:00:00Z,2022-01-04T00:00:00Z,7
XLM/USDT,77,SIDEWAYS,2022-01-05T00:00:00Z,2022-01-07T00:00:00Z,3
XLM/USDT,78,TRANSITION,2022-01-08T00:00:00Z,2022-01-21T00:00:00Z,14
XLM/USDT,79,BEAR,2022-01-22T00:00:00Z,2022-02-07T00:00:00Z,17
XLM/USDT,80,BULL,2022-02-08T00:00:00Z,2022-02-11T00:00:00Z,4
XLM/USDT,81,BEAR,2022-02-12T00:00:00Z,2022-02-15T00:00:00Z,4
XLM/USDT,82,TRANSITION,2022-02-16T00:00:00Z,2022-02-25T00:00:00Z,10
XLM/USDT,83,BEAR,2022-02-26T00:00:00Z,2022-02-26T00:00:00Z,1
XLM/USDT,84,TRANSITION,2022-02-27T00:00:00Z,2022-03-07T00:00:00Z,9
XLM/USDT,85,BEAR,2022-03-08T00:00:00Z,2022-03-10T00:00:00Z,3
XLM/USDT,86,TRANSITION,2022-03-11T00:00:00Z,2022-03-16T00:00:00Z,6
XLM/USDT,87,SIDEWAYS,2022-03-17T00:00:00Z,2022-03-25T00:00:00Z,9
XLM/USDT,88,TRANSITION,2022-03-26T00:00:00Z,2022-03-28T00:00:00Z,3
XLM/USDT,89,BULL,2022-03-29T00:00:00Z,2022-04-06T00:00:00Z,9
XLM/USDT,90,BEAR,2022-04-07T00:00:00Z,2022-04-08T00:00:00Z,2
XLM/USDT,91,BULL,2022-04-09T00:00:00Z,2022-04-11T00:00:00Z,3
XLM/USDT,92,TRANSITION,2022-04-12T00:00:00Z,2022-04-16T00:00:00Z,5
XLM/USDT,93,SIDEWAYS,2022-04-17T00:00:00Z,2022-05-01T00:00:00Z,15
XLM/USDT,94,TRANSITION,2022-05-02T00:00:00Z,2022-05-09T00:00:00Z,8
XLM/USDT,95,BEAR,2022-05-10T00:00:00Z,2022-05-31T00:00:00Z,22
XLM/USDT,96,BULL,2022-06-01T00:00:00Z,2022-06-01T00:00:00Z,1
XLM/USDT,97,BEAR,2022-06-02T00:00:00Z,2022-06-03T00:00:00Z,2
XLM/USDT,98,BULL,2022-06-04T00:00:00Z,2022-06-07T00:00:00Z,4
XLM/USDT,99,BEAR,2022-06-08T00:00:00Z,2022-06-08T00:00:00Z,1
XLM/USDT,100,TRANSITION,2022-06-09T00:00:00Z,2022-06-14T00:00:00Z,6
XLM/USDT,101,BEAR,2022-06-15T00:00:00Z,2022-06-24T00:00:00Z,10
XLM/USDT,102,BULL,2022-06-25T00:00:00Z,2022-06-25T00:00:00Z,1
