,date,open,high,low,close,volume,buy,sell,pair,adx,ao,macd,macdsignal,macdhist,strat_buy_signal_AwesomeMacd,lower,bbdelta,closedelta,tail,bb_lowerband,bb_middleband,ema_slow,volume_mean_slow,strat_buy_signal_CombinedBinHAndCluc,mid,bb_upperband,strat_buy_signal_CombinedBinHAndClucV5,date_x,open_x,high_x,low_x,close_x,volume_x,ema_50_x,ema_200_x,rsi_x,ssl-up,ssl-down,ssl-dir,ema_50,ema_200,sma_5,rsi,strat_buy_signal_CombinedBinHAndClucV6H,date_y,open_y,high_y,low_y,close_y,volume_y,ema_50_y,ema_200_y,sma_200_x,rsi_y,ssl_down_x,ssl_up_x,sma_200,mfi,strat_buy_signal_CombinedBinHAndClucV7,date_x,open_x,high_x,low_x,close_x,volume_x,ema_50,ema_100,ema_200,sma_200_y,sma_200_dec,rsi,ssl_down_y,ssl_up_y,ema_12,ema_26,sma_200_dec,strat_buy_signal_CombinedBinHAndClucV8,ma_offset_buy,ma_offset_sell,strat_buy_signal_SMAOffset,date_y,open_y,high_y,low_y,close_y,volume_y,ema_fast,ema_slow,go_long,sma_30_offset,sma_30_offset_pos,strat_buy_signal_SMAOffsetV2,date_1h_x,open_1h_x,high_1h_x,low_1h_x,close_1h_x,volume_1h_x,ema_20_1h_x,ema_50_1h_x,ema_200_1h_x,rsi_1h_x,ssl_down_1h_x,ssl_up_1h_x,sma_9,strat_buy_signal_NostalgiaForInfinityV1,date_1h_y,open_1h_y,high_1h_y,low_1h_y,close_1h_y,volume_1h_y,ema_20_1h_y,ema_50_1h_y,ema_200_1h_y,rsi_1h_y,ssl_down_1h_y,ssl_up_1h_y,strat_buy_signal_NostalgiaForInfinityV2,date_1h,open_1h,high_1h,low_1h,close_1h,volume_1h,ema_15_1h,ema_50_1h,ema_100_1h,ema_200_1h,sma_50_1h,sma_200_1h,rsi_1h,bb_lowerband_1h,bb_middleband_1h,bb_upperband_1h,volume_mean_30,lips,smma_lips,teeth,smma_teeth,jaw,smma_jaw,volume_mean_4,safe_dips,strat_buy_signal_NostalgiaForInfinityV3
10,2021-05-21 00:50:00+00:00,487.11,491.29,485.51,490.21,893.1733,0,0,AAVE/USDT,,,,,,0,469.57243949637075,11.431196867265612,2.409999999999968,4.699999999999989,468.1387631910266,479.94909090909096,,,0,481.00363636363636,491.7594186271553,0,,,,,,,,,,,,,,,486.31799999999987,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,False,,,,,,False,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,482.34888888888895,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,486.31799999999987,484.18466666666654,483.0762500000001,,,,1086.555875,False,0
11,2021-05-21 00:55:00+00:00,490.7,492.61,487.53,489.23,938.5422,0,0,AAVE/USDT,,,,,,0,469.8000686556672,11.889098010999533,0.9799999999999613,1.7000000000000455,468.1562900893132,480.7691666666667,,,0,481.6891666666667,493.3820432440202,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,487.8119999999999,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,,510.56525490111693,425.2572450988831,481.6891666666667,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,483.76,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,487.8119999999999,486.07999999999987,484.73375000000004,481.38325000000003,,,1069.609625,False,0
12,2021-05-21 01:00:00+00:00,489.44,490.21,485.88,489.07,420.2573,0,0,AAVE/USDT,,,,,,0,470.1600849649331,12.096838111989996,0.160000000000025,3.1899999999999977,468.56130746999025,481.3551282051282,,,0,482.2569230769231,494.14894894026617,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,488.9839999999999,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,,510.56525490111693,425.2572450988831,482.82467948717954,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,485.2155555555555,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,488.9839999999999,487.7046666666665,486.13250000000005,482.99925,482.2569230769231,,1220.373525,False,0
13,2021-05-21 01:05:00+00:00,488.98,494.42,487.39,493.27,1412.3289,0,0,AAVE/USDT,,,,,,0,470.01549616570367,13.02807526286773,4.199999999999989,5.8799999999999955,468.6166412284463,482.09357142857147,,,0,483.0435714285714,495.5705016286966,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,489.9159999999999,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,,510.56525490111693,425.2572450988831,484.4316518737673,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,486.92555555555555,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,489.9159999999999,488.90399999999994,487.89500000000004,484.64075000000014,483.6215384615385,,784.885325,False,0
14,2021-05-21 01:10:00+00:00,492.98,492.98,487.51,488.29,825.1862,0,0,AAVE/USDT,,,,,,0,470.5501591225113,12.843174210822042,4.979999999999961,0.7800000000000296,469.04168144708444,482.59355555555555,,,0,483.3933333333333,496.14542966402666,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,490.01399999999995,71.2242182302065,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,77.70125359192978,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,71.2242182302065,510.56525490111693,425.2572450988831,485.02524389318774,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,487.93888888888887,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,490.01399999999995,489.6379999999999,488.71125000000006,486.1097500000001,484.6923076923077,,916.075425,False,0
15,2021-05-21 01:15:00+00:00,488.94,489.14,485.26,486.25,649.9644,0,0,AAVE/USDT,,,,,,0,471.0822479038854,12.489627096114589,2.0400000000000205,0.9900000000000091,469.5947797896557,482.8616666666667,,,0,483.571875,496.12855354367764,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,489.2219999999999,66.37334859541198,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,71.4107430867203,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,66.37334859541198,510.56525490111693,425.2572450988831,485.21366790962037,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,488.43777777777774,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,489.2219999999999,489.7173333333333,489.09125000000006,487.31275000000005,485.44,,899.0786499999999,False,0
16,2021-05-21 01:20:00+00:00,486.26,488.76,485.66,487.66,400.6822,0,0,AAVE/USDT,,,,,,0,471.55781188609853,12.25454105507788,1.410000000000025,2.0,470.09666125504367,483.126274509804,,,0,483.8123529411764,496.1558877645643,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,488.9079999999999,67.99580291142485,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,70.22733981229237,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,67.99580291142485,510.56525490111693,425.2572450988831,485.5900266927557,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,488.93222222222215,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,488.9079999999999,489.38133333333326,488.9725,488.16050000000007,486.33923076923077,,826.9341999999999,False,0
17,2021-05-21 01:25:00+00:00,487.66,489.72,485.89,487.01,1030.3979,0,0,AAVE/USDT,,,,,,0,472.0061677542567,11.983832245743315,0.6500000000000341,1.1200000000000045,470.56080594512144,483.37148148148145,,,0,483.99,496.18215701784146,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,488.4959999999999,66.40517103212635,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,76.98455565450499,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,66.40517103212635,510.56525490111693,425.2572450988831,485.80848412463945,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,488.75444444444435,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,488.4959999999999,488.87533333333323,488.87375,488.70875000000007,487.04153846153844,,822.040425,False,0
18,2021-05-21 01:30:00+00:00,486.96,490.21,486.5,488.58,654.1888,0,0,AAVE/USDT,,,,,,0,472.3964968922468,11.835082055121632,1.5699999999999932,2.079999999999984,470.97347546512054,483.6377192982456,,,0,484.2315789473684,496.30196313137066,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,487.5579999999999,68.33215066772476,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,77.31253443266213,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,68.33215066772476,510.56525490111693,425.2572450988831,486.2348711823872,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,488.841111111111,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,487.5579999999999,488.32066666666657,488.66999999999996,488.86375,487.7653846153846,,726.557675,False,0
19,2021-05-21 01:35:00+00:00,488.21,492.58,487.74,490.78,610.4783,0,0,AAVE/USDT,,,,,,0,472.67314834882734,11.885851651172686,2.1999999999999886,3.0399999999999636,471.28568353850807,483.9741666666667,,,0,484.559,496.6626497948253,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,488.0559999999999,70.8549205946722,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,77.15593975370827,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,70.8549205946722,510.56525490111693,425.2572450988831,486.93412176971225,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,465.1766400000001,490.3737080000001,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,488.90444444444427,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,488.0559999999999,488.0366666666666,488.86375,488.89425,488.4592307692307,485.7020192307692,683.808325,False,0
20,2021-05-21 01:40:00+00:00,490.95,494.34,490.32,492.1,902.1864,0,0,AAVE/USDT,,,,,,0,472.87477573050495,12.043319507590297,1.32000000000005,1.7800000000000296,473.05179557189126,484.9753333333334,,,0,484.91809523809525,496.8988710947756,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,53.892167077198124,425.2572450988831,510.56525490111693,down,,,489.22599999999994,72.28171489742404,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,493.9223891447341,524.283030287523,545.6976500000001,53.892167077198124,510.56525490111693,425.2572450988831,,77.08627488859406,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,,,,545.6976500000001,False,72.28171489742404,510.56525490111693,425.2572450988831,487.7288722666796,,False,0,,,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,,0.0,465.9720000000001,491.2121500000001,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,489.22333333333313,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,473.69922060133854,493.9223891447341,524.283030287523,53.892167077198124,510.56525490111693,425.2572450988831,0,2021-05-21 00:00:00+00:00,466.85,492.61,464.94,489.23,11823.8948,474.3029614212244,493.9223891447341,517.6820697468007,524.283030287523,494.7960000000001,545.6976500000001,53.892167077198124,436.80691576859374,468.79650000000004,500.78608423140633,,489.22599999999994,488.2799999999999,489.24249999999995,488.92449999999997,489.1430769230769,486.56278846153845,673.9368,False,0
