candidate_id,coin_phase,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-trend,bear_trend,12,12,0,2.89084457,0.00191640157974,9,2.90622305,0.01537848,1261.25,8,188.97986342,0.75
ADXDM-trend,bull_trend,157,157,0,-52.87085887,-0.00242040482706,111,112.18013569,165.05099456,2853.02547771,95,0.679669552971,0.707006369427
ADXDM-trend,high_vol_shock,22,22,0,31.73125953,0.0109743837509,16,31.75246942,0.02120989,404.090909091,16,1497.05959908,0.727272727273
ADXDM-trend,range_choppy,36,36,0,47.8253637,0.010366960409,30,47.87989041,0.05452671,2532.22222222,28,878.099749829,0.833333333333
ADXDM-trend,range_quiet,43,43,0,0.06076643,0.000386600454332,35,35.25609486,35.19532843,1181.74418605,37,1.00172654817,0.813953488372
ADXDM-trend,transition,54,54,0,44.09520623,0.00627220460739,43,44.15809074,0.06288451,887.222222222,43,702.20934758,0.796296296296
ADXMomentum-trend,bear_trend,5,5,0,6.05461342,0.00997118587139,5,6.05461342,0,72,1,,1
ADXMomentum-trend,bull_trend,8,8,0,-9.54574365,-0.00962823466823,5,6.09275406,15.63849771,577.5,8,0.389599702797,0.625
ADXMomentum-trend,high_vol_shock,1,1,0,-14.51265633,-0.117851934421,0,0,14.51265633,3360,1,0,0
ADXMomentum-trend,range_choppy,1,1,0,1.23946179,0.00999375516342,1,1.23946179,0,420,1,,1
ADXMomentum-trend,transition,6,6,0,3.48015305,0.0047441570131,5,6.11050826,2.63035521,240,5,2.32307341486,0.833333333333
ADX_15M_USDT-trend,bear_trend,136,136,0,37.87909654,0.00247840368337,94,102.93834536,65.05924882,2353.34558824,82,1.58222462182,0.691176470588
ADX_15M_USDT-trend,bull_trend,1336,1336,0,-228.60530333,-0.00156494637859,911,1062.02657072,1290.63187405,1566.15269461,516,0.822873347601,0.681886227545
ADX_15M_USDT-trend,high_vol_shock,337,337,0,-307.85540363,-0.00841499965027,225,516.9642583,824.81966193,834.703264095,134,0.626760347941,0.66765578635
ADX_15M_USDT-trend,range_choppy,322,322,0,-60.45786222,-0.00198100333645,212,263.33828288,323.7961451,1683.40062112,182,0.813284181622,0.658385093168
ADX_15M_USDT-trend,range_quiet,259,259,0,-1.63857194,-7.4544190807e-05,180,157.51088301,159.14945495,2457.39382239,149,0.989704193831,0.694980694981
ADX_15M_USDT-trend,transition,455,455,0,-37.36813697,-0.00238849994629,299,349.98233877,387.35047574,2088.75824176,274,0.903528872919,0.657142857143
ASDTSRockwellTrading-trend,bear_trend,527,527,0,-59.62801116,-0.00206785691988,136,60.52998531,120.15799647,42.7229601518,32,0.503753283912,0.258064516129
ASDTSRockwellTrading-trend,bull_trend,5796,5796,0,-486.29900018,-0.00185098395453,1467,506.46377457,992.76277475,44.0795376121,172,0.510155887641,0.253105590062
ASDTSRockwellTrading-trend,high_vol_shock,3231,3231,0,-61.08997601,-0.00195971314637,983,160.22793075,221.31790676,40.3977096874,81,0.72397183353,0.304240173321
ASDTSRockwellTrading-trend,range_choppy,1516,1516,0,-107.29343319,-0.00194220373921,376,81.01813201,188.3115652,44.4129287599,91,0.430234499532,0.248021108179
ASDTSRockwellTrading-trend,range_quiet,742,742,0,-64.40246219,-0.00220148628739,141,36.38248434,100.78494653,43.679245283,37,0.36099125507,0.190026954178
ASDTSRockwellTrading-trend,transition,2043,2043,0,-186.97019191,-0.00201928691185,512,162.04316406,349.01335597,44.6696035242,108,0.464289292339,0.250611845326
AdaptiveRegime-trend,bear_trend,46,1,45,-252.3172689,-0.028643456247,18,292.54224091,544.85950981,23853.9130435,28,0.536913159526,0.391304347826
AdaptiveRegime-trend,bull_trend,40,40,0,335.28121459,0.082542865255,15,726.06040651,390.77919192,47268,34,1.85798123729,0.375
AdaptiveRegime-trend,high_vol_shock,25,13,12,-310.93618096,-0.0680297476747,5,265.99826133,576.93444229,17568,20,0.461054570211,0.2
AdaptiveRegime-trend,range_choppy,15,9,6,-2.90200794,0.0118504803165,6,122.57697393,125.47898187,34176,15,0.976872557485,0.4
AdaptiveRegime-trend,range_quiet,11,11,0,185.14705511,0.166552643749,5,316.95409328,131.80703817,59170.9090909,11,2.40468261544,0.454545454545
AdaptiveRegime-trend,transition,38,28,10,391.36348381,0.0932759671892,16,840.23888221,448.8753984,31566.3157895,34,1.87187554766,0.421052631579
AlmgrenChrissStrategy-trend,bear_trend,2150,152,1998,-296.60747526,-0.000312078030046,1530,2450.72013434,2747.3276096,1783.47209302,546,0.892037820963,0.711627906977
AlmgrenChrissStrategy-trend,bull_trend,1970,1834,136,258.45856922,0.00177454794955,1489,2672.68767033,2414.22910111,1709.91624365,528,1.10705635563,0.755837563452
AlmgrenChrissStrategy-trend,high_vol_shock,2820,1146,1674,-162.09110047,0.000398179299119,2127,4481.01209756,4643.10319803,506.239361702,442,0.96508992078,0.754255319149
AlmgrenChrissStrategy-trend,range_choppy,730,449,281,99.74233204,0.00190027991429,498,714.92275181,615.18041977,1699.25342466,345,1.16213508889,0.682191780822
AlmgrenChrissStrategy-trend,range_quiet,355,316,39,-24.39330453,-0.000746215015301,239,255.53844504,279.93174957,2539.77464789,151,0.912859814696,0.67323943662
AlmgrenChrissStrategy-trend,transition,1138,677,461,-75.58095082,0.000114059094059,781,1117.73373106,1193.31468188,1764.80667838,488,0.936663017754,0.686291739895
BBMod-trend,bear_trend,76,76,0,48.2611716,0.00374256615943,58,106.0974803,57.8363087,36.0526315789,31,1.83444418713,0.763157894737
BBMod-trend,bull_trend,784,784,0,279.01026539,0.00217191294829,528,1145.72337812,866.71311273,38.4757653061,203,1.32191766952,0.673469387755
BBMod-trend,high_vol_shock,794,794,0,282.76931515,0.00243174742338,531,1431.33863443,1148.56931928,37.1284634761,128,1.24619264193,0.668765743073
BBMod-trend,range_choppy,174,174,0,78.00225624,0.00359498321485,116,235.97990747,157.97765123,40.7471264368,77,1.49375500669,0.666666666667
BBMod-trend,range_quiet,72,72,0,228.1626187,0.0168971044325,48,371.31020336,143.14758466,40.9027777778,32,2.59389778907,0.666666666667
BBMod-trend,transition,189,189,0,44.89137435,0.00171600240943,124,308.69958076,263.80820641,39.3915343915,96,1.17016670922,0.656084656085
