strategy,repo,implementation_id,run_profile,provenance,repair_class,eligibility_status,direction,logic,speed,complexity,exit_style,dca,informative,timeframe,stoploss,regime_hypothesis,measured,dropped_at,os_total,os_market,beats_bh,os_trades,indicators
RegimeFilterStrategy,Bananajoexxc/RegimeFilterStrategy-Freqtrade,RegimeFilterStrategy:11c48354d533,futures_long_short,original,,eligible,long_short,trend_following,intraday,simple,roi,False,False,1h,-0.05,bear+range,True,G0_measured,,,,,EMA|SMA
AdvancedRiskFilterStrategy,DonaldSimpson/remora-freqtrade,AdvancedRiskFilterStrategy:bcb660284ad4,spot_long,original,,ineligible,long_only,unclear,scalp,simple,roi,True,False,5m,-0.1,undetermined,False,G0_measured,,,,,
SimpleRiskFilterStrategy,DonaldSimpson/remora-freqtrade,SimpleRiskFilterStrategy:349288612da4,spot_long,original,,ineligible,long_only,unclear,scalp,simple,signal_only,False,False,5m,,undetermined,False,G0_measured,,,,,
MacdStrategy,DutchCryptoDad/FreqtradeBotStrategyDevelopmentForBeginners,MacdStrategy:e06777de204f,spot_long,original,,eligible,long_only,momentum,position,simple,roi,False,False,1d,-0.1,bull,True,G2_is_pos,237.07,352.61,False,351,MACD
MyStrategyTemplate,DutchCryptoDad/FreqtradeBotStrategyDevelopmentForBeginners,MyStrategyTemplate:2a53430c587a,spot_long,original,,ineligible,long_only,unclear,scalp,simple,roi,False,False,5m,-0.1,undetermined,False,G0_measured,,,,,
SmaRsiStrategy,DutchCryptoDad/FreqtradeBotStrategyDevelopmentForBeginners,SmaRsiStrategy:d2d0c1e93cee,spot_long,original,,ineligible,long_only,hybrid,position,simple,roi,False,False,1d,-0.1,undetermined,True,G3_is_sig,361.48,352.61,True,490,RSI|SMA
SampleStrategy,DutchCryptoDad/FreqtradeBotStrategyDevelopmentForBeginners,SampleStrategy:3ec261a86d86,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,True,5m,-0.1,high_vol,True,G2_is_pos,-96.76,346.34,False,9619,ADX|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
ASDTSRockwellTrading,Foxel05/freqtrade-stuff,ASDTSRockwellTrading:a8bfcc43a306,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-96.57,346.34,False,13654,MACD
BBRSI,Foxel05/freqtrade-stuff,BBRSI:8a5058ea5a2e,spot_long,original,,ineligible,long_only,mean_reversion,unknown,simple,roi,False,False,,-0.3639404146663022,range,False,G0_measured,,,,,RSI|bollinger_bands
BigZ04_TSL4,Foxel05/freqtrade-stuff,BigZ04_TSL4:51f93fa45411,spot_long,original,,eligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,-71.49,346.34,False,1277,ATR|EMA|MACD|RSI|SMA|bollinger_bands
BinHV45,Foxel05/freqtrade-stuff,BinHV45:dad74375f7b6,spot_long,original,,ineligible,long_only,volatility,scalp,simple,roi,False,False,1m,-0.05,high_vol,True,G2_is_pos,-27.83,347.94,False,626,bollinger_bands
Combined_NFIv7_SMA,Foxel05/freqtrade-stuff,Combined_NFIv7_SMA:cc7aa357999a,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,False,True,5m,-0.99,bull,True,G7_recursive,188.0,346.34,False,698,EMA|MFI|RSI|SMA|bollinger_bands|zema
Dimond,Foxel05/freqtrade-stuff,Dimond:4376ba0fb9f4,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,False,5m,-0.241,bull,True,G0_measured,,,,,SMA
ElliotV7,Foxel05/freqtrade-stuff,ElliotV7:33e3212d178f,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.32,bull,True,G6_lookahead,51.53,346.34,False,442,EMA|MACD|RSI|SMA|bollinger_bands
Elliotv8,Foxel05/freqtrade-stuff,Elliotv8:8881381c69d4,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.32,bull,True,G6_lookahead,80.17,346.34,False,500,EMA|RSI|SMA
ElliotV8_original_ichiv3,Foxel05/freqtrade-stuff,ElliotV8_original_ichiv3:348d96d3ab08,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.08,bull,True,G3_is_sig,89.0,346.34,False,1215,EMA|RSI|SMA
Inverse,Foxel05/freqtrade-stuff,Inverse:28baa0e82861,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,1h,-0.2,bull,True,G3_is_sig,30.78,348.67,False,2021,ADX|ATR|CCI|EMA|MINUS_DI|PLUS_DI|WMA
InverseV2,Foxel05/freqtrade-stuff,InverseV2:cff8f7be447a,spot_long,original,,ineligible,long_only,trend_following,intraday,moderate,trailing+roi,False,True,1h,-0.2,bull,True,G3_is_sig,32.29,348.67,False,791,ADX|ATR|CCI|EMA|MINUS_DI|PLUS_DI|WMA
MacheteV8b,Foxel05/freqtrade-stuff,MacheteV8b:03e93809d877,spot_long,original,,ineligible,long_only,trend_following,intraday,complex,custom+roi,False,True,15m,-0.1,bull,False,G0_measured,,,,,ADX|ATR|CCI|EMA|MACD|MINUS_DI|MOM|PLUS_DI|ROC|RSI|SAR|SMA|STOCHF|TEMA|bollinger_bands|ichimoku|zema
MultiMA_TSL,Foxel05/freqtrade-stuff,MultiMA_TSL:7e8f8a956c7f,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.15,bull,False,G0_measured,,,,,EMA|RSI|TRIMA|zema
MultiOffsetLamboV0,Foxel05/freqtrade-stuff,MultiOffsetLamboV0:e23c904ac28e,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,roi,False,True,5m,-0.5,bull,True,G1_trades,33.84,346.34,False,174,EMA
NASOSv4,Foxel05/freqtrade-stuff,NASOSv4:95f4a4295729,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.15,bull,True,G6_lookahead,235.25,346.34,False,1093,EMA|RSI|SMA
Nostalgia,Foxel05/freqtrade-stuff,Nostalgia:e471c36ab08b,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,107.43,346.34,False,609,EMA|MFI|RSI|SMA|STOCHRSI|WMA|bollinger_bands|vwma|williams_r|zema
NostalgiaForInfinityNext,Foxel05/freqtrade-stuff,NostalgiaForInfinityNext:6699a897dded,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|ROC|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
NostalgiaForInfinityV5MultiOffsetAndHO,Foxel05/freqtrade-stuff,NostalgiaForInfinityV5MultiOffsetAndHO:c45e11c692e5,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G3_is_sig,125.27,346.34,False,1410,EMA|MFI|RSI|SMA|bollinger_bands
NotAnotherSMAOffSetStrategy_V2,Foxel05/freqtrade-stuff,NotAnotherSMAOffSetStrategy_V2:be38c0ea3f29,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.35,bull,True,G0_measured,,,,,EMA|RSI|SMA
NotAnotherSMAOffsetStrategyHOv3,Foxel05/freqtrade-stuff,NotAnotherSMAOffsetStrategyHOv3:b083a1a126cd,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.3,bull,True,G3_is_sig,120.87,346.34,False,647,EMA|RSI|SMA
NotAnotherSMAOffsetStrategyLite,Foxel05/freqtrade-stuff,NotAnotherSMAOffsetStrategyLite:bd75cf33eb1e,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,5m,-0.1,bull,True,G7_recursive,96.95,346.34,False,1094,EMA
NotAnotherSMAOffsetStrategyModHO,Foxel05/freqtrade-stuff,NotAnotherSMAOffsetStrategyModHO:7c14f6484461,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.32,bull,True,G3_is_sig,50.12,346.34,False,985,ADX|EMA|MINUS_DI|PLUS_DI|RSI|SMA
NotAnotherSMAOffsetStrategy_uzi,Foxel05/freqtrade-stuff,NotAnotherSMAOffsetStrategy_uzi:0cda61e3ee00,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,False,5m,-0.07,bull,True,G6_lookahead,32.47,346.34,False,529,EMA|RSI|SMA
NotAnotherSMAOffsetStrategy_uzi3,Foxel05/freqtrade-stuff,NotAnotherSMAOffsetStrategy_uzi3:b97d05116399,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,False,5m,-0.1,bull,True,G3_is_sig,137.43,346.34,False,954,EMA|RSI|SMA|bollinger_bands
Obelisk_Ichimoku_ZEMA_v1,Foxel05/freqtrade-stuff,Obelisk_Ichimoku_ZEMA_v1:7a1b81b4df70,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,moderate,roi,False,True,5m,-0.294,bull,False,G0_measured,,,,,ATR|ichimoku|zema
RalliV1,Foxel05/freqtrade-stuff,RalliV1:e3021aa4639b,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.3,bull,True,G6_lookahead,93.38,346.34,False,511,EMA|RSI|SMA
RaposaDivergenceV1,Foxel05/freqtrade-stuff,RaposaDivergenceV1:ee9a86daf635,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,trailing+roi,False,False,5m,-0.3,range,False,G0_measured,,,,,RSI
SMAOG,Foxel05/freqtrade-stuff,SMAOG:5909c02736a7,spot_long,original,,eligible,long_only,hybrid,scalp,simple,trailing+roi,False,False,5m,-0.23,undetermined,True,G6_lookahead,38.56,346.34,False,433,EMA|RSI
SMAOffsetProtectOptV1,Foxel05/freqtrade-stuff,SMAOffsetProtectOptV1:7c32c9693d44,spot_long,original,,ineligible,long_only,hybrid,scalp,moderate,roi,False,True,5m,-0.15,undetermined,True,G1_trades,69.04,346.34,False,181,EMA|RSI
Macd,Foxel05/freqtrade-stuff,Macd:446ed2df0ec1,spot_long,original,,ineligible,long_only,momentum,intraday,simple,custom,False,True,1h,-0.1,bull,True,G3_is_sig,325.35,348.67,False,825,MACD
MyStratV1,Foxel05/freqtrade-stuff,MyStratV1:5f95a1cf1609,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G3_is_sig,110.13,346.34,False,513,EMA|MFI|RSI|SMA|bollinger_bands|zema
AdaptiveRenkoStrategy,HeyMrRobot/Freqtrade-Adaptive-Renko-Strategy,AdaptiveRenkoStrategy:b1efced546db,futures_long_short,original,,ineligible,long_short,ml_freqai,scalp,simple,signal_only,False,True,3m,,bear+range,False,G0_measured,,,,,
NotAnotherSMAOffsetStrategy,Juusseli/Trade,NotAnotherSMAOffsetStrategy:133148024e56,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.35,bull,True,G6_lookahead,139.57,346.34,False,683,EMA|RSI|SMA
FTT_DWT_FBB_FUTURES,Lijunnan0113/Lijunnan0113-Lijunnan_Freqtrade_Strategy,FTT_DWT_FBB_FUTURES:afe6cdaf156b,futures_long_short,repaired,class2,ineligible,long_short,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bear+range,True,G0_measured,,,,,ADX|MACD|RSI|bollinger_bands|williams_r
BinClucMadSMADevelop,MMR-19/freqtrade-strategies,BinClucMadSMADevelop:38f0320c8f90,spot_long,original,,ineligible,long_only,breakout,scalp,complex,custom+trailing+roi,False,True,5m,-0.228,transition+high_vol,False,G0_measured,,,,,ATR|EMA|MFI|RSI|SMA|bollinger_bands
EI3v2_tag_cofi_green,MMR-19/freqtrade-strategies,EI3v2_tag_cofi_green:347903c0df5c,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+trailing+roi,True,True,5m,-0.99,bull,True,G3_is_sig,831.52,346.34,True,2628,ADX|EMA|RSI|SMA|STOCHF|zema
MultiMA_TSL5,MMR-19/freqtrade-strategies,MultiMA_TSL5:389505ebb118,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,roi,False,True,5m,-0.1,bull,False,G0_measured,,,,,ATR|DEMA|EMA|SMA|T3|TEMA|WMA|vwma|zema
NotAnotherSMAOffsetStrategyHO,MMR-19/freqtrade-strategies,NotAnotherSMAOffsetStrategyHO:163e1320d188,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.35,bull,True,G6_lookahead,269.2,346.34,False,720,EMA|RSI|SMA
tesla4,MMR-19/freqtrade-strategies,tesla4:229cf5faac5f,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.15,bull,True,G0_measured,,,,,EMA|RSI|SMA|bollinger_bands
tesla7,MMR-19/freqtrade-strategies,tesla7:00c21c324a08,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,moderate,trailing+roi,False,True,5m,-0.15,bull,True,G0_measured,,,,,EMA|RSI|SMA|bollinger_bands
AdxSmasS,MelvynClark/Freqtrade-Strategy,AdxSmasS:c6ec923fd109,futures_short,original,,ineligible,short_only,trend_following,intraday,simple,roi,False,False,1h,-0.25,bear+range,True,G0_measured,,,,,ADX|SMA
AwesomeMacd,MelvynClark/Freqtrade-Strategy,AwesomeMacd:cd96564fec14,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.25,bull,True,G2_is_pos,-42.77,348.67,False,3158,ADX|MACD
AwesomeMacdS,MelvynClark/Freqtrade-Strategy,AwesomeMacdS:8ccbb0588a3c,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.25,bull,False,G0_measured,,,,,ADX|MACD
FOttStrategy,MelvynClark/Freqtrade-Strategy,FOttStrategy:6825ddc4bb1e,futures_long_short,original,,pending_diagnostics,long_short,trend_following,intraday,simple,trailing+roi,False,False,15m,-0.265,bear+range,True,G0_measured,,,,,ADX
FSupertrendStrategyBTC,MelvynClark/Freqtrade-Strategy,FSupertrendStrategyBTC:166789d38800,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,False,1h,-0.265,bull,False,G0_measured,,,,,SMA|TRANGE|supertrend
FSupertrendStrategyETH,MelvynClark/Freqtrade-Strategy,FSupertrendStrategyETH:1431b0900647,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,trailing+roi,False,False,1h,-0.265,bull,False,G0_measured,,,,,SMA|TRANGE|supertrend
MACDRS,MelvynClark/Freqtrade-Strategy,MACDRS:9bfb781a26cb,futures_long_short,original,,ineligible,long_short,momentum,scalp,simple,roi,False,False,5m,-0.04032,bear+range,True,G0_measured,,,,,EMA|MACD|RSI
MACDRL,MelvynClark/Freqtrade-Strategy,MACDRL:bfe6537cf2a6,futures_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.04032,bull,True,G0_measured,,,,,EMA|MACD|RSI
MACDStrategyADA,MelvynClark/Freqtrade-Strategy,MACDStrategyADA:10fe039bf4c0,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
MACDStrategyAVAX,MelvynClark/Freqtrade-Strategy,MACDStrategyAVAX:99caf98ab9bd,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
MACDStrategyBTC,MelvynClark/Freqtrade-Strategy,MACDStrategyBTC:0f82e3251478,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
MACDStrategyENJ,MelvynClark/Freqtrade-Strategy,MACDStrategyENJ:f81a4ca780d7,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
MACDStrategyETC,MelvynClark/Freqtrade-Strategy,MACDStrategyETC:0a33db88c825,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
MACDStrategySOL,MelvynClark/Freqtrade-Strategy,MACDStrategySOL:72005a2d344a,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
MACDStrategyXRP,MelvynClark/Freqtrade-Strategy,MACDStrategyXRP:1d2e080ab020,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.3,bull,True,G2_is_pos,-67.49,346.34,False,5779,CCI|MACD
NostalgiaForInfinityX,MelvynClark/Freqtrade-Strategy,NostalgiaForInfinityX:526c611cc04a,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
ReinforcedSmoothScalp,MelvynClark/Freqtrade-Strategy,ReinforcedSmoothScalp:583e7138ae98,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,False,15m,-0.1,range,True,G3_is_sig,6.91,345.85,False,542,ADX|CCI|EMA|MFI|RSI|SMA|STOCHF|bollinger_bands
ReinforcedSmoothScalpS,MelvynClark/Freqtrade-Strategy,ReinforcedSmoothScalpS:9de7fb8e74a2,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,False,15m,-0.1,range,False,G0_measured,,,,,ADX|CCI|EMA|MFI|RSI|SMA|STOCHF|bollinger_bands
SimpleHopt,MelvynClark/Freqtrade-Strategy,SimpleHopt:d55cca4892b5,spot_long,original,,ineligible,long_only,momentum,scalp,simple,roi,False,False,5m,-0.25,bull,True,G2_is_pos,-96.82,346.34,False,11974,MACD|RSI|bollinger_bands
SimpleHopt1Along,MelvynClark/Freqtrade-Strategy,SimpleHopt1Along:bdcc718a4b96,spot_long,original,,ineligible,long_only,momentum,swing,simple,roi,False,False,4h,-0.25,bull,True,G2_is_pos,-78.22,340.8,False,3494,MACD|RSI|bollinger_bands
SimpleHopt1Ashort,MelvynClark/Freqtrade-Strategy,SimpleHopt1Ashort:6ac2dafe92e0,futures_short,original,,ineligible,short_only,momentum,position,simple,roi,False,False,1d,-0.1,bear+range,True,G0_measured,,,,,MACD|RSI|bollinger_bands
SimpleHoptS,MelvynClark/Freqtrade-Strategy,SimpleHoptS:0885a7330df3,futures_short,original,,ineligible,short_only,momentum,position,simple,roi,False,False,1d,-0.1,bear+range,True,G0_measured,,,,,MACD|RSI|bollinger_bands
RLStrategy,Mohamed-sm/Freqtrade-RLStrategy-IA,RLStrategy:bbe2043d5545,spot_long,original,,ineligible,long_only,ml_freqai,intraday,simple,custom+roi,False,False,1h,-0.051,undetermined,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|EMA|MACD|MFI|ROC|RSI|SMA|STOCH|WILLR
ADXMomentum,PeetCrypto/freqtrade-stuff,ADXMomentum:bdbfd15a521c,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.25,bull,True,G1_trades,-3.84,348.67,False,63,ADX|MINUS_DI|MOM|PLUS_DI|SAR
ADX_15M_USDT,PeetCrypto/freqtrade-stuff,ADX_15M_USDT:1cf6c1e674ba,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.1255,bull,False,G0_measured,,,,,ADX|MINUS_DI|MOM|PLUS_DI|SAR
ActionZone,PeetCrypto/freqtrade-stuff,ActionZone:6f446b83a7a7,spot_long,original,,ineligible,long_only,trend_following,position,simple,custom+roi,False,True,1d,-1.0,bull,True,G3_is_sig,203.8,352.61,False,464,EMA
AdxSmas,PeetCrypto/freqtrade-stuff,AdxSmas:21c5d2067b68,spot_long,original,,pending_diagnostics,long_only,trend_following,intraday,simple,roi,False,False,1h,-0.25,bull,True,G2_is_pos,-82.85,348.67,False,5474,ADX|SMA
AlligatorStrat,PeetCrypto/freqtrade-stuff,AlligatorStrat:0f9f93fc281f,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.2,bull,False,G0_measured,,,,,MACD|SMA
AlligatorStrategy,PeetCrypto/freqtrade-stuff,AlligatorStrategy:f8dd6abec007,spot_long,original,,ineligible,long_only,unclear,intraday,moderate,roi,False,True,1h,-0.99,undetermined,True,G5_os_sig,629.58,348.67,True,1495,
Apollo11,PeetCrypto/freqtrade-stuff,Apollo11:94be9ac12c9e,spot_long,original,,ineligible,long_only,breakout,intraday,simple,custom+roi,False,False,15m,-0.16,transition+high_vol,True,G2_is_pos,-96.67,345.85,False,4883,ATR|EMA|SMA|bollinger_bands
AutoArimaTripleV1,PeetCrypto/freqtrade-stuff,AutoArimaTripleV1:28658be5735d,spot_long,original,,ineligible,long_only,unclear,scalp,simple,roi,False,True,5m,-0.1,undetermined,False,G0_measured,,,,,
AverageStrategy,PeetCrypto/freqtrade-stuff,AverageStrategy:de84f5e8ddc6,spot_long,original,,pending_diagnostics,long_only,trend_following,swing,simple,roi,False,False,4h,-0.2,bull,True,G3_is_sig,340.05,340.8,False,2275,EMA
BBRSIOptimizedStrategy,PeetCrypto/freqtrade-stuff,BBRSIOptimizedStrategy:6665da53c362,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,True,5m,-0.295,range,True,G2_is_pos,-96.28,346.34,False,25949,RSI|bollinger_bands
BBRSITV,PeetCrypto/freqtrade-stuff,BBRSITV:c10374dfd4d5,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,False,5m,-0.25,bull,True,G3_is_sig,35.43,346.34,False,353,EMA|RSI|SMA|vwma
BB_RPB_3c,PeetCrypto/freqtrade-stuff,BB_RPB_3c:9fef5712313e,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,False,True,5m,-0.99,high_vol,False,G0_measured,,,,,ADX|CCI|EMA|MFI|ROCR|RSI|SMA|STOCHF|T3|bollinger_bands|williams_r
BB_RPB_TSL,PeetCrypto/freqtrade-stuff,BB_RPB_TSL:875dd8fd2b6f,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_BIV1,PeetCrypto/freqtrade-stuff,BB_RPB_TSL_BIV1:b5d7bc12de5f,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_BI,PeetCrypto/freqtrade-stuff,BB_RPB_TSL_BI:4af2eaa00931,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_RNG,PeetCrypto/freqtrade-stuff,BB_RPB_TSL_RNG:841148b7f976,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,complex,custom+roi,False,True,5m,-0.99,range,True,G6_lookahead,124.67,346.34,False,677,ADX|CCI|EMA|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|williams_r
BB_RPB_TSL_RNG_TBS,PeetCrypto/freqtrade-stuff,BB_RPB_TSL_RNG_TBS:9b4f2bf2615e,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,complex,custom+roi,False,True,5m,-0.99,range,True,G6_lookahead,124.67,346.34,False,677,ADX|CCI|EMA|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|williams_r
BB_RPB_TSL_RNG_TBS_GOLD,PeetCrypto/freqtrade-stuff,BB_RPB_TSL_RNG_TBS_GOLD:2618c192ea74,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,complex,custom+roi,False,True,5m,-0.049,range,True,G3_is_sig,-29.2,346.34,False,852,ADX|CCI|EMA|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|williams_r
BB_RPB_TSL_SMA_Tranz,PeetCrypto/freqtrade-stuff,BB_RPB_TSL_SMA_Tranz:f0029fe193f5,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.13,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MAMA|MFI|MINUS_DI|MOM|PLUS_DI|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|TRIMA|WMA|bollinger_bands|vwma|williams_r
BB_RSI,PeetCrypto/freqtrade-stuff,BB_RSI:8fc62c11510d,spot_long,original,,ineligible,long_only,mean_reversion,unknown,simple,trailing+roi,False,True,,-0.06491,range,False,G0_measured,,,,,RSI|bollinger_bands
BB_Strategy04,PeetCrypto/freqtrade-stuff,BB_Strategy04:2a6015204750,spot_long,original,,ineligible,long_only,mean_reversion,unknown,simple,roi,False,True,,-0.32530922906811843,range,False,G0_measured,,,,,RSI|bollinger_bands
BBands,PeetCrypto/freqtrade-stuff,BBands:6cffd3840a23,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,moderate,roi,False,True,1m,-0.05,bull,True,G0_measured,,,,,ADX|EMA|MACD|MFI|RSI|SAR|STOCHF|TEMA|bollinger_bands
BBandsRSI,PeetCrypto/freqtrade-stuff,BBandsRSI:23f70d40e77a,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,False,5m,-0.15,range,True,G2_is_pos,-96.68,346.34,False,14525,RSI|bollinger_bands
BbRoi,PeetCrypto/freqtrade-stuff,BbRoi:220417917186,spot_long,original,,ineligible,long_only,volatility,unknown,simple,trailing+roi,False,False,,-0.23701,high_vol,False,G0_measured,,,,,EMA|RSI|bollinger_bands
BbandRsi,PeetCrypto/freqtrade-stuff,BbandRsi:90324695a35b,spot_long,repaired,class1,pending_diagnostics,long_only,mean_reversion,scalp,simple,roi,False,False,1m,-0.25,range,True,G0_measured,,,,,RSI|bollinger_bands
BbandRsiRolling,PeetCrypto/freqtrade-stuff,BbandRsiRolling:5e85e7186701,spot_long,original,,pending_diagnostics,long_only,mean_reversion,scalp,simple,roi,False,False,5m,-0.08,range,True,G2_is_pos,-93.77,346.34,False,14075,RSI|bollinger_bands
BcmbigzDevelop,PeetCrypto/freqtrade-stuff,BcmbigzDevelop:b299be1e149d,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+trailing+roi,False,True,5m,-0.99,high_vol,False,G0_measured,,,,,ATR|EMA|MACD|MFI|RSI|SMA|bollinger_bands
BcmbigzV1,PeetCrypto/freqtrade-stuff,BcmbigzV1:bdf457464be5,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,93.71,346.34,False,1086,EMA|MACD|RSI|bollinger_bands
