strategy,repo,implementation_id,run_profile,provenance,repair_class,eligibility_status,direction,logic,speed,complexity,exit_style,dca,informative,timeframe,stoploss,regime_hypothesis,measured,dropped_at,os_total,os_market,beats_bh,os_trades,indicators
momentum,TheoBrigitte/freqtrade,momentum:5fc5ee322b43,futures_long_short,original,,eligible,long_short,unclear,scalp,simple,roi,False,False,5m,-0.1,bear+range,True,G0_measured,,,,,
momentum_long,TheoBrigitte/freqtrade,momentum_long:6dbc4878f4d6,spot_long,original,,eligible,long_only,unclear,scalp,simple,roi,False,False,5m,-0.1,undetermined,True,G2_is_pos,-96.76,346.34,False,12102,
momentum_rsi,TheoBrigitte/freqtrade,momentum_rsi:790d6063e148,futures_long_short,original,,eligible,long_short,mean_reversion,scalp,simple,roi,False,False,5m,-0.1,bear+range,True,G0_measured,,,,,RSI
momentum_wick,TheoBrigitte/freqtrade,momentum_wick:a8e0f2ee2d8d,futures_long_short,original,,eligible,long_short,unclear,scalp,simple,roi,False,False,5m,-0.1,bear+range,True,G0_measured,,,,,
ToTheMoon,TheoBrigitte/freqtrade,ToTheMoon:50166db0362c,futures_long_short,original,,ineligible,long_short,unclear,intraday,simple,roi,False,False,1h,-0.99,bear+range,True,G0_measured,,,,,
NostalgiaForInfinity772martinsk3,TheoBrigitte/freqtrade,NostalgiaForInfinity772martinsk3:cdde4efa3b84,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.99,bull,False,G0_measured,,,,,ATR|CCI|DEMA|EMA|MFI|RSI|SMA|STOCHRSI|T3|TEMA|WMA|bollinger_bands|ichimoku|vwma|williams_r|zema
NOTankAi_15,TheoBrigitte/freqtrade,NOTankAi_15:93b90bd991a1,futures_long,repaired,class1,ineligible,long_only,ml_freqai,intraday,complex,roi,True,True,15m,-0.99,undetermined,True,G0_measured,,,,,ATR|EMA|MACD|MFI|MINUS_DI|OBV|PLUS_DI|ROCR|RSI|SMA
NOTankAi_15_Cleaned,TheoBrigitte/freqtrade,NOTankAi_15_Cleaned:04db46ad4b4f,futures_long,original,,ineligible,long_only,trend_following,intraday,complex,roi,True,True,15m,-0.99,bull,True,G7_recursive,29748386.38,345.85,True,6773,ATR|MACD|MINUS_DI|PLUS_DI|RSI|SMA
NOTankAi_15_Cleaned_v2,TheoBrigitte/freqtrade,NOTankAi_15_Cleaned_v2:c34c93051a13,futures_long,original,,ineligible,long_only,trend_following,intraday,complex,roi,True,True,15m,-0.99,bull,True,G7_recursive,63645298.3,345.85,True,11207,ATR|MACD|MINUS_DI|PLUS_DI|RSI|SMA
BigTrader,TheoBrigitte/freqtrade,BigTrader:7b6f6aae6208,spot_long,original,,pending_diagnostics,long_only,trend_following,scalp,simple,trailing+roi,False,True,5m,-0.5,bull,True,G1_trades,68.55,346.34,False,143,SMA
QuickAdapterV3,TheoBrigitte/freqtrade,QuickAdapterV3:da6bc13bd369,spot_long,original,,ineligible,long_only,ml_freqai,unknown,moderate,custom+roi,False,False,,-0.04,undetermined,False,G0_measured,,,,,ADX|ATR|CCI|EMA|MACD|MFI|OBV|ROCR|RSI|bollinger_bands
Rsiqui,TheoBrigitte/freqtrade,Rsiqui:e0e432b6e003,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,False,5m,-0.25,range,True,G6_lookahead,410479.55,346.34,True,22472,RSI
RsiquiV2,TheoBrigitte/freqtrade,RsiquiV2:57911f40d127,futures_long_short,original,,ineligible,long_short,mean_reversion,scalp,simple,roi,False,False,5m,-0.05,bear+range,True,G0_measured,,,,,RSI
RsiquiV5,TheoBrigitte/freqtrade,RsiquiV5:5f030f084dd9,futures_long_short,original,,ineligible,long_short,mean_reversion,scalp,simple,roi,False,False,5m,-0.273,bear+range,True,G0_measured,,,,,RSI
RsiquiV5_long_only,TheoBrigitte/freqtrade,RsiquiV5_long_only:73a71825200a,futures_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,False,5m,-0.273,range,True,G6_lookahead,90.14,346.34,False,1257,RSI
slownsteady,TheoBrigitte/freqtrade,slownsteady:de4315a18cae,spot_long,repaired,class2,ineligible,long_only,breakout,scalp,simple,roi,False,False,5m,-0.25,transition+high_vol,False,G0_measured,,,,,ATR|RSI|SMA|bollinger_bands
SMAOffset_Hippocritical_dca,TheoBrigitte/freqtrade,SMAOffset_Hippocritical_dca:0c723f4afe6d,spot_long,original,,ineligible,long_only,hybrid,scalp,moderate,custom+roi,True,False,5m,-1.0,undetermined,True,G1_trades,9.72,346.34,False,191,EMA|RSI
SMAOffset_Hippocritical_dca_old,TheoBrigitte/freqtrade,SMAOffset_Hippocritical_dca_old:2cfd00c566a2,spot_long,original,,ineligible,long_only,hybrid,scalp,complex,custom+roi,True,True,5m,-1.0,undetermined,True,G1_trades,9.72,346.34,False,191,EMA|RSI
SMAOffset_Hippocritical_dca_protections,TheoBrigitte/freqtrade,SMAOffset_Hippocritical_dca_protections:931258cfdeb5,spot_long,original,,ineligible,long_only,hybrid,scalp,moderate,custom+roi,True,False,5m,-1.0,undetermined,True,G1_trades,9.72,346.34,False,191,EMA|RSI
SMAOffset_Hippocritical_dca_leverage,TheoBrigitte/freqtrade,SMAOffset_Hippocritical_dca_leverage:3e0741aa6ef0,futures_long,original,,ineligible,long_only,hybrid,scalp,moderate,custom+roi,True,False,5m,-1.0,undetermined,True,G1_trades,9.72,346.34,False,191,EMA|RSI
StarRise,TheoBrigitte/freqtrade,StarRise:3318e8714e28,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.998,bull,True,G6_lookahead,22.01,346.34,False,156,ADX|MAMA|ROC|RSI|SMA|bollinger_bands|williams_r
StarRise_strat,TheoBrigitte/freqtrade,StarRise_strat:dcb6b2744fc0,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.2,bull,True,G2_is_pos,0.92,346.34,False,182,ADX|MAMA|ROC|RSI|SMA|bollinger_bands|williams_r
StarRise_strat3,TheoBrigitte/freqtrade,StarRise_strat3:2cad4ff2351c,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.2,bull,True,G2_is_pos,40.14,346.34,False,966,ADX|MAMA|ROC|RSI|SMA|bollinger_bands|williams_r
Tank1Modulus,TheoBrigitte/freqtrade,Tank1Modulus:a12f5b7e883f,spot_long,original,,ineligible,long_only,volatility,intraday,complex,custom+roi,True,True,1h,-0.99,high_vol,True,G2_is_pos,20.16,348.67,False,506,ATR|EMA|MFI|OBV|ROCR|RSI|SMA
Tank5ModulusDCA,TheoBrigitte/freqtrade,Tank5ModulusDCA:b08e29a5f525,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,True,True,5m,-0.99,high_vol,False,G0_measured,,,,,ATR|EMA|MFI|OBV|ROCR|RSI|SMA
Tank5ModulusDCAV3,TheoBrigitte/freqtrade,Tank5ModulusDCAV3:9f8209f6ccd7,spot_long,original,,ineligible,long_only,volatility,scalp,complex,custom+roi,True,True,5m,-0.99,high_vol,False,G0_measured,,,,,ADX|ATR|CCI|EMA|MFI|OBV|ROC|ROCR|RSI|SMA|STOCH|TRANGE|ULTOSC|bollinger_bands
TrendFollowingStrategy,TheoBrigitte/freqtrade,TrendFollowingStrategy:5b587371c871,futures_long_short,original,,ineligible,long_short,unclear,scalp,simple,custom+trailing+roi,False,False,5m,-0.265,bear+range,True,G0_measured,,,,,OBV
new_turtle_roi,TheoBrigitte/freqtrade,new_turtle_roi:29ff0b406385,spot_long,original,,ineligible,long_only,volatility,position,simple,roi,False,True,1d,-0.3,high_vol,False,G0_measured,,,,,ATR
twinturboV8,TheoBrigitte/freqtrade,twinturboV8:a79e4a960b80,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.25,bull,True,G1_trades,12.69,346.34,False,107,EMA|RSI|SMA
twinturboV8_2,TheoBrigitte/freqtrade,twinturboV8_2:5afe4f4cb98c,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,True,True,5m,-0.25,bull,True,G1_trades,9.84,346.34,False,96,EMA|RSI|SMA
VolatilitySystem,TheoBrigitte/freqtrade,VolatilitySystem:d62c96946f4b,futures_long,original,,ineligible,long_only,volatility,intraday,simple,roi,True,False,1h,-1.0,high_vol,True,G3_is_sig,728.15,348.67,True,518,ATR
VolatilitySystemV2,TheoBrigitte/freqtrade,VolatilitySystemV2:604d9b2fc6e8,futures_long_short,original,,ineligible,long_short,volatility,intraday,simple,roi,True,False,1h,-1.0,bear+range,True,G0_measured,,,,,ATR
TRIWAVE,TheoBrigitte/freqtrade,TRIWAVE:3f1564192308,spot_long,original,,ineligible,long_only,trend_following,intraday,complex,custom+roi,True,True,15m,-0.25,bull,True,G2_is_pos,-77.47,345.85,False,2894,EMA|RSI|SMA
dualwave,TheoBrigitte/freqtrade,dualwave:21be3f4a214b,spot_long,repaired,class1,pending_diagnostics,long_only,trend_following,intraday,complex,custom+roi,True,True,15m,-0.25,bull,True,G0_measured,,,,,EMA|RSI|SMA
WTX3,TheoBrigitte/freqtrade,WTX3:f2b64e9b550c,futures_long_short,original,,ineligible,long_short,trend_following,scalp,simple,trailing+roi,False,False,5m,-0.7,bear+range,True,G0_measured,,,,,EMA|MACD|RSI|SMA
simple_patterns,TheoBrigitte/freqtrade,simple_patterns:9ee9bae231b2,spot_long,original,,ineligible,long_only,unclear,scalp,simple,trailing+roi,False,True,1m,-0.03,undetermined,False,G0_measured,,,,,
BinanceStream,TomtomEh/freqtrade-websocket,BinanceStream:d45467113bfd,spot_long,original,,ineligible,long_only,unclear,unknown,simple,signal_only,False,False,,,undetermined,False,G0_measured,,,,,
NWEv6,anakein/beastbotXB,NWEv6:f5a8cb3f37d7,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,bull,True,G2_is_pos,-94.16,346.34,False,6347,ATR|EMA
NWEv6_new,anakein/beastbotXB,NWEv6_new:643838521ab8,spot_long,original,,eligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,3m,-0.99,bull,True,G2_is_pos,-95.02,347.44,False,6239,ATR|EMA
chispei,botenesp/freqtrade_strategies,chispei:6b4e2cdd6976,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.32336,bull,False,G0_measured,,,,,MOM|SMA
ZaratustraDCA2_07,bustillo/freqtrade-strategies,ZaratustraDCA2_07:150220a876fd,futures_long_short,original,,ineligible,long_short,trend_following,scalp,moderate,roi,True,True,5m,-0.1,bear+range,True,G0_measured,,,,,ADX|ATR|MINUS_DI|PLUS_DI|SMA
ZaratustraDCA5,bustillo/freqtrade-strategies,ZaratustraDCA5:6dfc2e9a3565,futures_long_short,original,,ineligible,long_short,trend_following,scalp,moderate,custom+roi,True,False,5m,-0.08,bear+range,True,G0_measured,,,,,ADX|ATR|MINUS_DI|PLUS_DI|RSI|SMA
NostalgiaForInfinityX4,cyberjunky/freqtrade_strategy,NostalgiaForInfinityX4:1e74882784ff,futures_long,original,,ineligible,long_only,trend_following,scalp,complex,custom,True,True,5m,-0.99,bull,True,G0_measured,,,,,ATR|CCI|EMA|SMA|bollinger_bands|hma|rsi
ADX_15M_USDT2,davidzr/freqtrade-strategies,ADX_15M_USDT2:0d171b1a5053,spot_long,original,,ineligible,long_only,trend_following,unknown,simple,roi,False,False,,-0.31941,bull,False,G0_measured,,,,,ADX|MINUS_DI|MOM|PLUS_DI|SAR
AlwaysBuy,davidzr/freqtrade-strategies,AlwaysBuy:220546dcb09d,spot_long,original,,ineligible,long_only,unclear,scalp,simple,roi,False,False,5m,-0.2,undetermined,True,G2_is_pos,-96.88,346.34,False,21290,
BBMod1,davidzr/freqtrade-strategies,BBMod1:ff96498aa074,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BBRSI21,davidzr/freqtrade-strategies,BBRSI21:906ff2c0fd9a,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,trailing+roi,False,False,5m,-0.30054,range,True,G2_is_pos,-28.44,346.34,False,4470,RSI|bollinger_bands
BBRSI2,davidzr/freqtrade-strategies,BBRSI2:58f6a2d72a76,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,trailing+roi,False,False,1m,-0.2,range,True,G2_is_pos,-96.8,347.94,False,17503,RSI|bollinger_bands
BBRSI3366,davidzr/freqtrade-strategies,BBRSI3366:b03a199248ae,spot_long,original,,ineligible,long_only,volatility,scalp,simple,trailing+roi,False,False,5m,-0.33233,high_vol,True,G2_is_pos,-96.61,346.34,False,17230,RSI|SAR|bollinger_bands
BBRSI4cust,davidzr/freqtrade-strategies,BBRSI4cust:1ad9367b43fb,spot_long,original,,ineligible,long_only,volatility,intraday,simple,custom+roi,False,False,15m,-0.1,high_vol,True,G2_is_pos,-96.56,345.85,False,15005,PLUS_DI|RSI|bollinger_bands
BBRSINaiveStrategy,davidzr/freqtrade-strategies,BBRSINaiveStrategy:8898c71db5cc,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.1,range,True,G2_is_pos,-96.84,345.85,False,15483,RSI|bollinger_bands
BBRSIOptim2020Strategy,davidzr/freqtrade-strategies,BBRSIOptim2020Strategy:81bc9ab8f74d,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,True,5m,-0.331,range,True,G2_is_pos,-96.57,346.34,False,24935,RSI|bollinger_bands
BBRSIOptimStrategy,davidzr/freqtrade-strategies,BBRSIOptimStrategy:142c7cfcde66,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,roi,False,True,5m,-0.344,range,True,G2_is_pos,-37.99,346.34,False,8272,RSI|bollinger_bands
BBRSIS,davidzr/freqtrade-strategies,BBRSIS:9cbc9ac5b110,spot_long,repaired,class2,ineligible,long_only,volatility,unknown,simple,roi,False,True,,-0.99,high_vol,False,G0_measured,,,,,RSI|SMA|bollinger_bands
BBRSIStrategy,davidzr/freqtrade-strategies,BBRSIStrategy:cea3ffb8eacd,spot_long,original,,ineligible,long_only,mean_reversion,intraday,simple,roi,False,True,15m,-0.3603667187598833,range,True,G2_is_pos,-88.59,345.85,False,9664,RSI|bollinger_bands
bbrsi,davidzr/freqtrade-strategies,bbrsi:fc5269c71f80,spot_long,original,,ineligible,long_only,mean_reversion,swing,simple,roi,False,True,4h,-0.3603667187598833,range,True,G2_is_pos,-96.8,340.8,False,4306,RSI|bollinger_bands
BBRSIoriginal,davidzr/freqtrade-strategies,BBRSIoriginal:0b7f8f86963f,spot_long,original,,ineligible,long_only,mean_reversion,unknown,simple,roi,False,False,,-0.36828,range,False,G0_measured,,,,,RSI|bollinger_bands
BBRSIv2,davidzr/freqtrade-strategies,BBRSIv2:35ae832a0782,spot_long,original,,eligible,long_only,volatility,intraday,simple,custom+roi,False,False,15m,-0.99,high_vol,True,G2_is_pos,66.71,345.85,False,494,RSI|TEMA|bollinger_bands
BB_RPB_TSL_2,davidzr/freqtrade-strategies,BB_RPB_TSL_2:8d6f406ddaab,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,3m,-0.15,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_RNG_2,davidzr/freqtrade-strategies,BB_RPB_TSL_RNG_2:ca91ce1da4c1,spot_long,original,,ineligible,long_only,mean_reversion,scalp,complex,custom+roi,False,True,5m,-0.99,range,True,G7_recursive,126.98,346.34,False,675,ADX|CCI|EMA|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|williams_r
BB_RPB_TSL_RNG_VWAP,davidzr/freqtrade-strategies,BB_RPB_TSL_RNG_VWAP:983ffa958fda,spot_long,original,,ineligible,long_only,mean_reversion,scalp,complex,custom+roi,False,True,5m,-0.99,range,True,G7_recursive,99.52,346.34,False,1045,ADX|CCI|EMA|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|williams_r
BB_RPB_TSL_SMA_Tranz_TB_1_1_1,davidzr/freqtrade-strategies,BB_RPB_TSL_SMA_Tranz_TB_1_1_1:d73a9e81d3fb,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_SMA_Tranz_TB_MOD,davidzr/freqtrade-strategies,BB_RPB_TSL_SMA_Tranz_TB_MOD:89e772462440,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.15,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_Tranz,davidzr/freqtrade-strategies,BB_RPB_TSL_Tranz:f3ab5e0e637d,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BB_RPB_TSL_c7c477d_20211030,davidzr/freqtrade-strategies,BB_RPB_TSL_c7c477d_20211030:94144d76df36,spot_long,original,,ineligible,long_only,mean_reversion,scalp,complex,custom+roi,False,True,5m,-0.99,range,True,G3_is_sig,-4.7,346.34,False,350,ADX|CCI|EMA|RSI|SMA|STOCHF|STOCHRSI|bollinger_bands|ichimoku|williams_r
BB_RPB_TSLmeneguzzo,davidzr/freqtrade-strategies,BB_RPB_TSLmeneguzzo:316241193acc,spot_long,repaired,class2,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,False,G0_measured,,,,,ADX|ATR|BBANDS|CCI|DEMA|EMA|MFI|MOM|ROC|ROCR|RSI|SMA|STOCHF|STOCHRSI|T3|TEMA|TRANGE|WMA|bollinger_bands|vwma|williams_r|zema
BBlower,davidzr/freqtrade-strategies,BBlower:ef24be71cd83,spot_long,original,,ineligible,long_only,mean_reversion,scalp,simple,trailing+roi,False,True,5m,-0.13912,range,True,G2_is_pos,-57.51,346.34,False,1376,BBANDS|CMO|RSI|TEMA
Babico_SMA5xBBmid,davidzr/freqtrade-strategies,Babico_SMA5xBBmid:64846c265b53,spot_long,original,,ineligible,long_only,trend_following,position,simple,roi,False,False,1d,-0.99,bull,True,G1_trades,431.84,352.61,True,64,EMA|bollinger_bands
BigPete,davidzr/freqtrade-strategies,BigPete:d27f97d739e5,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,bull,True,G2_is_pos,-96.63,346.34,False,13236,ATR|EMA|MACD|RSI|SMA|bollinger_bands
BigZ0307HO,davidzr/freqtrade-strategies,BigZ0307HO:0a71c6f2bd04,spot_long,repaired,class1,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G0_measured,,,,,EMA|MACD|MFI|RSI|SMA|bollinger_bands|zema
BigZ03HO,davidzr/freqtrade-strategies,BigZ03HO:69198df9bcc9,spot_long,repaired,class1,eligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G0_measured,,,,,EMA|MACD|RSI|bollinger_bands
BigZ03,davidzr/freqtrade-strategies,BigZ03:cf4f30a01aa6,spot_long,original,,eligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,128.97,346.34,False,700,EMA|MACD|RSI|bollinger_bands
BigZ0407HO,davidzr/freqtrade-strategies,BigZ0407HO:d5d4fc34118e,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,62.87,346.34,False,823,EMA|MACD|MFI|RSI|SMA|bollinger_bands|zema
BigZ0407,davidzr/freqtrade-strategies,BigZ0407:2859a48563dc,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,41.06,346.34,False,917,EMA|MACD|MFI|RSI|SMA|bollinger_bands|zema
BigZ04HO2,davidzr/freqtrade-strategies,BigZ04HO2:00125cd82ead,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,31.83,346.34,False,1271,EMA|MACD|RSI|bollinger_bands
BigZ04HO,davidzr/freqtrade-strategies,BigZ04HO:5bd363078661,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,31.51,346.34,False,1198,EMA|MACD|RSI|bollinger_bands
BigZ06,davidzr/freqtrade-strategies,BigZ06:ebe5bd7ec890,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,78.99,346.34,False,1204,EMA|MACD|RSI|bollinger_bands
BigZ07Next2,davidzr/freqtrade-strategies,BigZ07Next2:bc3b7327678e,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,52.61,346.34,False,1273,EMA|MACD|MFI|RSI|SMA|bollinger_bands|zema
BigZ07Next,davidzr/freqtrade-strategies,BigZ07Next:a0cf89b2bf09,spot_long,original,,ineligible,long_only,trend_following,scalp,complex,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,51.2,346.34,False,1298,EMA|MACD|MFI|RSI|SMA|bollinger_bands|zema
BigZ07,davidzr/freqtrade-strategies,BigZ07:bf376b0da2ee,spot_long,original,,ineligible,long_only,momentum,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G2_is_pos,76.23,346.34,False,1184,EMA|MACD|RSI|bollinger_bands
BinClucMadV1,davidzr/freqtrade-strategies,BinClucMadV1:ee1af5648bed,spot_long,original,,ineligible,long_only,breakout,scalp,moderate,custom+roi,False,True,5m,-0.99,transition+high_vol,True,G7_recursive,215.04,346.34,False,926,ATR|EMA|MFI|RSI|SMA|bollinger_bands
BinClucMad,davidzr/freqtrade-strategies,BinClucMad:e1b3d4cbe60d,spot_long,original,,eligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G2_is_pos,223.45,346.34,False,1888,ATR|EMA|RSI|bollinger_bands
BuyOnly,davidzr/freqtrade-strategies,BuyOnly:d6c39fd69ca2,spot_long,original,,ineligible,long_only,trend_following,intraday,simple,roi,False,True,15m,-0.1,bull,True,G2_is_pos,-25.22,345.85,False,2171,MACD|RSI|SAR|TEMA|bollinger_bands
CBPete9,davidzr/freqtrade-strategies,CBPete9:590f9240d3b9,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,high_vol,True,G2_is_pos,84.26,346.34,False,2130,ATR|EMA|RSI|bollinger_bands
Cci,davidzr/freqtrade-strategies,Cci:8b67ced31386,spot_long,original,,ineligible,long_only,hybrid,scalp,simple,roi,False,False,1m,-0.23,undetermined,True,G2_is_pos,-96.59,347.94,False,15656,CCI|SMA
Chandem,davidzr/freqtrade-strategies,Chandem:ea3340cf291f,spot_long,original,,ineligible,long_only,breakout,scalp,simple,trailing+roi,False,True,5m,-0.28031,transition+high_vol,True,G2_is_pos,-95.58,346.34,False,12376,BBANDS|CMO|bollinger_bands
Chandemtwo,davidzr/freqtrade-strategies,Chandemtwo:1db6f2e33e51,spot_long,original,,ineligible,long_only,breakout,scalp,simple,trailing+roi,False,True,5m,-0.33572,transition+high_vol,True,G2_is_pos,-96.07,346.34,False,14186,BBANDS|CMO|bollinger_bands
Cluc4,davidzr/freqtrade-strategies,Cluc4:b1c9929b686d,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,roi,False,True,1m,-0.01,bull,True,G2_is_pos,-36.13,347.94,False,3939,EMA|ROCR|bollinger_bands
ClucHAnix_BB_RPB_MOD2_ROI,davidzr/freqtrade-strategies,ClucHAnix_BB_RPB_MOD2_ROI:44861487675f,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G3_is_sig,204.69,346.34,False,5571,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix_BB_RPB_MOD_CTT,davidzr/freqtrade-strategies,ClucHAnix_BB_RPB_MOD_CTT:dcb07a609ecf,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G3_is_sig,175.34,346.34,False,4941,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
ClucHAnix_BB_RPB_MOD_E0V1E_ROI,davidzr/freqtrade-strategies,ClucHAnix_BB_RPB_MOD_E0V1E_ROI:e0cd48da619a,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+roi,False,True,5m,-0.99,bull,True,G3_is_sig,108.38,346.34,False,5713,ADX|EMA|ROCR|RSI|SMA|STOCHF|bollinger_bands|zema
CombinedBinHAndClucHyperV0,davidzr/freqtrade-strategies,CombinedBinHAndClucHyperV0:1f9bfbc3e5ea,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,1m,-0.1,bull,True,G2_is_pos,-45.37,347.94,False,3519,EMA|bollinger_bands
CombinedBinHAndClucHyperV3,davidzr/freqtrade-strategies,CombinedBinHAndClucHyperV3:82200df31c45,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,custom+roi,False,False,1m,-0.06,bull,True,G4_os_pos,-36.13,347.94,False,1539,ATR|EMA|bollinger_bands
CombinedBinHAndClucV3,davidzr/freqtrade-strategies,CombinedBinHAndClucV3:6b6967456446,spot_long,original,,eligible,long_only,trend_following,scalp,simple,custom+trailing+roi,False,False,5m,-0.99,bull,True,G3_is_sig,222.87,346.34,False,1902,EMA|bollinger_bands
CombinedBinHAndClucV5Hyperoptable,davidzr/freqtrade-strategies,CombinedBinHAndClucV5Hyperoptable:965050028fd9,spot_long,original,,ineligible,long_only,trend_following,scalp,moderate,custom+trailing+roi,False,True,5m,-0.99,bull,True,G2_is_pos,114.39,346.34,False,2003,EMA|bollinger_bands
CombinedBinHAndClucV8XHO,davidzr/freqtrade-strategies,CombinedBinHAndClucV8XHO:b8c89de71394,spot_long,original,,ineligible,long_only,volatility,scalp,moderate,custom+roi,False,True,5m,-0.99,high_vol,True,G7_recursive,64.81,346.34,False,648,ATR|EMA|MFI|RSI|SMA|bollinger_bands
CombinedBinHClucAndMADV5,davidzr/freqtrade-strategies,CombinedBinHClucAndMADV5:ec954f77cea1,spot_long,original,,eligible,long_only,volatility,scalp,simple,custom+roi,False,True,5m,-0.99,high_vol,True,G12_economic,106.91,346.34,False,1295,ATR|EMA|RSI|bollinger_bands
Combined_Indicators,davidzr/freqtrade-strategies,Combined_Indicators:39dc56f0be05,spot_long,original,,ineligible,long_only,trend_following,scalp,simple,trailing+roi,False,False,1m,-0.0658,bull,True,G2_is_pos,-24.09,347.94,False,2418,EMA|bollinger_bands
