candidate_id,btc_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-trend,BEAR,12,12,0,26.69604435,0.018135877118,8,26.75285857,0.05681422,375,12,470.883144572,0.666666666667
ADXDM-trend,BULL,169,169,0,-31.30912048,-0.00137168757786,119,125.70516921,157.01428969,2677.69230769,104,0.800596999535,0.704142011834
ADXDM-trend,SIDEWAYS,27,27,0,22.08528701,0.00668823680502,20,22.1088723,0.02358529,5767.77777778,19,937.400909635,0.740740740741
ADXDM-trend,TRANSITION,33,33,0,-20.32545578,-0.00475984586992,19,10.55238528,30.87784106,3260.60606061,22,0.341746214041,0.575757575758
ADXMomentum-trend,BULL,9,9,0,-23.81379244,-0.0216530901953,5,6.01917948,29.83297192,886.666666667,9,0.20176265027,0.555555555556
ADXMomentum-trend,SIDEWAYS,3,3,0,-0.67179462,-0.0019126523885,2,2.42530562,3.09710024,1000,3,0.783089158264,0.666666666667
ADXMomentum-trend,TRANSITION,2,2,0,-8.07827595,-0.0324455250667,1,1.19868161,9.27695756,60,2,0.129210638536,0.5
ADX_15M_USDT-trend,BEAR,186,186,0,-175.77238274,-0.0168677412121,120,112.77150578,288.54388852,1294.83870968,136,0.390829645911,0.645161290323
ADX_15M_USDT-trend,BULL,1592,1592,0,-474.06160079,-0.00329700771926,1073,1184.54455707,1658.60615786,1479.12060302,543,0.714180730282,0.673994974874
ADX_15M_USDT-trend,SIDEWAYS,230,230,0,35.64952341,-0.000173103301309,155,178.99010612,143.34058271,1338.97826087,146,1.24870502642,0.673913043478
ADX_15M_USDT-trend,TRANSITION,274,274,0,-141.2150959,-0.0080456426645,162,206.31134437,347.52644027,1800.60218978,143,0.593656540808,0.591240875912
ASDTSRockwellTrading-trend,BEAR,668,668,0,-36.37221128,-0.00197800499914,204,34.94108519,71.31329647,41.7140718563,37,0.489965923882,0.305389221557
ASDTSRockwellTrading-trend,BULL,10279,10279,0,-690.26064877,-0.00195518501282,2741,904.6645008,1594.92514957,43.3972176282,208,0.567214393129,0.266660180951
ASDTSRockwellTrading-trend,SIDEWAYS,1429,1429,0,-108.58341229,-0.00125943754175,429,216.12574466,324.70915695,43.1980405878,59,0.665597935981,0.300209937019
ASDTSRockwellTrading-trend,TRANSITION,1858,1858,0,-130.46699802,-0.00200264973079,545,229.17088699,359.63788501,42.3573735199,63,0.637226767652,0.293326157158
AdaptiveRegime-trend,BEAR,55,2,53,-423.08027464,-0.0608661872883,18,216.37729077,639.45756541,20866.9090909,38,0.338376309038,0.327272727273
AdaptiveRegime-trend,BULL,68,68,0,631.20703209,0.0997789935475,26,1224.48913612,593.28210403,43665.8823529,55,2.06392393737,0.382352941176
AdaptiveRegime-trend,SIDEWAYS,21,10,11,-90.46096995,-0.0327523336853,8,101.73779827,192.19876822,35382.8571429,19,0.529336369906,0.380952380952
AdaptiveRegime-trend,TRANSITION,26,7,19,-117.94764182,-0.0356524216511,7,169.60675463,287.55439645,26196.9230769,19,0.58982493999,0.269230769231
AlmgrenChrissStrategy-trend,BEAR,3190,442,2748,-595.03628269,-0.00136424524977,2299,2673.73671034,3268.77299303,1303.42476489,530,0.817963411972,0.720689655172
AlmgrenChrissStrategy-trend,BULL,2833,2526,307,212.8117466,0.00122283330554,2182,3073.66767382,2860.85592722,1286.83374515,500,1.07438743929,0.770208259795
AlmgrenChrissStrategy-trend,SIDEWAYS,740,346,394,-27.96396411,-0.000376491192423,517,495.96722472,523.93118883,1911.50675676,272,0.946626647342,0.698648648649
AlmgrenChrissStrategy-trend,TRANSITION,1056,544,512,-229.24034307,-0.0015881841149,754,923.07264017,1152.31298324,1483.84943182,290,0.801060695832,0.714015151515
BBMod-trend,BEAR,308,308,0,114.96831356,0.00230063658783,189,545.42258221,430.45426865,41.3798701299,99,1.26708601107,0.613636363636
BBMod-trend,BULL,1351,1351,0,512.72906242,0.00251146474677,913,2097.40503557,1584.67597315,37.1983715766,242,1.32355451279,0.675795706884
BBMod-trend,SIDEWAYS,143,143,0,-5.9792881,0.000315568605072,90,209.87053847,215.84982657,40.3846153846,53,0.972298851498,0.629370629371
BBMod-trend,TRANSITION,352,352,0,50.4840553,0.00107726899672,222,496.46001282,445.97595752,46.0369318182,92,1.11319905131,0.630681818182
