candidate_id,btc_regime,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-trend,BEAR,BULL,12,12,0,26.69604435,0.018135877118,8,26.75285857,0.05681422,375,12,470.883144572,0.666666666667
ADXDM-trend,BULL,BULL,169,169,0,-31.30912048,-0.00137168757786,119,125.70516921,157.01428969,2677.69230769,104,0.800596999535,0.704142011834
ADXDM-trend,SIDEWAYS,BULL,27,27,0,22.08528701,0.00668823680502,20,22.1088723,0.02358529,5767.77777778,19,937.400909635,0.740740740741
ADXDM-trend,TRANSITION,BULL,33,33,0,-20.32545578,-0.00475984586992,19,10.55238528,30.87784106,3260.60606061,22,0.341746214041,0.575757575758
ADXMomentum-trend,BULL,BULL,9,9,0,-23.81379244,-0.0216530901953,5,6.01917948,29.83297192,886.666666667,9,0.20176265027,0.555555555556
ADXMomentum-trend,SIDEWAYS,BULL,3,3,0,-0.67179462,-0.0019126523885,2,2.42530562,3.09710024,1000,3,0.783089158264,0.666666666667
ADXMomentum-trend,TRANSITION,BULL,2,2,0,-8.07827595,-0.0324455250667,1,1.19868161,9.27695756,60,2,0.129210638536,0.5
ADX_15M_USDT-trend,BEAR,BEAR,1,1,0,-12.54184848,-0.127223347909,0,0,12.54184848,720,1,0,0
ADX_15M_USDT-trend,BEAR,BULL,185,185,0,-163.23053426,-0.0162712244192,120,112.77150578,276.00204004,1297.94594595,135,0.408589392179,0.648648648649
ADX_15M_USDT-trend,BULL,BULL,1592,1592,0,-474.06160079,-0.00329700771926,1073,1184.54455707,1658.60615786,1479.12060302,543,0.714180730282,0.673994974874
ADX_15M_USDT-trend,SIDEWAYS,BULL,230,230,0,35.64952341,-0.000173103301309,155,178.99010612,143.34058271,1338.97826087,146,1.24870502642,0.673913043478
ADX_15M_USDT-trend,TRANSITION,BULL,274,274,0,-141.2150959,-0.0080456426645,162,206.31134437,347.52644027,1800.60218978,143,0.593656540808,0.591240875912
ASDTSRockwellTrading-trend,BEAR,BEAR,1,1,0,0.23012886,0.0300022656497,1,0.23012886,0,50,1,,1
ASDTSRockwellTrading-trend,BEAR,BULL,667,667,0,-36.60234014,-0.0020259514319,203,34.71095633,71.31329647,41.7016491754,37,0.486738911931,0.304347826087
ASDTSRockwellTrading-trend,BULL,BEAR,2,2,0,-0.49441469,-0.0110943034209,0,0,0.49441469,7.5,2,0,0
ASDTSRockwellTrading-trend,BULL,BULL,10275,10275,0,-689.75306429,-0.00195385421226,2740,904.60928227,1594.36234656,43.4058394161,208,0.567379983742,0.266666666667
ASDTSRockwellTrading-trend,BULL,TRANSITION,2,2,0,-0.01316979,0.000346945550837,1,0.05521853,0.06838832,35,2,0.807426326601,0.5
ASDTSRockwellTrading-trend,SIDEWAYS,BULL,1429,1429,0,-108.58341229,-0.00125943754175,429,216.12574466,324.70915695,43.1980405878,59,0.665597935981,0.300209937019
ASDTSRockwellTrading-trend,TRANSITION,BULL,1857,1857,0,-130.17180649,-0.00198931707428,545,229.17088699,359.34269348,42.3721055466,63,0.637750234381,0.293484114163
ASDTSRockwellTrading-trend,TRANSITION,TRANSITION,1,1,0,-0.29519153,-0.0267613928576,0,0,0.29519153,15,1,0,0
AdaptiveRegime-trend,BEAR,BEAR,53,0,53,-363.85495528,-0.0533799279344,18,216.37729077,580.23224605,21355.4716981,36,0.372914970243,0.339622641509
AdaptiveRegime-trend,BEAR,BULL,2,2,0,-59.22531936,-0.259252060167,0,0,59.22531936,7920,2,0,0
AdaptiveRegime-trend,BULL,BULL,68,68,0,631.20703209,0.0997789935475,26,1224.48913612,593.28210403,43665.8823529,55,2.06392393737,0.382352941176
AdaptiveRegime-trend,SIDEWAYS,BEAR,11,0,11,-46.44670935,-0.0306120936648,4,59.62854358,106.07525293,26967.2727273,10,0.562134352103,0.363636363636
AdaptiveRegime-trend,SIDEWAYS,BULL,10,10,0,-44.0142606,-0.0351065977078,4,42.10925469,86.12351529,44640,9,0.488940268499,0.4
AdaptiveRegime-trend,TRANSITION,BEAR,19,0,19,-43.40871896,-0.0269745019918,5,87.37357656,130.78229552,29406.3157895,13,0.66808413335,0.263157894737
AdaptiveRegime-trend,TRANSITION,BULL,7,7,0,-74.53892286,-0.0592067750123,2,82.23317807,156.77210093,17485.7142857,6,0.524539618862,0.285714285714
AlmgrenChrissStrategy-trend,BEAR,BEAR,2748,0,2748,-315.91478123,-0.000545895172014,1999,2289.82055626,2605.73533749,1364.63427948,492,0.878761754241,0.727438136827
AlmgrenChrissStrategy-trend,BEAR,BULL,442,442,0,-279.12150146,-0.00645208690969,300,383.91615408,663.03765554,922.873303167,154,0.579026169739,0.678733031674
AlmgrenChrissStrategy-trend,BULL,BEAR,308,1,307,-44.62228408,-0.00186028839979,220,340.15761222,384.7798963,988.198051948,100,0.884031664572,0.714285714286
AlmgrenChrissStrategy-trend,BULL,BULL,2525,2525,0,257.43403068,0.00159891310168,1962,2733.5100616,2476.07603092,1323.26138614,479,1.10396854841,0.77702970297
AlmgrenChrissStrategy-trend,SIDEWAYS,BEAR,394,0,394,-82.27978435,-0.00258219149952,253,151.31237466,233.59215901,2293.70558376,166,0.647763072619,0.642131979695
AlmgrenChrissStrategy-trend,SIDEWAYS,BULL,346,346,0,54.31582024,0.00213520222086,264,344.65485006,290.33902982,1476.28612717,128,1.1870772258,0.763005780347
AlmgrenChrissStrategy-trend,TRANSITION,BEAR,513,1,512,-31.93686246,-0.000392724058531,358,310.5984769,342.53533936,1897.71929825,185,0.906763306467,0.697855750487
AlmgrenChrissStrategy-trend,TRANSITION,BULL,541,541,0,-201.0926123,-0.00280154692169,394,608.68503158,809.77764388,1096.85767098,144,0.751669345505,0.728280961183
AlmgrenChrissStrategy-trend,TRANSITION,TRANSITION,2,2,0,3.78913169,0.0199909506619,2,3.78913169,0,7.5,2,,1
BBMod-trend,BEAR,BULL,308,308,0,114.96831356,0.00230063658783,189,545.42258221,430.45426865,41.3798701299,99,1.26708601107,0.613636363636
BBMod-trend,BULL,BULL,1351,1351,0,512.72906242,0.00251146474677,913,2097.40503557,1584.67597315,37.1983715766,242,1.32355451279,0.675795706884
BBMod-trend,SIDEWAYS,BULL,143,143,0,-5.9792881,0.000315568605072,90,209.87053847,215.84982657,40.3846153846,53,0.972298851498,0.629370629371
BBMod-trend,TRANSITION,BULL,352,352,0,50.4840553,0.00107726899672,222,496.46001282,445.97595752,46.0369318182,92,1.11319905131,0.630681818182
