candidate_id,btc_regime,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
ADXDM-sideways,BEAR,14,11,3,0.618979265,-60.7304114,19.25987148,0.785714285714
ADXDM-sideways,BULL,21,17,4,1.75242168,-29.67958331,32.09606619,0.809523809524
ADXDM-sideways,SIDEWAYS,33,28,5,1.11671431,-30.23172318,8.15529865,0.848484848485
ADXDM-sideways,TRANSITION,43,31,12,0.0382415,-43.6353375,9.20520826,0.720930232558
ADXDM-transition,BEAR,17,14,3,0.45264499,-17.37849515,32.72397234,0.823529411765
ADXDM-transition,BULL,20,18,2,1.670770355,-0.00288095,12.66954019,0.9
ADXDM-transition,SIDEWAYS,20,14,6,0.595703905,-32.5867795,8.9083692,0.7
ADXDM-transition,TRANSITION,45,34,11,0.13689598,-55.39457344,9.551121,0.755555555556
ADXMomentum-sideways,BULL,1,1,0,1.23946179,1.23946179,1.23946179,1
ADXMomentum-sideways,SIDEWAYS,5,3,2,1.24027199,-3.23358748,2.48376154,0.6
ADXMomentum-sideways,TRANSITION,2,1,1,-2.295552475,-5.8247412,1.23363625,0.5
ADXMomentum-transition,BEAR,1,1,0,1.23730674,1.23730674,1.23730674,1
ADXMomentum-transition,BULL,5,4,1,1.25111376,-2.70550822,2.48532312,0.8
ADXMomentum-transition,SIDEWAYS,3,3,0,2.48815264,1.24124,2.50362957,1
ADXMomentum-transition,TRANSITION,3,2,1,1.2446874,-3.67268032,1.2472337,0.666666666667
ADX_15M_USDT-sideways,BEAR,37,24,13,0.044332,-67.8501618,34.15355445,0.648648648649
ADX_15M_USDT-sideways,BULL,32,15,17,-0.02664304,-66.55269319,72.09812689,0.46875
ADX_15M_USDT-sideways,SIDEWAYS,41,27,14,6.00534669,-72.82942106,96.81716937,0.658536585366
ADX_15M_USDT-sideways,TRANSITION,73,40,33,0.00749029,-97.37046469,82.48916708,0.547945205479
ADX_15M_USDT-transition,BEAR,35,16,19,-0.00012395,-131.87064096,43.98642235,0.457142857143
ADX_15M_USDT-transition,BULL,33,16,17,-0.00022244,-106.78330637,62.43368998,0.484848484848
ADX_15M_USDT-transition,SIDEWAYS,38,29,9,3.023261275,-27.61261976,36.3183544,0.763157894737
ADX_15M_USDT-transition,TRANSITION,83,56,27,0.72632779,-57.89081206,23.8070255,0.674698795181
ASDTSRockwellTrading-sideways,BEAR,11,2,9,-4.47809263,-23.25604465,0.15747162,0.181818181818
ASDTSRockwellTrading-sideways,BULL,10,0,10,-24.493481935,-97.59668448,-0.53370079,0
ASDTSRockwellTrading-sideways,SIDEWAYS,10,0,10,-23.84570219,-106.21179467,-1.11206789,0
ASDTSRockwellTrading-sideways,TRANSITION,20,1,19,-4.926236445,-80.6689149,0.26237021,0.05
ASDTSRockwellTrading-transition,BEAR,11,1,10,-6.91781131,-43.31984818,0.95215582,0.0909090909091
ASDTSRockwellTrading-transition,BULL,11,0,11,-10.28428523,-110.99696518,-1.03046596,0
ASDTSRockwellTrading-transition,SIDEWAYS,9,0,9,-10.79202627,-106.91240949,-1.34701844,0
ASDTSRockwellTrading-transition,TRANSITION,23,1,22,-6.8237877,-41.2534482,4.60772842,0.0434782608696
AdaptiveRegime-sideways,BEAR,9,3,6,-16.60789475,-79.85993907,32.42220196,0.333333333333
AdaptiveRegime-sideways,BULL,14,6,8,-3.106924645,-84.58311608,192.00156751,0.428571428571
AdaptiveRegime-sideways,SIDEWAYS,19,7,12,-4.80314001,-84.36033194,569.76581181,0.368421052632
AdaptiveRegime-sideways,TRANSITION,26,10,16,-8.545518455,-114.24840397,205.53471097,0.384615384615
AdaptiveRegime-transition,BEAR,14,4,10,-12.60075156,-106.55707328,21.63391921,0.285714285714
AdaptiveRegime-transition,BULL,15,6,9,-10.998495,-82.08170217,453.35205459,0.4
AdaptiveRegime-transition,SIDEWAYS,10,5,5,1.40754334,-29.59509244,139.03493808,0.5
AdaptiveRegime-transition,TRANSITION,24,9,15,-7.5662614,-76.9308988,53.23489322,0.375
AlmgrenChrissStrategy-sideways,BEAR,35,13,22,-0.59524117,-101.13213835,6.34877833,0.371428571429
AlmgrenChrissStrategy-sideways,BULL,34,14,20,-1.11604616,-51.69936366,14.4647547,0.411764705882
AlmgrenChrissStrategy-sideways,SIDEWAYS,40,13,27,-2.78753137,-47.83888404,15.66611329,0.325
AlmgrenChrissStrategy-sideways,TRANSITION,69,33,36,-0.31095557,-75.09777192,10.52766978,0.478260869565
AlmgrenChrissStrategy-transition,BEAR,37,16,21,-0.62188835,-211.6216715,12.3418162,0.432432432432
AlmgrenChrissStrategy-transition,BULL,32,15,17,-0.11629689,-44.5912465,7.59587498,0.46875
AlmgrenChrissStrategy-transition,SIDEWAYS,39,19,20,-0.22331312,-39.28549254,6.32027824,0.487179487179
AlmgrenChrissStrategy-transition,TRANSITION,83,38,45,-0.51992284,-43.98419474,32.39246268,0.457831325301
BBMod-sideways,BEAR,22,11,11,-0.01642846,-11.87955954,24.34762478,0.5
BBMod-sideways,BULL,26,15,11,2.564074725,-8.68500557,119.79703935,0.576923076923
BBMod-sideways,SIDEWAYS,28,17,11,1.10063697,-63.53366777,35.06057914,0.607142857143
BBMod-sideways,TRANSITION,46,28,18,0.93321504,-34.4051334,18.3103832,0.608695652174
BBMod-transition,BEAR,26,17,9,1.39615011,-13.7789618,25.47907093,0.653846153846
BBMod-transition,BULL,25,13,12,0.41073106,-16.02361684,37.44965039,0.52
BBMod-transition,SIDEWAYS,23,14,9,1.0599872,-30.60195861,46.00111155,0.608695652174
BBMod-transition,TRANSITION,50,29,21,0.48301227,-39.02065275,29.28517676,0.58
