candidate_id,btc_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ASDTSRockwellTrading-sideways,BEAR,994,994,0,-73.89657138,-0.00266851422727,257,51.79943451,125.69600589,44.652917505,69,0.412100878968,0.258551307847
ASDTSRockwellTrading-sideways,BULL,4724,4724,0,-324.13583787,-0.00222493230679,1093,297.87851417,622.01435204,44.2516934801,175,0.478893313624,0.231371718882
ASDTSRockwellTrading-sideways,SIDEWAYS,4416,4416,0,-359.21736672,-0.00178590908784,1021,407.55526831,766.77263503,46.1650815217,124,0.531520361696,0.231204710145
ASDTSRockwellTrading-sideways,TRANSITION,3207,3207,0,-208.43297267,-0.00186261193424,852,289.60121525,498.03418792,43.9086373558,107,0.581488625228,0.265668849392
ASDTSRockwellTrading-transition,BEAR,2911,2911,0,-134.54435627,-0.00228764641995,795,131.7748892,266.31924547,43.6602542082,148,0.494800475149,0.273102026795
ASDTSRockwellTrading-transition,BULL,4114,4114,0,-292.47592015,-0.00202592083028,1057,332.77955988,625.25548003,44.1614000972,205,0.532229737297,0.256927564414
ASDTSRockwellTrading-transition,SIDEWAYS,2439,2439,0,-307.45792762,-0.00196407388526,577,248.08967467,555.54760229,46.1172611726,105,0.446567807416,0.236572365724
ASDTSRockwellTrading-transition,TRANSITION,3579,3579,0,-231.21498658,-0.00203642171669,894,283.18305608,514.39804266,44.864487287,126,0.550513479048,0.249790444258
AdaptiveRegime-sideways,BEAR,10,1,9,-133.5780817,-0.0699132994273,3,47.23735439,180.81543609,25056,10,0.261246248725,0.3
AdaptiveRegime-sideways,BULL,38,36,2,-14.37571646,0.0136669076553,14,472.58871137,486.96442783,35658.9473684,32,0.970478918709,0.368421052632
AdaptiveRegime-sideways,SIDEWAYS,45,25,20,546.4258724,0.109548272679,16,1058.82770256,512.40183016,43648,31,2.06640109429,0.355555555556
AdaptiveRegime-sideways,TRANSITION,43,11,32,-62.14125582,0.00250301639591,14,473.40672688,535.5479827,29235.3488372,34,0.883966968736,0.325581395349
AdaptiveRegime-transition,BEAR,27,4,23,-226.84611237,-0.0622654529872,7,82.4551409,309.30125327,18560,21,0.266585214344,0.259259259259
AdaptiveRegime-transition,BULL,40,38,2,415.4734847,0.111535071933,17,840.61013914,425.13665444,39240,37,1.97727043848,0.425
AdaptiveRegime-transition,SIDEWAYS,21,9,12,144.42743969,0.0524342232778,9,257.70346626,113.27602657,31748.5714286,19,2.27500446532,0.428571428571
AdaptiveRegime-transition,TRANSITION,42,15,27,-168.3843522,-0.031194198244,13,246.11553467,414.49988687,33154.2857143,33,0.59376502254,0.309523809524
AlmgrenChrissStrategy-sideways,BEAR,599,326,273,-152.38888387,-0.00435310511211,440,334.75920815,487.14809202,1448.11352254,199,0.687181605827,0.734557595993
AlmgrenChrissStrategy-sideways,BULL,1258,581,677,-133.09776075,-0.00317174086705,913,712.76554212,845.86330287,1616.1963434,339,0.842648616746,0.725755166932
AlmgrenChrissStrategy-sideways,SIDEWAYS,1256,617,639,-291.95959979,-0.00575334512446,883,592.27936288,884.23896267,2296.08678344,365,0.669818214175,0.703025477707
AlmgrenChrissStrategy-sideways,TRANSITION,1100,588,512,-264.26124867,-0.00449654687077,776,607.76516209,872.02641076,1705.33636364,288,0.69695728775,0.705454545455
AlmgrenChrissStrategy-transition,BEAR,900,466,434,-287.99641586,-0.00397390058916,609,633.19671052,921.19312638,1402.91666667,263,0.687365865406,0.676666666667
AlmgrenChrissStrategy-transition,BULL,1210,593,617,-81.40083844,-0.000860221982123,870,975.21283215,1056.61367059,1469.41735537,323,0.922960642375,0.719008264463
AlmgrenChrissStrategy-transition,SIDEWAYS,936,464,472,-148.44659579,-0.00248276828621,646,585.25817671,733.7047725,1899.23076923,287,0.797675302991,0.690170940171
AlmgrenChrissStrategy-transition,TRANSITION,1173,637,536,-139.38994915,-0.00235813124183,848,1015.18348084,1154.57342999,2103.77237852,329,0.879271473317,0.722932651321
BBMod-sideways,BEAR,188,188,0,56.20303162,0.00218980656981,117,295.32600693,239.12297531,45.3191489362,84,1.23503819132,0.622340425532
BBMod-sideways,BULL,285,285,0,237.82425367,0.0063136455647,184,510.29014633,272.46589266,42.0877192982,112,1.87285880573,0.645614035088
BBMod-sideways,SIDEWAYS,307,307,0,-39.47019255,-0.000764215698588,188,394.29236946,433.76256201,47.2964169381,89,0.909005073266,0.612377850163
BBMod-sideways,TRANSITION,356,356,0,35.72750003,0.000909971853766,222,434.12651794,398.39901791,48.7078651685,101,1.08967768098,0.623595505618
BBMod-transition,BEAR,300,300,0,80.32451717,0.00198848692516,184,379.34986539,299.02534822,46.9,115,1.26862109734,0.613333333333
BBMod-transition,BULL,259,259,0,53.09545256,0.00162608681905,173,337.54959389,284.45414133,38.1274131274,109,1.18665733714,0.667953667954
BBMod-transition,SIDEWAYS,176,176,0,8.70994537,0.000559022630237,113,248.15392309,239.44397772,42.6988636364,67,1.03637571282,0.642045454545
BBMod-transition,TRANSITION,310,310,0,28.37622219,0.000791912119896,187,311.73749277,283.36127058,48.6612903226,106,1.10014149828,0.603225806452
