candidate_id,btc_regime,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-sideways,BEAR,SIDEWAYS,25,25,0,-23.83512094,-0.00727377843798,16,39.89085587,63.72597681,1159.2,21,0.625974804418,0.64
ADXDM-sideways,BULL,SIDEWAYS,86,86,0,55.92158395,0.00518625629854,69,85.91355577,29.99197182,1678.72093023,67,2.86455176357,0.802325581395
ADXDM-sideways,SIDEWAYS,SIDEWAYS,137,137,0,-6.98470953,-0.000347295197722,101,85.99666311,92.98137264,3069.6350365,87,0.924880550462,0.737226277372
ADXDM-sideways,TRANSITION,SIDEWAYS,96,96,0,-72.75523432,-0.00570165586961,70,82.04873701,154.80397133,1743.22916667,68,0.530017003473,0.729166666667
ADXDM-transition,BEAR,TRANSITION,44,44,0,34.0660611,0.0061560230757,35,67.14781793,33.08175683,673.75,38,2.02975368796,0.795454545455
ADXDM-transition,BULL,TRANSITION,55,55,0,45.41404658,0.00645274732233,44,45.47439339,0.06034681,876.636363636,44,753.550906668,0.8
ADXDM-transition,SIDEWAYS,TRANSITION,60,60,0,-63.25658144,-0.00830836447403,42,57.38209457,120.63867601,1709.83333333,43,0.475652555779,0.7
ADXDM-transition,TRANSITION,TRANSITION,124,124,0,-82.10031989,-0.0050988109339,80,77.31634936,159.41666925,3392.74193548,81,0.484995388022,0.645161290323
ADXMomentum-sideways,BULL,SIDEWAYS,1,1,0,1.23946179,0.00999375516342,1,1.23946179,0,420,1,inf,1
ADXMomentum-sideways,SIDEWAYS,SIDEWAYS,7,7,0,1.64843629,0.00190585198966,4,4.96467083,3.31623454,608.571428571,6,1.49708073121,0.571428571429
ADXMomentum-sideways,TRANSITION,SIDEWAYS,2,2,0,-4.59110495,-0.0184444612278,1,1.23363625,5.8247412,240,2,0.211792456976,0.5
ADXMomentum-transition,BEAR,TRANSITION,1,1,0,1.23730674,0.00993922598707,1,1.23730674,0,60,1,inf,1
ADXMomentum-transition,BULL,TRANSITION,6,6,0,3.54249797,0.00474415701039,5,6.24800619,2.70550822,240,5,2.30936507375,0.833333333333
ADXMomentum-transition,SIDEWAYS,TRANSITION,5,5,0,6.23302221,0.0100371258057,5,6.23302221,0,168,4,inf,1
ADXMomentum-transition,TRANSITION,TRANSITION,3,3,0,-1.18075922,-0.0031649481354,2,2.4919211,3.67268032,2180,3,0.678502042889,0.666666666667
ADX_15M_USDT-sideways,BEAR,SIDEWAYS,268,268,0,-181.39608761,-0.00610748435816,173,241.19290838,422.58899599,1599.17910448,186,0.570750565369,0.64552238806
ADX_15M_USDT-sideways,BEAR,TRANSITION,1,1,0,3.04098702,0.0180974176311,1,3.04098702,0,540,1,inf,1
ADX_15M_USDT-sideways,BULL,SIDEWAYS,622,622,0,-131.22167339,-0.00180657241321,423,641.51119556,772.73286895,2056.20578778,322,0.830184946619,0.680064308682
ADX_15M_USDT-sideways,SIDEWAYS,SIDEWAYS,1123,1123,0,108.25114258,0.000513266901547,768,879.65592514,771.40478256,1888.29029386,446,1.14032988261,0.683882457703
ADX_15M_USDT-sideways,TRANSITION,SIDEWAYS,620,620,0,-338.12864255,-0.00553749922815,387,561.75711846,899.88576101,2026.66935484,300,0.624253813984,0.624193548387
ADX_15M_USDT-sideways,TRANSITION,TRANSITION,1,1,0,4.2928529,0.0276553559645,1,4.2928529,0,540,1,inf,1
ADX_15M_USDT-transition,BEAR,TRANSITION,402,402,0,-200.62661622,-0.00319490616282,281,456.15817654,656.78479276,1443.50746269,244,0.69453218401,0.699004975124
ADX_15M_USDT-transition,BULL,TRANSITION,526,526,0,-120.84466397,-0.00330809092094,351,589.07595041,709.92061438,2042.53802281,310,0.829777215195,0.667300380228
ADX_15M_USDT-transition,SIDEWAYS,SIDEWAYS,1,1,0,0.05175345,0.000625250917307,1,0.05175345,0,540,1,inf,1
ADX_15M_USDT-transition,SIDEWAYS,TRANSITION,532,532,0,158.28398984,0.00253054732753,383,427.40080731,269.11681747,1656.68233083,314,1.58816090101,0.71992481203
ADX_15M_USDT-transition,TRANSITION,TRANSITION,667,667,0,-219.9437239,-0.00278156849593,453,536.15192631,756.09565021,2168.86056972,346,0.709105952615,0.67916041979
ASDTSRockwellTrading-sideways,BEAR,SIDEWAYS,993,993,0,-73.95588378,-0.00268113328539,256,51.74012211,125.69600589,44.6324269889,68,0.411629007172,0.257804632427
ASDTSRockwellTrading-sideways,BEAR,TRANSITION,1,1,0,0.0593124,0.00986221049136,1,0.0593124,0,65,1,inf,1
ASDTSRockwellTrading-sideways,BULL,SIDEWAYS,4724,4724,0,-324.13583787,-0.00222493230679,1093,297.87851417,622.01435204,44.2516934801,175,0.478893313624,0.231371718882
ASDTSRockwellTrading-sideways,SIDEWAYS,SIDEWAYS,4414,4414,0,-359.46182851,-0.00178372291212,1020,407.22191252,766.68374103,46.1644766652,124,0.5311471872,0.231082917988
ASDTSRockwellTrading-sideways,SIDEWAYS,TRANSITION,2,2,0,0.24446179,-0.00661079891011,1,0.33335579,0.088894,47.5,2,3.75003701037,0.5
ASDTSRockwellTrading-sideways,TRANSITION,SIDEWAYS,3206,3206,0,-208.70761815,-0.00186631203725,851,289.32656977,498.03418792,43.9036182158,107,0.580937166138,0.265439800374
ASDTSRockwellTrading-sideways,TRANSITION,TRANSITION,1,1,0,0.27464548,0.009999918319,1,0.27464548,0,60,1,inf,1
ASDTSRockwellTrading-transition,BEAR,BEAR,5,5,0,-0.41655221,-0.00502165730219,1,0.0170046,0.43355681,34,5,0.039221157661,0.2
ASDTSRockwellTrading-transition,BEAR,TRANSITION,2906,2906,0,-134.12780406,-0.00228294234066,794,131.7578846,265.88568866,43.6768754301,147,0.495543348963,0.273227804542
ASDTSRockwellTrading-transition,BULL,BULL,2,2,0,-0.52159643,-0.00976693892072,0,0,0.52159643,10,2,0,0
ASDTSRockwellTrading-transition,BULL,SIDEWAYS,5,5,0,-0.42652914,-0.00423151723493,1,0.0115424,0.43807154,28,5,0.0263482078749,0.2
ASDTSRockwellTrading-transition,BULL,TRANSITION,4107,4107,0,-291.52779458,-0.00201946599263,1056,332.76801748,624.29581206,44.1977112247,204,0.53302939256,0.257121986852
ASDTSRockwellTrading-transition,SIDEWAYS,TRANSITION,2439,2439,0,-307.45792762,-0.00196407388526,577,248.08967467,555.54760229,46.1172611726,105,0.446567807416,0.236572365724
