candidate_id,coin_phase,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-sideways,high_vol_shock,10,10,0,25.59841683,0.0206867828331,5,25.6222237,0.02380687,1453.5,9,1076.2533546,0.5
ADXDM-sideways,range_choppy,162,162,0,-90.5671879,-0.00425444031111,118,159.16814649,249.73533439,1651.2654321,121,0.637347321631,0.728395061728
ADXDM-sideways,range_quiet,172,172,0,17.31529023,0.000881317890839,133,109.05944157,91.74415134,2786.04651163,132,1.18873454032,0.773255813953
ADXDM-transition,high_vol_shock,11,11,0,30.06119223,0.021297374826,8,30.0772776,0.01608537,676.818181818,11,1869.8530155,0.727272727273
ADXDM-transition,transition,272,272,0,-95.93798588,-0.00271786554879,193,217.24337765,313.18136353,2182.73897059,199,0.693666363801,0.709558823529
ADXMomentum-sideways,range_choppy,3,3,0,3.71373534,0.00998309873873,3,3.71373534,0,280,3,inf,1
ADXMomentum-sideways,range_quiet,7,7,0,-5.41694221,-0.00621478565439,3,3.72403353,9.14097574,617.142857143,6,0.407400001479,0.428571428571
ADXMomentum-transition,transition,15,15,0,9.8320677,0.00527299684477,13,16.21025624,6.37818854,592,13,2.54151412087,0.866666666667
ADX_15M_USDT-sideways,high_vol_shock,140,140,0,24.1854183,-0.000465794266284,102,265.77964513,241.59422683,1137.10714286,105,1.10010760032,0.728571428571
ADX_15M_USDT-sideways,range_choppy,1352,1352,0,-413.704019,-0.00291907773573,903,1379.91083771,1793.61485671,1659.11982249,716,0.769346235368,0.667899408284
ADX_15M_USDT-sideways,range_quiet,1141,1141,0,-152.97666027,-0.00140713439442,746,678.4266647,831.40332497,2350.83260298,619,0.816001866151,0.653812445223
ADX_15M_USDT-sideways,transition,2,2,0,7.33383992,0.0228763867978,2,7.33383992,0,540,2,inf,1
ADX_15M_USDT-transition,high_vol_shock,171,171,0,-91.78168438,-0.00258526032577,115,269.06802933,360.84971371,1112.01754386,120,0.745651220181,0.672514619883
ADX_15M_USDT-transition,range_choppy,1,1,0,0.05175345,0.000625250917307,1,0.05175345,0,540,1,inf,1
ADX_15M_USDT-transition,transition,1956,1956,0,-291.34932987,-0.00158046196048,1353,1739.71883124,2031.06816111,1938.90337423,1142,0.85655364234,0.691717791411
ASDTSRockwellTrading-sideways,high_vol_shock,1449,1449,0,-72.43430619,-0.00181485703264,455,183.78180394,256.21611013,40.9730848861,88,0.717292147815,0.314009661836
ASDTSRockwellTrading-sideways,range_choppy,9608,9608,0,-635.42994693,-0.00204519389927,2365,731.5929353,1367.02288223,45.0806619484,386,0.535172413578,0.246149042465
ASDTSRockwellTrading-sideways,range_quiet,2280,2280,0,-258.39691519,-0.00208322108366,400,130.79237933,389.18929452,46.2214912281,131,0.336063661492,0.175438596491
ASDTSRockwellTrading-sideways,transition,4,4,0,0.57841967,0.00166013274754,3,0.66731367,0.088894,55,4,7.50684714379,0.75
ASDTSRockwellTrading-transition,bear_trend,4,4,0,-0.15933157,-0.00223247854419,1,0.0170046,0.17633617,41.25,4,0.0964328532257,0.25
ASDTSRockwellTrading-transition,bull_trend,2,2,0,-0.52159643,-0.00976693892072,0,0,0.52159643,10,2,0,0
ASDTSRockwellTrading-transition,high_vol_shock,1829,1829,0,-127.38708636,-0.00225160374414,542,201.60807459,328.99516095,42.2006560962,128,0.612799513549,0.296336796063
ASDTSRockwellTrading-transition,range_choppy,4,4,0,-0.27818515,-0.00442252046644,1,0.0115424,0.28972755,33.75,4,0.0398388071828,0.25
ASDTSRockwellTrading-transition,range_quiet,1,1,0,-0.14834399,-0.0034675043089,0,0,0.14834399,5,1,0,0
ASDTSRockwellTrading-transition,transition,11203,11203,0,-837.19864712,-0.00204453288657,2779,794.19055824,1631.38920536,45.0160671249,523,0.48681856888,0.248058555744
AdaptiveRegime-sideways,high_vol_shock,13,9,4,-189.57902061,-0.0746295946492,3,81.39665899,270.9756796,21489.2307692,13,0.30038363262,0.230769230769
AdaptiveRegime-sideways,range_choppy,55,24,31,30.39619472,0.0212036449653,18,824.13791474,793.74172002,30109.0909091,44,1.03829481802,0.327272727273
AdaptiveRegime-sideways,range_quiet,51,30,21,550.123637,0.0933808976804,21,1007.33668324,457.21304624,44414.1176471,45,2.20321071659,0.411764705882
AdaptiveRegime-sideways,transition,17,10,7,-54.60999269,-0.00593706189203,5,139.18923823,193.79923092,36847.0588235,17,0.718213573755,0.294117647059
AdaptiveRegime-transition,bear_trend,16,2,14,-112.42895775,-0.0532313739846,4,33.72606324,146.15502099,17640,14,0.230755419907,0.25
AdaptiveRegime-transition,bull_trend,12,12,0,67.91500162,0.0595503172285,6,160.40483099,92.48982937,38160,12,1.73429697171,0.5
AdaptiveRegime-transition,high_vol_shock,7,4,3,-114.49891861,-0.131445529393,2,39.20889392,153.70781253,32708.5714286,7,0.255087189614,0.285714285714
AdaptiveRegime-transition,transition,95,48,47,323.68333456,0.0381938409687,34,1193.54449282,869.86115826,33271.5789474,86,1.37210919408,0.357894736842
AlmgrenChrissStrategy-sideways,high_vol_shock,629,319,310,-210.1235113,-0.00429617028574,470,616.30926565,826.43277695,530.19872814,124,0.745746396851,0.747217806041
AlmgrenChrissStrategy-sideways,range_choppy,2559,1276,1283,-416.55459657,-0.00397910924621,1822,1335.42924567,1751.98384224,1496.88745604,743,0.762238334323,0.711996873779
AlmgrenChrissStrategy-sideways,range_quiet,1024,517,507,-215.87702501,-0.0057668081279,719,294.98312412,510.86014913,3414.34570312,466,0.577424417666,0.7021484375
AlmgrenChrissStrategy-sideways,transition,1,0,1,0.8476398,0.020080186683,1,0.8476398,0,30,1,inf,1
AlmgrenChrissStrategy-transition,bear_trend,2,1,1,2.13467754,0.0169111117821,2,2.13467754,0,585,2,inf,1
AlmgrenChrissStrategy-transition,bull_trend,3,2,1,-11.1612362,-0.0509117190992,1,1.79014311,12.95137931,240,3,0.13822026729,0.333333333333
AlmgrenChrissStrategy-transition,high_vol_shock,754,407,347,-101.38649518,-0.00109062608631,567,873.40144352,974.7879387,558.083554377,163,0.895991229318,0.75198938992
AlmgrenChrissStrategy-transition,range_choppy,1,0,1,-0.44881962,-0.00846226429349,0,0,0.44881962,2670,1,0,0
AlmgrenChrissStrategy-transition,range_quiet,2,1,1,-2.13843965,-0.00831924229721,1,1.22000937,3.35844902,1987.5,2,0.36326571067,0.5
AlmgrenChrissStrategy-transition,transition,3457,1749,1708,-544.23348613,-0.00252849072591,2402,2330.30492668,2874.53841281,1983.42348857,1101,0.810670998966,0.694822100087
BBMod-sideways,high_vol_shock,177,177,0,54.8306209,0.00231816969764,117,363.61722101,308.78660011,43.3615819209,74,1.17756800613,0.661016949153
BBMod-sideways,range_choppy,764,764,0,30.43224938,0.000481792366424,474,849.90417554,819.47192616,46.5968586387,277,1.03713641482,0.620418848168
BBMod-sideways,range_quiet,195,195,0,205.02172249,0.00780514347235,120,420.51364411,215.49192162,46.6666666667,86,1.95141256781,0.615384615385
BBMod-transition,bear_trend,1,1,0,1.3492869,0.00978942317525,1,1.3492869,0,45,1,inf,1
BBMod-transition,high_vol_shock,267,267,0,118.00468901,0.00326597069039,182,431.90530031,313.9006113,41.404494382,99,1.37593010259,0.681647940075
BBMod-transition,transition,777,777,0,51.15216138,0.000617477099433,474,843.53628793,792.38412655,45.6177606178,334,1.06455475276,0.610038610039
