candidate_id,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-sideways,SIDEWAYS,344,344,0,-47.65348084,-0.000961525653619,256,293.84981176,341.5032926,2212.90697674,243,0.860459673823,0.744186046512
ADXDM-transition,TRANSITION,283,283,0,-65.87679365,-0.00178441097592,201,247.32065525,313.1974489,2124.204947,206,0.789663696555,0.710247349823
ADXMomentum-sideways,SIDEWAYS,10,10,0,-1.70320687,-0.00135542033646,6,7.43776887,9.14097574,516,9,0.813673406598,0.6
ADXMomentum-transition,TRANSITION,15,15,0,9.8320677,0.00527299684477,13,16.21025624,6.37818854,592,13,2.54151412087,0.866666666667
ADX_15M_USDT-sideways,SIDEWAYS,2633,2633,0,-542.49526097,-0.0021334389062,1751,2324.11714754,2866.61240851,1931.11469806,1254,0.810753885192,0.66502088872
ADX_15M_USDT-sideways,TRANSITION,2,2,0,7.33383992,0.0228763867978,2,7.33383992,0,540,2,inf,1
ADX_15M_USDT-transition,SIDEWAYS,1,1,0,0.05175345,0.000625250917307,1,0.05175345,0,540,1,inf,1
ADX_15M_USDT-transition,TRANSITION,2127,2127,0,-383.13101425,-0.00166124264711,1468,2008.78686057,2391.91787482,1872.42595205,1214,0.839822671889,0.690173953926
ASDTSRockwellTrading-sideways,SIDEWAYS,13337,13337,0,-966.26116831,-0.00202666978295,3220,1046.16711857,2012.42828688,44.829421909,474,0.519853117445,0.241433605758
ASDTSRockwellTrading-sideways,TRANSITION,4,4,0,0.57841967,0.00166013274754,3,0.66731367,0.088894,55,4,7.50684714379,0.75
ASDTSRockwellTrading-transition,BEAR,5,5,0,-0.41655221,-0.00502165730219,1,0.0170046,0.43355681,34,5,0.039221157661,0.2
ASDTSRockwellTrading-transition,BULL,2,2,0,-0.52159643,-0.00976693892072,0,0,0.52159643,10,2,0,0
ASDTSRockwellTrading-transition,SIDEWAYS,6,6,0,-0.52506658,-0.00441988113784,1,0.0115424,0.53660898,27.5,6,0.0215098897525,0.166666666667
ASDTSRockwellTrading-transition,TRANSITION,13030,13030,0,-964.2299754,-0.00207225979304,3321,995.79863283,1960.02860823,44.6254796623,582,0.508053111393,0.254873369148
AdaptiveRegime-sideways,SIDEWAYS,115,60,55,453.84085619,0.0450774399682,40,1846.04417905,1392.20332286,35336.3478261,91,1.32598748239,0.347826086957
AdaptiveRegime-sideways,TRANSITION,21,13,8,-117.51003777,-0.0155425773405,7,206.01631615,323.52635392,36342.8571429,21,0.636783723038,0.333333333333
AdaptiveRegime-transition,BEAR,16,2,14,-112.42895775,-0.0532313739846,4,33.72606324,146.15502099,17640,14,0.230755419907,0.25
AdaptiveRegime-transition,BULL,14,14,0,67.51344908,0.0523611871624,7,188.18473588,120.6712868,41451.4285714,14,1.55948229998,0.5
AdaptiveRegime-transition,TRANSITION,100,50,50,209.58596849,0.0268984337275,35,1204.97348185,995.38751336,32673.6,91,1.21055716058,0.35
AlmgrenChrissStrategy-sideways,SIDEWAYS,4211,2111,2100,-841.63339699,-0.00445928057452,3011,2246.72163544,3088.35503243,1818.74732843,1190,0.72748165669,0.715032058893
AlmgrenChrissStrategy-sideways,TRANSITION,2,1,1,-0.07409609,0.00403374611059,1,0.8476398,0.92173589,802.5,2,0.919612449939,0.5
AlmgrenChrissStrategy-transition,BEAR,3,1,2,4.30178664,0.0179444039509,3,4.30178664,0,390,3,inf,1
AlmgrenChrissStrategy-transition,BULL,4,2,2,-8.78584724,-0.0331855463923,2,4.16553207,12.95137931,213.75,4,0.321628451325,0.5
AlmgrenChrissStrategy-transition,SIDEWAYS,3,1,2,-2.58725927,-0.00836691629597,1,1.22000937,3.80726864,2215,3,0.320442155613,0.333333333333
AlmgrenChrissStrategy-transition,TRANSITION,4209,2156,2053,-650.16247937,-0.00228161759766,2967,3199.16387214,3849.32635151,1728.99857448,1197,0.831097075177,0.704918032787
BBMod-sideways,SIDEWAYS,1136,1136,0,290.28459277,0.00202500737811,711,1634.03504066,1343.75044789,46.1047535211,386,1.21602567145,0.62588028169
BBMod-transition,BEAR,1,1,0,1.3492869,0.00978942317525,1,1.3492869,0,45,1,inf,1
BBMod-transition,TRANSITION,1044,1044,0,169.15685039,0.00129482172471,656,1275.44158824,1106.28473785,44.5402298851,396,1.1529053458,0.628352490421
