# path	strategy_id	base_strategy_id
webclinic017_strategies-freqtrade-/binanceus/PCA_fbb.py	PCA_fbb	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_fwr.py	PCA_fwr	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_highlow.py	PCA_highlow	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_jump.py	PCA_jump	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_macd.py	PCA_macd	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_mfi.py	PCA_mfi	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_minmax.py	PCA_minmax	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_nseq.py	PCA_nseq	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_over.py	PCA_over	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_profit.py	PCA_profit	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_pv.py	PCA_pv	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_stochastic.py	PCA_stochastic	PCA
webclinic017_strategies-freqtrade-/binanceus/PCA_swing.py	PCA_swing	PCA
werkkrew_freqtrade-strategies/strategies/archived/Enchilada.py	Enchilada_Slow	Enchilada
werkkrew_freqtrade-strategies/strategies/archived/Hacklemore.py	Hacklemore_Slow	Hacklemore
werkkrew_freqtrade-strategies/strategies/archived/Lateralus.py	Lateralus_Slow	Lateralus
werkkrew_freqtrade-strategies/strategies/solipsis/Solipsis.py	Solipsis_USD	Solipsis
