strategy_id,btc_regime,trades,episodes,mean_profit_ratio,mean_benchmark_return,benchmark_matched_episodes,excess_return,tier,dollar_gain_usd,benchmark_dollar_gain_usd,max_drawdown,episode_excess_lcb,excess_dollar_gain_usd,lcb_grade,profit_factor,worst_trade,liquidation_rate,forced_exit_rate,total_regime_days,sortino,annualized_return,drawdown_since_peak,sortino_pts,drawdown_pts,annualized_return_pts,liquidation_pts,profit_factor_pts,worst_trade_pts,freqforge_score
AdaptiveRegime-sideways,SIDEWAYS,31,12,-0.0157227622865,0.0874581572641,25,-0.103180919551,VALIDATION,-393.069057163,2186.4539316,0.0694019782218,-0.205527166878,-2579.52298876,F,0.83477515443,-0.343307478912,0,0,615,-0.674776832109,-0.233284887584,0.0793165465392,0,92.0683453461,0,100,16.6955030886,65.6692521088,46.2535618563
AdaptiveRegime-sideways,TRANSITION,1,1,0.140954577753,0.040640158464,1,0.100314419289,EXPLORATORY,140.954577753,40.640158464,0,,100.314419289,,inf,0.140954577753,0,0,2,-100,25.7242104399,0,100,100,100,100,100,100,100
AdaptiveRegime-transition,BULL,2,1,0.123617997233,0.169287234872,2,-0.045669237639,EXPLORATORY,247.235994466,338.574469744,0,-0.0537198951561,-91.3384752779,F,inf,0.0942024881861,0,0,68,-100,1.32707555853,0,100,100,91.6353777927,100,100,100,98.7453066689
AdaptiveRegime-transition,TRANSITION,15,10,0.0153450405294,-0.0414380041864,15,0.0567830447158,VALIDATION,230.175607941,-621.570062796,0.127104970897,-0.0157077492573,851.745670737,C,1.27919926478,-0.138804635395,0,0,99,4.69338509615,0.848627241397,0.127104970897,100,79.1580116412,82.4313620699,100,33.9599632392,86.1195364605,84.1621571907
AdaptiveRegime-trend,BEAR,23,5,-0.0361076225587,-0.126819242415,22,0.0907116198563,VALIDATION,-794.367696292,-2790.02333313,0.190673061586,0.0261743118677,1995.65563684,A,0.413182107769,-0.255084128923,0,0,804,-1.49090564963,-0.360627125804,0.190673061586,0,53.7307753656,0,100,8.26364215539,74.4915871077,36.7082167677
AdaptiveRegime-trend,BULL,21,5,0.155306716729,0.480710801016,19,-0.325404084287,VALIDATION,2950.82761784,9133.5052193,0.0585652656654,-0.535142369333,-6182.67760145,F,3.1999346868,-0.219289143444,0,0,527,8.44183857828,2.04374208826,0.219289143444,100,45.177714139,95.2187104413,100,74.4997550755,78.0710856556,80.8343191741
AlmgrenChrissStrategy-sideways,SIDEWAYS,746,20,-0.0476147624771,0.0364855797548,95,-0.0841003422319,VALIDATION,-4523.40243532,3466.1300767,0.0129121564414,-0.112234284641,-7989.53251203,F,0.604708940774,-0.104519250796,0,0.00536193029491,1561,-1.93303531836,-1.05768218379,0.0437648000342,0,95.6235199966,0,100,12.0941788155,89.5480749204,49.0701053727
AlmgrenChrissStrategy-transition,TRANSITION,392,36,-0.011110145949,-0.015043592919,120,0.00393344697,VALIDATION,-1333.21751388,-1805.23115028,0.0511614769405,-0.0114769862303,472.0136364,C,0.73993824225,-0.104702570016,0,0,804,-1.09919287229,-0.60525421961,0.102322953881,0,89.0708184476,0,100,14.798764845,89.5297429984,47.7005553962
AlmgrenChrissStrategy-trend,BEAR,862,13,-0.0116722683669,-0.0181034756169,64,0.0064312072501,VALIDATION,-747.025175479,-1158.62243948,0.0400305553738,-0.0300082296787,411.597264006,D,0.91715708332,-0.10288675564,0,0,1495,-0.345371953228,-0.182384072943,0.100076388435,0,89.9694446262,0,100,18.3431416664,89.711324436,48.2978077668
AlmgrenChrissStrategy-trend,BULL,647,14,-0.00107872223868,0.203178059824,48,-0.204256782062,VALIDATION,-51.7786674567,9752.54687153,0.0204327388802,-0.338141489827,-9804.32553899,F,0.993836248342,-0.106800469685,0,0,919,-0.0304113183266,-0.0205649767374,0.102264067228,0,89.0943731088,0,100,19.8767249668,89.3199530315,48.193261077
BBMod-sideways,SIDEWAYS,159,12,-0.0131908901746,0.0166642175416,37,-0.0298551077162,VALIDATION,-488.062936459,616.576049039,0.0299410758548,-0.0857636316078,-1104.6389855,F,0.743713313491,-0.0999969089784,0,0,857,-0.684573012261,-0.207868111794,0.0998035861828,0,90.0196413817,0,100,14.8742662698,90.0003091022,47.9923678826
BBMod-transition,TRANSITION,59,18,0.00468551126727,-0.0166023691051,31,0.0212878803724,VALIDATION,145.250849285,-514.673442258,0.00919232516586,-0.0247628529331,659.924291543,D,1.47290808545,-0.0524297620188,0,0,214,1.91323852845,0.247740934529,0.0324965903022,63.7746176151,96.7503409698,52.3870467264,100,43.6454042724,94.7570237981,76.8295394623
BBMod-trend,BULL,338,10,0.0266837239681,0.348726028438,27,-0.32204230447,VALIDATION,720.46054714,9415.60276782,0.0250525712317,-0.555453146754,-8695.14222068,F,1.3086657186,-0.121828878907,0,0,639,1.09859371792,0.411530672466,0.0999699225506,36.6197905972,90.0030077449,60.5765336233,100,35.4332859301,87.8171121093,68.067219433
