candidate_id,btc_regime,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
ADXDM-downtrend,BEAR,31,26,5,1.24094807,-126.46463483,15.18058901,0.838709677419
BB_RPB_TSL_RNG_2-transition,TRANSITION,16,10,6,2.52832961,-17.14171116,20.09909926,0.625
BB_RTR-sideways,SIDEWAYS,11,7,4,8.76680493,-5.70487352,46.31605957,0.636363636364
BB_RTR-transition,TRANSITION,22,18,4,5.3249808,-37.85619335,39.16515348,0.818181818182
BigTrader-sideways,SIDEWAYS,5,5,0,19.13899562,3.66172347,37.0242501,1
BigTrader-transition,TRANSITION,10,10,0,11.37148653,3.04372202,23.43539436,1
Cenderawasih_3_kucoin-sideways,SIDEWAYS,7,2,5,-1.06638165,-4.9546921,3.94041558,0.285714285714
CryptoFrog_nateema-transition,BEAR,3,2,1,1.45112631,-3.50326886,8.12674619,0.666666666667
CryptoFrog_nateema-transition,SIDEWAYS,3,3,0,0.56911008,0.02907105,1.78995516,1
CryptoFrog_nateema-transition,TRANSITION,56,35,21,1.58964686,-104.27349503,33.13164383,0.625
CustomStoplossWithPSAR-downtrend,BEAR,18,6,12,-92.637640505,-1227.69165976,6370.47000098,0.333333333333
E0V1E_protections-sideways,SIDEWAYS,8,6,2,8.8370848,-6.34402832,49.93318659,0.75
FSampleStrategy-sideways,SIDEWAYS,37,15,22,-14.12544055,-381.21483343,707.59489776,0.405405405405
FSampleStrategy-sideways,TRANSITION,3,0,3,-14.06709551,-39.35211926,-6.28894912,0
FSampleStrategy-trend,BEAR,11,5,6,-1.24070589,-25.48404494,34.8962784,0.454545454545
FSampleStrategy-trend,BULL,31,9,22,-33.35672013,-270.65665017,487.56704628,0.290322580645
FastSupertrend_optim3_rsi_80-trend,BEAR,46,16,30,-34.182200775,-643.14194464,2112.9256668,0.347826086957
FastSupertrend_optim3_rsi_80-trend,BULL,36,17,19,-28.721274195,-594.64329124,2992.80205193,0.472222222222
FastSupertrend_optim3_rsi_80-trend,TRANSITION,4,4,0,23.219428075,14.8791505,35.37392684,1
FastSupertrend_optim3_rsi_80-uptrend,BEAR,4,2,2,-6.30151171,-27.25795917,22.61758923,0.5
FastSupertrend_optim3_rsi_80-uptrend,BULL,39,19,20,-14.17898904,-320.26161292,2464.75389677,0.487179487179
GodCard-downtrend,BEAR,14,12,2,0.582618595,-30.75915318,12.99102142,0.857142857143
GodCard-sideways,SIDEWAYS,18,17,1,1.882171815,-11.864398,41.07253144,0.944444444444
Hacklemost-sideways,SIDEWAYS,6,6,0,1.716613055,0.2806345,16.79237243,1
Hammer-transition,TRANSITION,18,13,5,2.16386693,-59.27110102,34.80285827,0.722222222222
MFI2-downtrend,BEAR,20,18,2,23.57282986,-157.19217405,124.30189351,0.9
NFI46Z-downtrend,BEAR,16,13,3,0.61459509,-13.11778606,6.22603314,0.8125
NostalgiaForInfinityX-transition,TRANSITION,16,14,2,4.5443785,-21.5794969,56.72174029,0.875
OversoldReversion-downtrend,BEAR,12,11,1,13.73332233,-68.06112863,347.03093765,0.916666666667
SARCross-sideways,SIDEWAYS,7,6,1,12.27505013,-0.0389664,32.81328551,0.857142857143
SARCross-transition,TRANSITION,14,11,3,2.7390138,-10.15930707,26.15491513,0.785714285714
SimpleBollinger-downtrend,BEAR,16,15,1,2.234154815,-0.003526,20.22650024,0.9375
Squeeze001-downtrend,BEAR,15,11,4,4.91887552,-54.85147623,27.06449752,0.733333333333
TheRealPullbackV2-sideways,SIDEWAYS,21,14,7,2.96053916,-16.174259,62.48030072,0.666666666667
adxbbrsi2-transition,TRANSITION,41,33,8,1.54792928,-35.25509067,20.66793819,0.80487804878
cryptotank-downtrend,BEAR,32,19,13,2.774761855,-524.44162953,63.70882183,0.59375
cryptotank-sideways,SIDEWAYS,27,20,7,16.56715248,-423.49329255,128.30176639,0.740740740741
cryptotank-sideways,TRANSITION,3,3,0,3.36795997,2.92613867,9.4245048,1
cryptotank-transition,BEAR,1,1,0,2.08247725,2.08247725,2.08247725,1
cryptotank-transition,SIDEWAYS,1,1,0,2.79053216,2.79053216,2.79053216,1
cryptotank-transition,TRANSITION,47,31,16,4.0441137,-171.16120457,41.76283688,0.659574468085
eltoro1_4-transition,BEAR,3,2,1,1.87165984,-0.622271,8.37893632,0.666666666667
eltoro1_4-transition,SIDEWAYS,3,3,0,2.85803956,2.15464623,4.31154467,1
eltoro1_4-transition,TRANSITION,60,43,17,3.262062445,-173.41214833,49.56024855,0.716666666667
eltoro1_4_simple-downtrend,BEAR,41,28,13,18.911937,-574.65510819,113.53185954,0.682926829268
