candidate_id,coin_phase,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-downtrend,bear_trend,276,276,0,-38.41896232,-0.0010084463136,193,185.95879841,224.37776073,2254.67391304,169,0.828775533747,0.699275362319
ADXDM-downtrend,high_vol_shock,36,36,0,-64.71531176,-0.0136025830373,26,63.05473937,127.77005113,1586.38888889,21,0.493501715092,0.722222222222
BB_RPB_TSL_RNG_2-transition,high_vol_shock,41,41,0,73.8905038,0.0139953940705,24,104.14555859,30.25505479,15.9756097561,15,3.44225318093,0.585365853659
BB_RPB_TSL_RNG_2-transition,transition,54,54,0,42.74741698,0.00614443229255,23,130.93182359,88.18440661,32.5,26,1.48475029343,0.425925925926
BB_RTR-sideways,high_vol_shock,30,30,0,-3.93812596,-0.000816216636615,20,68.57768921,72.51581517,61.6666666667,13,0.945692867814,0.666666666667
BB_RTR-sideways,range_choppy,82,82,0,150.46660089,0.0135722522823,55,166.56442741,16.09782652,66.9512195122,36,10.3470134433,0.670731707317
BB_RTR-sideways,range_quiet,34,34,0,87.38539624,0.0183981561032,22,92.29386877,4.90847253,71.7647058824,9,18.8029714348,0.647058823529
BB_RTR-transition,high_vol_shock,50,50,0,60.69910237,0.00943699506985,33,101.7550376,41.05593523,89.1,18,2.47844890221,0.66
BB_RTR-transition,transition,87,87,0,84.01467388,0.00722537637924,47,169.17102069,85.15634681,91.6091954023,39,1.98659321386,0.540229885057
BigTrader-sideways,high_vol_shock,8,8,0,40.0877932,0.0395368769926,8,40.0877932,0,614.375,4,inf,1
BigTrader-sideways,range_choppy,17,17,0,62.42281319,0.0275565994133,17,62.42281319,0,150,8,inf,1
BigTrader-sideways,range_quiet,12,12,0,41.36345255,0.0254141508245,12,41.36345255,0,1472.08333333,5,inf,1
BigTrader-transition,high_vol_shock,7,7,0,28.67137142,0.0321654551899,7,28.67137142,0,57.8571428571,5,inf,1
BigTrader-transition,transition,23,23,0,85.29452983,0.0282213984949,23,85.29452983,0,779.130434783,13,inf,1
Cenderawasih_3_kucoin-sideways,high_vol_shock,13,13,0,-18.69111283,-0.0115909489476,2,11.75461083,30.44572366,27.3076923077,6,0.386084133236,0.153846153846
Cenderawasih_3_kucoin-sideways,range_choppy,21,21,0,-2.71725619,-0.00106135977512,7,14.40065293,17.11790912,24.5238095238,9,0.841262377843,0.333333333333
Cenderawasih_3_kucoin-sideways,range_quiet,14,14,0,15.43510701,0.00910696508931,7,24.36201399,8.92690698,8.57142857143,7,2.72905431238,0.5
CryptoFrog_nateema-transition,high_vol_shock,320,320,0,131.58224436,0.00318693496231,262,674.88987528,543.30763092,117.46875,78,1.24218736655,0.81875
CryptoFrog_nateema-transition,transition,696,696,0,-20.71818301,-5.61264583075e-05,535,1002.74471966,1023.46290267,230.495689655,225,0.979756781652,0.76867816092
CustomStoplossWithPSAR-downtrend,bear_trend,44,44,0,529.11980774,0.0280901235459,12,4008.56097826,3479.44117052,317209.090909,34,1.1520703417,0.272727272727
CustomStoplossWithPSAR-downtrend,high_vol_shock,14,14,0,6182.90268624,3.69631935094,9,6517.44227932,334.53959308,811067.142857,6,19.481826409,0.642857142857
E0V1E_protections-sideways,high_vol_shock,17,17,0,51.3394778,0.0236772964346,14,76.44509955,25.10562175,37.6470588235,8,3.04493950842,0.823529411765
E0V1E_protections-sideways,range_choppy,22,22,0,83.08778065,0.0278172301631,17,94.61851679,11.53073614,76.3636363636,13,8.20576549851,0.772727272727
E0V1E_protections-sideways,range_quiet,21,21,0,86.91801304,0.0292252998172,17,90.76671861,3.84870557,20,8,23.5837002751,0.809523809524
FSampleStrategy-sideways,high_vol_shock,25,24,1,165.3572163,0.0314456533965,2,454.4334286,289.0762123,6012,19,1.57201945115,0.08
FSampleStrategy-sideways,range_choppy,252,245,7,60.96468926,0.00879098548728,27,2733.5076509,2672.54296164,19902.8571429,154,1.02281149083,0.107142857143
FSampleStrategy-sideways,range_quiet,167,156,11,1004.32213028,0.0446552625182,34,2395.3025967,1390.98046642,28571.1377246,122,1.72202461108,0.203592814371
FSampleStrategy-sideways,transition,2,2,0,12.27785427,0.0216033241672,1,23.74541938,11.46756511,3840,2,2.07065921599,0.5
FSampleStrategy-trend,bear_trend,21,2,19,-16.5543114,-0.00283450945596,11,92.93806216,109.49237356,5745.71428571,21,0.848808543812,0.52380952381
FSampleStrategy-trend,bull_trend,224,224,0,-52.24363202,0.00832919742792,26,2079.92033276,2132.16396478,21373.9285714,144,0.97549736658,0.116071428571
FSampleStrategy-trend,high_vol_shock,90,89,1,722.15685698,0.0497136603838,9,1571.95713654,849.80027956,7730.66666667,50,1.84979597483,0.1
FastSupertrend_optim3_rsi_80-trend,bear_trend,2489,0,2489,4541.07280773,0.0047921721636,1895,21752.9052116,17211.8324038,1261.18119727,574,1.26383436122,0.761349939735
FastSupertrend_optim3_rsi_80-trend,bull_trend,1952,1952,0,1576.35809546,0.00303101952995,1502,12555.717222,10979.3591265,1359.49795082,566,1.14357469114,0.769467213115
FastSupertrend_optim3_rsi_80-trend,high_vol_shock,1404,674,730,642.11987374,0.00119403353425,1106,9091.43840137,8449.31852763,503.162393162,262,1.07599664655,0.787749287749
FastSupertrend_optim3_rsi_80-trend,transition,1,0,1,6.40342083,0.0205786267518,1,6.40342083,0,1380,1,inf,1
FastSupertrend_optim3_rsi_80-uptrend,bear_trend,11,0,11,-33.43218927,-0.00831782550337,7,64.98354552,98.41573479,2220,10,0.66029629976,0.636363636364
FastSupertrend_optim3_rsi_80-uptrend,bull_trend,3219,1952,1267,3547.35164032,0.00358041036461,2463,21419.3238072,17871.9721669,1336.70083877,835,1.19848686016,0.7651444548
FastSupertrend_optim3_rsi_80-uptrend,high_vol_shock,1218,674,544,2308.54090107,0.00461435291332,984,10411.1731506,8102.63224951,485.123152709,268,1.28491246178,0.807881773399
FastSupertrend_optim3_rsi_80-uptrend,transition,5,0,5,23.46361114,-0.00329906843071,4,45.6506567,22.18704556,600,5,2.05753652854,0.8
GodCard-downtrend,bear_trend,68,68,0,25.13016127,0.00298116907161,62,69.77090374,44.64074247,154.264705882,39,1.56294227828,0.911764705882
GodCard-downtrend,high_vol_shock,4,4,0,5.61209983,0.011265754709,4,5.61209983,0,343.75,4,inf,1
GodCard-sideways,high_vol_shock,2,2,0,-3.0401168,-0.0117713130482,1,8.1855872,11.225704,2.5,2,0.729182526103,0.5
GodCard-sideways,range_choppy,36,36,0,4.84978439,0.00109403437774,33,27.16753999,22.3177556,131.805555556,30,1.2173060982,0.916666666667
GodCard-sideways,range_quiet,56,56,0,23.32523537,0.00342813094575,52,68.76051898,45.43528361,62.7678571429,31,1.51337272526,0.928571428571
Hacklemost-sideways,high_vol_shock,3,3,0,-23.54892456,-0.0617340428186,2,15.97341086,39.52233542,230,1,0.404161613686,0.666666666667
Hacklemost-sideways,range_choppy,16,16,0,31.68497402,0.0160482206435,16,31.68497402,0,211.5625,9,inf,1
Hacklemost-sideways,range_quiet,9,9,0,27.70573429,0.0246588903994,9,27.70573429,0,478.333333333,3,inf,1
Hammer-transition,high_vol_shock,14,14,0,-10.00693181,-0.00535024486611,8,49.93913431,59.94606612,1104.64285714,11,0.833067748099,0.571428571429
Hammer-transition,transition,48,48,0,85.44948308,0.0141710705016,39,143.32529041,57.87580733,302.604166667,35,2.4764283562,0.8125
MFI2-downtrend,bear_trend,119,119,0,419.46378119,0.0238428942129,99,523.08737276,103.62359157,433.445378151,56,5.04795640486,0.831932773109
MFI2-downtrend,high_vol_shock,106,106,0,29.61867574,0.00294303438086,77,398.36454318,368.74586744,475.70754717,40,1.08032273269,0.72641509434
NFI46Z-downtrend,bear_trend,92,92,0,-5.67815197,-0.00045653402329,67,73.80003821,79.47819018,128.75,46,0.928557105325,0.728260869565
NFI46Z-downtrend,high_vol_shock,19,19,0,27.85473842,0.011732083023,17,37.85069714,9.99595872,24.7368421053,9,3.78659998508,0.894736842105
NostalgiaForInfinityX-transition,high_vol_shock,12,12,0,8.61888395,0.00638537713231,11,62.43209375,53.8132098,984.583333333,9,1.16016297824,0.916666666667
NostalgiaForInfinityX-transition,transition,26,26,0,38.07190354,0.0116833379022,23,84.92168106,46.84977752,2651.73076923,17,1.81263787269,0.884615384615
OversoldReversion-downtrend,bear_trend,60,60,0,194.36898826,0.0356401846336,37,379.1239347,184.75494644,4320,45,2.05203672218,0.616666666667
OversoldReversion-downtrend,high_vol_shock,41,41,0,238.96838524,0.0661936990177,28,321.03685517,82.06846993,4320,25,3.91181723558,0.682926829268
SARCross-sideways,high_vol_shock,16,16,0,-49.28234438,-0.0236122741908,12,69.76044833,119.04279271,262.8125,10,0.586011523603,0.75
SARCross-sideways,range_choppy,24,24,0,60.81733421,0.0208273612378,22,60.82653133,0.00919712,399.166666667,17,6613.64985235,0.916666666667
SARCross-sideways,range_quiet,21,21,0,21.37506971,0.00828036820332,19,52.31091087,30.93584116,2730.23809524,11,1.69094839217,0.904761904762
SARCross-transition,high_vol_shock,12,12,0,-9.22633378,-0.00539116166747,8,53.47143445,62.69776823,369.166666667,7,0.852844303067,0.666666666667
SARCross-transition,transition,29,29,0,72.54243982,0.0197221334433,26,72.61066382,0.068224,440.344827586,22,1064.29795702,0.896551724138
SimpleBollinger-downtrend,bear_trend,42,42,0,45.45747734,0.00863186871016,34,76.8638768,31.40639946,1603.92857143,32,2.44739537552,0.809523809524
SimpleBollinger-downtrend,high_vol_shock,5,5,0,8.55996427,0.0137994992978,5,8.55996427,0,307,4,inf,1
Squeeze001-downtrend,bear_trend,56,56,0,75.99745882,0.010265538896,42,109.72790722,33.7304484,990.982142857,39,3.25308178293,0.75
Squeeze001-downtrend,high_vol_shock,40,40,0,65.39990882,0.0125660165766,32,123.99808867,58.59817985,450.625,30,2.11607406557,0.8
TheRealPullbackV2-sideways,high_vol_shock,16,16,0,3.35610248,0.00178105660236,7,41.05963897,37.70353649,50.625,9,1.08901293599,0.4375
TheRealPullbackV2-sideways,range_choppy,96,96,0,79.4409405,0.00648303164349,58,194.63793837,115.19699787,105.833333333,65,1.68960946873,0.604166666667
TheRealPullbackV2-sideways,range_quiet,54,54,0,40.74243074,0.00574271083879,33,138.33575699,97.59332625,87.962962963,25,1.41747148402,0.611111111111
adxbbrsi2-transition,bull_trend,1,1,0,1.6501672,0.0136501129532,1,1.6501672,0,120,1,inf,1
adxbbrsi2-transition,high_vol_shock,13,13,0,-22.4076716,-0.0133294988912,11,18.46498146,40.87265306,290.769230769,9,0.451768605109,0.846153846154
adxbbrsi2-transition,transition,116,116,0,14.89687995,0.00113039137647,88,95.73517704,80.83829709,4718.79310345,84,1.18427998221,0.758620689655
cryptotank-downtrend,bear_trend,450,450,0,174.72579239,0.0113284969614,385,1523.655261,1348.92946861,2451.06666667,161,1.12952922777,0.855555555556
cryptotank-downtrend,high_vol_shock,183,183,0,-38.55444144,0.00915696263329,136,523.45825513,562.01269657,1209.18032787,50,0.931399340842,0.743169398907
cryptotank-sideways,high_vol_shock,51,51,0,-296.95751135,-0.0166110352107,34,118.55014767,415.50765902,1597.64705882,23,0.285313989036,0.666666666667
cryptotank-sideways,range_choppy,283,283,0,-268.63894997,0.00417556261873,234,599.29014605,867.92909602,2715.4770318,120,0.690482838746,0.826855123675
cryptotank-sideways,range_quiet,63,63,0,-26.66823181,0.00445928446906,52,134.66689926,161.33513107,5406.66666667,26,0.834702884405,0.825396825397
cryptotank-transition,bear_trend,1,1,0,4.79457288,0.0131277772828,1,4.79457288,0,2760,1,inf,1
cryptotank-transition,high_vol_shock,110,110,0,73.50741872,0.00875273379267,75,518.63850144,445.13108272,1162.36363636,45,1.16513656667,0.681818181818
cryptotank-transition,range_choppy,1,1,0,10.0826927,0.0305409418691,1,10.0826927,0,4800,1,inf,1
cryptotank-transition,transition,304,304,0,187.13036979,0.0118973420839,269,1261.25421227,1074.12384248,3185.13157895,141,1.17421675452,0.884868421053
eltoro1_4-transition,bear_trend,2,2,0,6.92195776,0.0289702005756,2,6.92195776,0,4650,2,inf,1
eltoro1_4-transition,high_vol_shock,122,122,0,-123.7368704,-0.00709201320856,77,322.99805921,446.73492961,1817.70491803,54,0.723019486056,0.631147540984
eltoro1_4-transition,range_choppy,1,1,0,3.52418542,0.0272046899699,1,3.52418542,0,240,1,inf,1
eltoro1_4-transition,transition,434,434,0,109.57626217,0.00276281262484,377,1266.62149388,1157.04523171,5969.17050691,262,1.09470352512,0.86866359447
eltoro1_4_simple-downtrend,bear_trend,510,510,0,340.27165481,0.00638954083384,442,2829.66248682,2489.39083201,8745.23529412,289,1.13668872338,0.866666666667
eltoro1_4_simple-downtrend,high_vol_shock,188,188,0,123.37058303,0.0080632800043,155,1156.65675678,1033.28617375,2820.39893617,70,1.11939633585,0.824468085106
