candidate_id,coin_regime,trades,long_trades,short_trades,profit_abs,mean_profit_ratio,wins,gross_profit,gross_loss,mean_duration_minutes,active_dates,profit_factor,win_rate
ADXDM-downtrend,BEAR,312,312,0,-103.13427408,-0.00246161593557,219,249.01353778,352.14781186,2177.56410256,181,0.707127886057,0.701923076923
BB_RPB_TSL_RNG_2-transition,TRANSITION,95,95,0,116.63792078,0.0095327421125,47,235.07738218,118.4394614,25.3684210526,39,1.98478935484,0.494736842105
BB_RTR-sideways,SIDEWAYS,145,145,0,234.29922432,0.0118416154108,97,327.43598539,93.13676107,67.4482758621,53,3.51564711536,0.668965517241
BB_RTR-sideways,TRANSITION,1,1,0,-0.38535315,-0.0030587390138,0,0,0.38535315,0,1,0,0
BB_RTR-transition,TRANSITION,137,137,0,144.71377625,0.0080325364853,80,270.92605829,126.21228204,90.6934306569,55,2.14659028354,0.583941605839
BigTrader-sideways,SIDEWAYS,37,37,0,143.87405894,0.0294520815098,37,143.87405894,0,679.189189189,16,inf,1
BigTrader-transition,TRANSITION,30,30,0,113.96590125,0.0291416783904,30,113.96590125,0,610.833333333,18,inf,1
Cenderawasih_3_kucoin-sideways,SIDEWAYS,48,48,0,-5.97326201,-0.000947362090538,16,50.51727775,56.49053976,20.625,20,0.894260843756,0.333333333333
CryptoFrog_nateema-transition,BULL,2,2,0,-10.4989536,-0.0379881270476,1,1.4860152,11.9849688,245,2,0.123989909761,0.5
CryptoFrog_nateema-transition,TRANSITION,1014,1014,0,121.36301495,0.0010421414468,796,1676.14857974,1554.78556479,194.797830375,280,1.07805771915,0.785009861933
CustomStoplossWithPSAR-downtrend,BEAR,58,58,0,6712.02249398,0.913524764641,21,10526.0032576,3813.9807636,436416.206897,39,2.75984697092,0.362068965517
E0V1E_protections-sideways,SIDEWAYS,60,60,0,221.34527149,0.027137073319,48,261.83033495,40.48506346,45.6666666667,27,6.46733171627,0.8
FSampleStrategy-sideways,SIDEWAYS,444,425,19,1230.64403584,0.0235560777438,63,5583.2436762,4352.59964036,22381.0810811,269,1.28273770563,0.141891891892
FSampleStrategy-sideways,TRANSITION,2,2,0,12.27785427,0.0216033241672,1,23.74541938,11.46756511,3840,2,2.07065921599,0.5
FSampleStrategy-trend,BEAR,23,3,20,-41.49529176,-0.00710562228137,11,92.93806216,134.43335392,5340,23,0.691331871518,0.478260869565
FSampleStrategy-trend,BULL,312,312,0,694.85420532,0.0206534431804,35,3651.8774693,2957.02326398,17568.4615385,178,1.23498435531,0.112179487179
FastSupertrend_optim3_rsi_80-trend,BEAR,3218,0,3218,4326.97385972,0.00355263509442,2462,25480.4830504,21153.5091906,1090.81417029,619,1.20455111352,0.765071472965
FastSupertrend_optim3_rsi_80-trend,BULL,2626,2626,0,2411.66654403,0.00307018661036,2040,17898.6674114,15487.0008673,1137.85224676,664,1.15572198676,0.776846915461
FastSupertrend_optim3_rsi_80-trend,TRANSITION,2,0,2,27.31379401,0.0232892869332,2,27.31379401,0,1200,2,inf,1
FastSupertrend_optim3_rsi_80-uptrend,BEAR,14,0,14,-24.27876224,-0.00279695957051,10,74.13697255,98.41573479,1791.42857143,13,0.753304059642,0.714285714286
FastSupertrend_optim3_rsi_80-uptrend,BULL,4432,2626,1806,5838.46879053,0.0038485126895,3442,31813.073207,25974.6044164,1104.01624549,977,1.22477604267,0.776624548736
FastSupertrend_optim3_rsi_80-uptrend,TRANSITION,7,0,7,31.73393497,0.0028829405016,6,53.92098053,22.18704556,437.142857143,7,2.43029115274,0.857142857143
GodCard-downtrend,BEAR,72,72,0,30.7422611,0.00344142382924,66,75.38300357,44.64074247,164.791666667,43,1.68865926952,0.916666666667
GodCard-sideways,SIDEWAYS,94,94,0,25.13490296,0.00221082919643,86,104.11364617,78.97874321,87.9255319149,57,1.3182489609,0.914893617021
Hacklemost-sideways,SIDEWAYS,28,28,0,35.84178375,0.0104821219798,27,75.36411917,39.52233542,299.285714286,13,1.90687413507,0.964285714286
Hammer-transition,TRANSITION,62,62,0,75.44255127,0.00976303154761,47,193.26442472,117.82187345,483.709677419,45,1.64031023324,0.758064516129
MFI2-downtrend,BEAR,225,225,0,449.08245693,0.0139967380254,176,921.45191594,472.36945901,453.355555556,86,1.95070171952,0.782222222222
NFI46Z-downtrend,BEAR,111,111,0,22.17658645,0.00162980583149,84,111.65073535,89.4741489,110.945945946,55,1.24785467895,0.756756756757
NostalgiaForInfinityX-transition,TRANSITION,38,38,0,46.69078749,0.0100102976591,34,147.35377481,100.66298732,2125.26315789,25,1.46383272276,0.894736842105
OversoldReversion-downtrend,BEAR,101,101,0,433.3373735,0.0480430964133,65,700.16078987,266.82341637,4320,63,2.62406050936,0.643564356436
