candidate_id,coin_phase,episodes,positive_episodes,negative_episodes,median_episode_profit,worst_episode_profit,best_episode_profit,episode_win_rate
ADXDM-downtrend,bear_trend,98,78,20,0.76252006,-71.45333779,10.16457886,0.795918367347
ADXDM-downtrend,high_vol_shock,9,6,3,0.00352198,-38.06765711,12.46031512,0.666666666667
BB_RPB_TSL_RNG_2-transition,high_vol_shock,8,7,1,8.862903785,-0.49949955,21.40955646,0.875
BB_RPB_TSL_RNG_2-transition,transition,32,18,14,2.344783005,-25.95983908,18.40427244,0.5625
BB_RTR-sideways,high_vol_shock,6,4,2,2.517856675,-38.16306539,44.56267477,0.666666666667
BB_RTR-sideways,range_choppy,42,35,7,2.97759696,-3.5259139,14.26217953,0.833333333333
BB_RTR-sideways,range_quiet,19,15,4,3.6099852,-1.49262716,19.18587361,0.789473684211
BB_RTR-transition,high_vol_shock,12,9,3,3.76724356,-12.56483894,32.42467367,0.75
BB_RTR-transition,transition,42,24,18,2.07867746,-13.3915413,25.62337012,0.571428571429
BigTrader-sideways,high_vol_shock,3,3,0,13.91113847,11.58059927,14.59605546,1
BigTrader-sideways,range_choppy,13,13,0,4.0619964,2.19445281,9.4706016,1
BigTrader-sideways,range_quiet,10,10,0,3.52870866,3.0566883,6.1644234,1
BigTrader-transition,high_vol_shock,3,3,0,7.63292658,7.13009176,13.90835308,1
BigTrader-transition,transition,18,18,0,3.68773135,1.55122562,12.80386954,1
Cenderawasih_3_kucoin-sideways,high_vol_shock,4,1,3,-3.07918635,-18.82982487,6.29708474,0.25
Cenderawasih_3_kucoin-sideways,range_choppy,14,7,7,-0.056628955,-6.1468213,2.8513254,0.5
Cenderawasih_3_kucoin-sideways,range_quiet,11,6,5,0.4901057,-3.63872563,8.51809284,0.545454545455
CryptoFrog_nateema-transition,high_vol_shock,31,24,7,2.2272198,-29.21492082,31.0670608,0.774193548387
CryptoFrog_nateema-transition,transition,133,90,43,1.7261728,-30.679513,13.33751295,0.676691729323
CustomStoplossWithPSAR-downtrend,bear_trend,29,11,18,-102.25320074,-446.8638958,985.2405331,0.379310344828
CustomStoplossWithPSAR-downtrend,high_vol_shock,8,4,4,53.215860995,-155.52110643,4677.3905166,0.5
E0V1E_protections-sideways,high_vol_shock,4,3,1,10.5601417,-5.14706798,35.36626238,0.75
E0V1E_protections-sideways,range_choppy,16,12,4,4.17171719,-8.2395201,17.8218841,0.75
E0V1E_protections-sideways,range_quiet,17,14,3,5.265396,-1.04300562,12.91993435,0.823529411765
FSampleStrategy-sideways,high_vol_shock,13,2,11,-18.69230502,-32.79874055,203.05044439,0.153846153846
FSampleStrategy-sideways,range_choppy,105,21,84,-14.06042351,-120.75453078,245.56281092,0.2
FSampleStrategy-sideways,range_quiet,81,28,53,-12.52473432,-51.14823094,231.10219225,0.345679012346
FSampleStrategy-sideways,transition,2,1,1,6.138927135,-11.46756511,23.74541938,0.5
FSampleStrategy-trend,bear_trend,16,7,9,-1.792170445,-14.08932198,21.09974628,0.4375
FSampleStrategy-trend,bull_trend,110,21,89,-11.51828984,-67.37154588,207.10427082,0.190909090909
FSampleStrategy-trend,high_vol_shock,27,7,20,-20.33979605,-60.12748359,312.8575401,0.259259259259
FastSupertrend_optim3_rsi_80-trend,bear_trend,150,78,72,1.351411055,-117.83013868,405.63322388,0.52
FastSupertrend_optim3_rsi_80-trend,bull_trend,157,73,84,-3.36025063,-117.2141435,365.31424624,0.464968152866
FastSupertrend_optim3_rsi_80-trend,high_vol_shock,42,20,22,-10.541740055,-353.66398118,429.92101243,0.47619047619
FastSupertrend_optim3_rsi_80-trend,transition,1,1,0,6.40342083,6.40342083,6.40342083,1
FastSupertrend_optim3_rsi_80-uptrend,bear_trend,11,7,4,5.64175726,-31.463584,17.00401458,0.636363636364
FastSupertrend_optim3_rsi_80-uptrend,bull_trend,168,90,78,3.899269085,-272.8697025,462.25536228,0.535714285714
FastSupertrend_optim3_rsi_80-uptrend,high_vol_shock,35,22,13,7.1932958,-136.08357625,572.0516117,0.628571428571
FastSupertrend_optim3_rsi_80-uptrend,transition,5,4,1,9.55077312,-22.18704556,14.92496692,0.8
GodCard-downtrend,bear_trend,50,44,6,0.94411551,-11.11192584,5.76699324,0.88
GodCard-downtrend,high_vol_shock,4,4,0,0.885856135,0.00557216,3.8348154,1
GodCard-sideways,high_vol_shock,2,1,1,-1.5200584,-11.225704,8.1855872,0.5
GodCard-sideways,range_choppy,29,26,3,0.5042008,-11.188856,3.94697204,0.896551724138
GodCard-sideways,range_quiet,42,38,4,0.451360405,-11.4870357,10.35768883,0.904761904762
Hacklemost-sideways,high_vol_shock,1,0,1,-23.54892456,-23.54892456,-23.54892456,0
Hacklemost-sideways,range_choppy,13,13,0,1.85904558,0.30614552,7.28334187,1
Hacklemost-sideways,range_quiet,6,6,0,4.874592585,0.2897055,8.36439602,1
Hammer-transition,high_vol_shock,9,5,4,0.00251769,-27.5211029,12.80009486,0.555555555556
Hammer-transition,transition,41,34,7,2.4553655,-32.4770856,25.1600488,0.829268292683
MFI2-downtrend,bear_trend,62,54,8,5.60926529,-23.81100051,42.0718054,0.870967741935
MFI2-downtrend,high_vol_shock,19,14,5,3.0790945,-39.08480272,29.79770454,0.736842105263
NFI46Z-downtrend,bear_trend,46,30,16,0.63331864,-17.13301065,7.55697901,0.652173913043
NFI46Z-downtrend,high_vol_shock,7,6,1,4.02856708,-0.6574458,12.427071,0.857142857143
NostalgiaForInfinityX-transition,high_vol_shock,6,5,1,4.514632965,-23.23807105,12.15809994,0.833333333333
NostalgiaForInfinityX-transition,transition,20,17,3,2.470647115,-21.5794969,17.19436605,0.85
OversoldReversion-downtrend,bear_trend,29,23,6,8.14775556,-29.80581402,36.43150584,0.793103448276
OversoldReversion-downtrend,high_vol_shock,13,11,2,11.55437101,-5.88108483,74.31029785,0.846153846154
SARCross-sideways,high_vol_shock,4,1,3,-8.46792217,-42.03106814,9.6845681,0.25
SARCross-sideways,range_choppy,21,20,1,2.79393476,-0.0062694,8.9112186,0.952380952381
SARCross-sideways,range_quiet,19,17,2,1.95882996,-30.93285216,9.4128328,0.894736842105
SARCross-transition,high_vol_shock,4,2,2,1.81870303,-33.43119041,20.56745057,0.5
SARCross-transition,transition,26,23,3,1.76013767,-0.0384736,10.2232264,0.884615384615
SimpleBollinger-downtrend,bear_trend,34,28,6,1.497188175,-25.77525356,4.99875465,0.823529411765
SimpleBollinger-downtrend,high_vol_shock,4,4,0,1.408678585,0.00245072,5.74015638,1
